Date,Expiry_call,En_Date_call,Instrument Type_call,Capital_call,Entry_Time_call,Ce_En_Date_call,Ce_Ex_Date_call,Atm_Strike_call,Ticker_Ce_Short_call,Ticker_otm_Ce_Long_call,Ticker_itm_Ce_Long_call,Ce_Short_Strike_call,Ce_otm_Long_Strike_call,Ce_itm_Long_Strike_call,Ce_Short_En_Price_call,Ce_Short_Ex_Price_call,Ce_otm_Long_En_Price_call,Ce_otm_Long_Ex_Price_call,Ce_itm_Long_En_Price_call,Ce_itm_Long_Ex_Price_call,Ce_Exit Time_call,Ce_Exit_Reason_call,Ce_Stop_Loss_call,Ce_Total_Premium_Received_call,Ce_Target_call,Ce_Max_Profit_call,Ce_Max_Loss_call,Ce_Total_PnL_call,Ce_ATM_Delta_Entry_call,Ce_ITM_Delta_Entry_call,Ce_OTM_Delta_Entry_call,Ce_ATM_Delta_Exit_call,Ce_ITM_Delta_Exit_call,Ce_OTM_Delta_Exit_call,Ticker_Pe_Short_call,Ticker_otm_Pe_Long_call,Ticker_itm_Pe_Long_call,Pe_En_Date_put,Pe_Ex_Date_put,Ticker_Pe_Short_put,Ticker_otm_Pe_Long_put,Ticker_itm_Pe_Long_put,Pe_Short_Strike_put,Pe_otm_Long_Strike_put,Pe_itm_Long_Strike_put,Pe_Short_En_Price_put,Pe_Short_Ex_Price_put,Pe_otm_Long_En_Price_put,Pe_otm_Long_Ex_Price_put,Pe_itm_Long_En_Price_put,Pe_itm_Long_Ex_Price_put,Pe_Exit Time_put,Pe_Exit_Reason_put,Pe_Stop_Loss_put,Pe_Total_Premium_Received_put,Pe_Target_put,Pe_Max_Profit_put,Pe_Max_Loss_put,Pe_Total_PnL_put,Pe_ATM_Delta_Entry_put,Pe_ITM_Delta_Entry_put,Pe_OTM_Delta_Entry_put,Pe_ATM_Delta_Exit_put,Pe_ITM_Delta_Exit_put,Pe_OTM_Delta_Exit_put,TotalM2M,Cumulative_PnL,Drawdown
5/13/2020,5/14/2020,5/13/2020 0:00,CE,100000,9:30,5/13/2020 0:00,5/13/2020 15:15,19800,BANKNIFTY,BANKNIFTY,BANKNIFTY,19800,19400,20200,411.6,294.4,615.95,470.15,265.85,171.15,15:15:00,End of Day,-6467.475,-879,3928.95,13096.5,-9239.25,-91.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/13/2020 0:00,5/13/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,19800,19400,20200,438.05,468.45,240.6,245.05,695.55,745.6,15:15:00,End of Day,-6726.3,-900.75,4189.725,13965.75,-9609,-94.5,,-1,0,,-1,0,-186,13965.75,-1440.75
8/14/2020,8/20/2020,8/14/2020 0:00,CE,100000,9:30,8/14/2020 0:00,8/14/2020 15:15,22300,BANKNIFTY,BANKNIFTY,BANKNIFTY,22300,21900,22700,286.35,110.7,522,229.75,130.15,49.6,15:15:00,End of Day,-5481,-1191.75,2613.825,8712.75,-7830,-322.5,0.52095536,0.239803272,0.795537136,0.52095536,0.239803272,0.795537136,BANKNIFTY,BANKNIFTY,BANKNIFTY,8/14/2020 0:00,8/14/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,22300,21900,22700,327.5,717,162.1,437.45,572,1085,15:15:00,End of Day,-5902.05,-1186.5,2992.05,9973.5,-8431.5,140.25,-0.47904464,-0.760196728,-0.204462864,-0.47904464,-0.760196728,-0.204462864,-182.25,29698.5,-182.25
1/8/2020,1/9/2020,1/8/2020 0:00,CE,100000,9:30,1/8/2020 0:00,1/8/2020 15:15,31100,BANKNIFTY,BANKNIFTY,BANKNIFTY,31100,30500,31700,210.7,354.15,622.45,890.85,39.1,53.35,15:15:00,End of Day,-6535.725,-3602.25,1971.225,6570.75,-9336.75,-63.75,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/8/2020 0:00,1/8/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,31100,30500,31700,283.35,103,101.15,34.95,702.15,399.85,15:15:00,End of Day,-7362.075,-3549,2554.65,8515.5,-10517.25,-117,,-1,0,,-1,0,-180.75,8019,-7387.5
6/29/2020,7/2/2020,6/29/2020 0:00,CE,100000,9:30,6/29/2020 0:00,6/29/2020 15:15,21200,BANKNIFTY,BANKNIFTY,BANKNIFTY,21200,20800,21600,433.3,496.75,663,748.8,271.95,300,15:15:00,End of Day,-6961.5,-1025.25,3939.975,13133.25,-9945,-195.75,0.513256993,0.109470756,0.906560986,0.513256993,0.109470756,0.906560986,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/29/2020 0:00,6/29/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,21200,20800,21600,542.35,371.55,359.1,224.85,780.6,574.3,15:15:00,End of Day,-7970.55,-825,4977.9,16593,-11386.5,15.75,-0.486743007,-0.890529244,-0.093439014,-0.486743007,-0.890529244,-0.093439014,-180,11293.5,-9396
7/31/2020,8/6/2020,7/31/2020 0:00,CE,100000,9:30,7/31/2020 0:00,7/31/2020 15:15,21600,BANKNIFTY,BANKNIFTY,BANKNIFTY,21600,21200,22000,445,430.5,679.25,672.25,268.2,244.45,15:15:00,End of Day,-7132.125,-861.75,3955.275,13184.25,-10188.75,-26.25,0.52095536,0.232290615,0.802637473,0.52095536,0.232290615,0.802637473,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/31/2020 0:00,7/31/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,21600,21200,22000,431,369.2,271.55,213.3,657.4,582.9,15:15:00,End of Day,-7051.275,-1004.25,3815.325,12717.75,-10073.25,-137.25,-0.47904464,-0.767709385,-0.197362527,-0.47904464,-0.767709385,-0.197362527,-163.5,23817.75,-163.5
9/25/2020,10/1/2020,9/25/2020 0:00,CE,100000,9:30,9/25/2020 0:00,9/25/2020 15:15,20600,BANKNIFTY,BANKNIFTY,BANKNIFTY,20600,20200,21000,387,585.1,616,890.35,214.7,338,15:15:00,End of Day,-6468,-850.5,3477.15,11590.5,-9240,21.75,0.52095536,0.220942896,0.813327657,0.52095536,0.220942896,0.813327657,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/25/2020 0:00,9/25/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,20600,20200,21000,437.1,214.6,273.55,117.1,670.25,369.35,15:15:00,End of Day,-7072.275,-1044,3919.05,13063.5,-10103.25,-185.25,-0.47904464,-0.779057104,-0.186672343,-0.47904464,-0.779057104,-0.186672343,-163.5,36912,-5709
8/24/2022,8/25/2022,8/24/2022 0:00,CE,100000,9:30,8/24/2022 0:00,8/24/2022 15:15,38800,BANKNIFTY,BANKNIFTY,BANKNIFTY,38800,38000,39600,206.3,360.75,813.35,1114.25,28.6,30.9,15:15:00,End of Day,-8540.175,-6440.25,1925.325,6417.75,-12200.25,-85.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,8/24/2022 0:00,8/24/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,38800,38000,39600,227.4,62.3,36.8,13.85,850,538,15:15:00,End of Day,-8786.4,-6480,2106,7020,-12552,-71.25,,-1,0,,-1,0,-156.75,140430.75,-2549.25
11/28/2022,12/1/2022,11/28/2022 0:00,CE,100000,9:30,11/28/2022 0:00,11/28/2022 15:15,42900,BANKNIFTY,BANKNIFTY,BANKNIFTY,42900,42000,43800,262.45,309.65,996,1091.2,29,25.95,15:15:00,End of Day,-10458,-7501.5,2060.55,6868.5,-14940,-33.75,0.513256993,0.085474817,0.928589556,0.513256993,0.085474817,0.928589556,BANKNIFTY,BANKNIFTY,BANKNIFTY,11/28/2022 0:00,11/28/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,42900,42000,43800,191.3,142.7,23.4,18.9,850.2,750.1,15:15:00,End of Day,-9695.7,-7365,1392.3,4641,-13851,-111,-0.486743007,-0.914525183,-0.071410444,-0.486743007,-0.914525183,-0.071410444,-144.75,162165.75,-3095.25
6/12/2020,6/18/2020,6/12/2020 0:00,CE,100000,9:30,6/12/2020 0:00,6/12/2020 15:15,19900,BANKNIFTY,BANKNIFTY,BANKNIFTY,19900,19500,20300,652.5,1035,878.05,1341.7,464.65,765.3,15:15:00,End of Day,-9219.525,-565.5,5812.2,19374,-13170.75,-10.5,0.52095536,0.212543718,0.821211746,0.52095536,0.212543718,0.821211746,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/12/2020 0:00,6/12/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,19900,19500,20300,727.05,297.4,555.15,201.35,942.8,428.45,15:15:00,End of Day,-10029.075,-657.75,6487.875,21626.25,-14327.25,-132.75,-0.47904464,-0.787456282,-0.178788254,-0.47904464,-0.787456282,-0.178788254,-143.25,16757.25,-3932.25
6/10/2020,6/11/2020,6/10/2020 0:00,CE,100000,9:30,6/10/2020 0:00,6/10/2020 15:15,20900,BANKNIFTY,BANKNIFTY,BANKNIFTY,20900,20500,21300,297,458.75,526.5,762.1,144,228.9,15:15:00,End of Day,-5528.25,-1147.5,2751.75,9172.5,-7897.5,-45,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/10/2020 0:00,6/10/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,20900,20500,21300,353.25,173.45,186.6,75.35,602.2,347.35,15:15:00,End of Day,-6159.3,-1234.5,3249.45,10831.5,-8799,-97.5,,-1,0,,-1,0,-142.5,20502.75,-186.75
3/4/2022,3/10/2022,3/4/2022 0:00,CE,100000,9:30,3/4/2022 0:00,3/4/2022 15:15,34400,BANKNIFTY,BANKNIFTY,BANKNIFTY,34400,33700,35100,756.95,713.05,1225.2,1160.55,411.75,378.95,15:15:00,End of Day,-12864.6,-1845.75,6302.025,21006.75,-18378,-144.75,0.52095536,0.209538163,0.824026834,0.52095536,0.209538163,0.824026834,BANKNIFTY,BANKNIFTY,BANKNIFTY,3/4/2022 0:00,3/4/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,34400,33700,35100,693.6,632.9,455.65,388.15,1051.25,998.2,15:15:00,End of Day,-12134.325,-1795.5,5772.6,19242,-17334.75,12.75,-0.47904464,-0.790461837,-0.175973166,-0.47904464,-0.790461837,-0.175973166,-132,114426,-14736.75
12/6/2022,12/8/2022,12/6/2022 0:00,CE,100000,9:30,12/6/2022 0:00,12/6/2022 15:15,43300,BANKNIFTY,BANKNIFTY,BANKNIFTY,43300,42400,44200,212.2,199,918.75,902.05,16.45,15.7,15:15:00,End of Day,-9646.875,-7662,1899.45,6331.5,-13781.25,134.25,0.509374972,0.026089711,0.978818278,0.509374972,0.026089711,0.978818278,BANKNIFTY,BANKNIFTY,BANKNIFTY,12/6/2022 0:00,12/6/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,43300,42400,44200,218.1,222.35,27.9,24.25,939.05,934.05,15:15:00,End of Day,-9742.95,-7961.25,2013.075,6710.25,-13918.5,-257.25,-0.490625028,-0.973910289,-0.021181722,-0.490625028,-0.973910289,-0.021181722,-123,163054.5,-2206.5
10/23/2020,10/29/2020,10/23/2020 0:00,CE,100000,9:30,10/23/2020 0:00,10/23/2020 15:15,24700,BANKNIFTY,BANKNIFTY,BANKNIFTY,24700,24200,25200,456.55,338.55,745.35,600.5,248.05,161.85,15:15:00,End of Day,-7826.175,-1204.5,4121.1,13737,-11180.25,74.25,0.52095536,0.210816964,0.822829477,0.52095536,0.210816964,0.822829477,BANKNIFTY,BANKNIFTY,BANKNIFTY,10/23/2020 0:00,10/23/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,24700,24200,25200,440.05,491,240.75,257.35,743.8,816.15,15:15:00,End of Day,-7777.875,-1566.75,3974.175,13247.25,-11111.25,-194.25,-0.47904464,-0.789183036,-0.177170523,-0.47904464,-0.789183036,-0.177170523,-120,40947,-1674
2/19/2021,2/25/2021,2/19/2021 0:00,CE,100000,9:30,2/19/2021 0:00,2/19/2021 15:15,36200,BANKNIFTY,BANKNIFTY,BANKNIFTY,36200,35500,36900,499.15,359.6,923,723,236.05,155.5,15:15:00,End of Day,-9691.5,-2411.25,4551.075,15170.25,-13845,-21.75,0.52095536,0.221945034,0.812385329,0.52095536,0.221945034,0.812385329,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/19/2021 0:00,2/19/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,36200,35500,36900,556.25,617.6,281.85,284.85,985,1098.55,15:15:00,End of Day,-10309.425,-2315.25,5020.425,16734.75,-14727.75,-92.25,-0.47904464,-0.778054966,-0.187614671,-0.47904464,-0.778054966,-0.187614671,-114,79007.25,-114
1/4/2019,1/10/2019,1/4/2019 0:00,CE,100000,9:30,1/4/2019 0:00,1/4/2019 15:15,27000,BANKNIFTY,BANKNIFTY,BANKNIFTY,27000,26500,27500,265.1,341.6,612.4,742.35,72,91.3,15:15:00,End of Day,-6430.2,-2313,2204.1,7347,-9186,-56.25,0.52095536,0.232290615,0.802637473,0.52095536,0.232290615,0.802637473,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/4/2019 0:00,1/4/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,27000,26500,27500,189.95,103.35,50.15,20.75,487.05,339.85,15:15:00,End of Day,-5776.575,-2359.5,1425.6,4752,-8252.25,-51,-0.47904464,-0.767709385,-0.197362527,-0.47904464,-0.767709385,-0.197362527,-107.25,-2178,-4929
6/30/2020,7/2/2020,6/30/2020 0:00,CE,100000,9:30,6/30/2020 0:00,6/30/2020 15:15,21600,BANKNIFTY,BANKNIFTY,BANKNIFTY,21600,21200,22000,380.3,242.55,607.7,420.6,214.85,123.7,15:15:00,End of Day,-6380.85,-929.25,3454.875,11516.25,-9115.5,-41.25,0.509374972,0.041877952,0.964779565,0.509374972,0.041877952,0.964779565,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/30/2020 0:00,6/30/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,21600,21200,22000,418.7,546.95,247.7,327.4,660.1,833,15:15:00,End of Day,-6800.85,-1056,3824.1,12747,-9715.5,-58.5,-0.490625028,-0.958122048,-0.035220435,-0.490625028,-0.958122048,-0.035220435,-99.75,11193.75,-9495.75
2/9/2018,2/15/2018,2/9/2018 0:00,CE,100000,9:30,2/9/2018 0:00,2/9/2018 15:15,25500,BANKNIFTY,BANKNIFTY,BANKNIFTY,25500,25000,26000,325.05,315,650,640.5,121.9,120.95,15:15:00,End of Day,-6825,-1827,2799,9330,-9750,144.75,0.52095536,0.218582478,0.815545829,0.52095536,0.218582478,0.815545829,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/9/2018 0:00,2/9/2018 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,25500,25000,26000,366.5,332.2,204.25,164.35,657.95,613.65,15:15:00,End of Day,-7394.625,-1938,3090.15,10300.5,-10563.75,-234,-0.47904464,-0.781417522,-0.184454171,-0.47904464,-0.781417522,-0.184454171,-89.25,2177.25,-89.25
3/15/2022,3/17/2022,3/15/2022 0:00,CE,100000,9:30,3/15/2022 0:00,3/15/2022 15:15,35500,BANKNIFTY,BANKNIFTY,BANKNIFTY,35500,34800,36200,537.3,302,970.65,642.3,247.15,114.1,15:15:00,End of Day,-10191.825,-2148,4729.95,15766.5,-14559.75,138,0.509374972,0.032755341,0.972942133,0.509374972,0.032755341,0.972942133,BANKNIFTY,BANKNIFTY,BANKNIFTY,3/15/2022 0:00,3/15/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35500,34800,36200,587,781.6,325.85,424.15,1019.5,1295.8,15:15:00,End of Day,-10771.425,-2570.25,5254.425,17514.75,-15387.75,-219,-0.490625028,-0.967244659,-0.027057867,-0.490625028,-0.967244659,-0.027057867,-81,116191.5,-12971.25
3/1/2021,3/4/2021,3/1/2021 0:00,CE,100000,9:30,3/1/2021 0:00,3/1/2021 15:15,35200,BANKNIFTY,BANKNIFTY,BANKNIFTY,35200,34500,35900,598.2,576.85,1027.85,1031.8,313.9,280.75,15:15:00,End of Day,-10792.425,-2180.25,5321.025,17736.75,-15417.75,202.5,0.513256993,0.097344548,0.917738947,0.513256993,0.097344548,0.917738947,BANKNIFTY,BANKNIFTY,BANKNIFTY,3/1/2021 0:00,3/1/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35200,34500,35900,605.65,466.2,333.95,213.75,1027.05,850,15:15:00,End of Day,-10856.475,-2245.5,5419.8,18066,-15509.25,-275.25,-0.486743007,-0.902655452,-0.082261053,-0.486743007,-0.902655452,-0.082261053,-72.75,80163,-398.25
6/7/2022,6/9/2022,6/7/2022 0:00,CE,100000,9:30,6/7/2022 0:00,6/7/2022 15:15,35000,BANKNIFTY,BANKNIFTY,BANKNIFTY,35000,34300,35700,362.05,332.15,850.7,800.05,109.8,94,15:15:00,End of Day,-8932.35,-3546,3074.4,10248,-12760.5,-99.75,0.509374972,0.030871169,0.97461168,0.509374972,0.030871169,0.97461168,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/7/2022 0:00,6/7/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35000,34300,35700,296.35,299.5,79.9,75.5,745.4,758.8,15:15:00,End of Day,-8188.95,-3489,2511.9,8373,-11698.5,40.5,-0.490625028,-0.969128831,-0.02538832,-0.490625028,-0.969128831,-0.02538832,-59.25,134871.75,-297.75
2/6/2020,2/6/2020,2/6/2020 0:00,CE,100000,9:30,2/6/2020 0:00,2/6/2020 15:15,31000,BANKNIFTY,BANKNIFTY,BANKNIFTY,31000,30400,31600,152.95,304.3,652.15,905,4.85,0.05,15:15:00,End of Day,-6847.575,-5266.5,1163.7,3879,-9782.25,-819.75,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/6/2020 0:00,2/6/2020 11:48,BANKNIFTY,BANKNIFTY,BANKNIFTY,31000,30400,31600,103.95,57.7,2.55,1.8,551,510.1,11:48:00,Target,-6326.775,-5184.75,703.575,2345.25,-9038.25,762.75,,,,,,,-57,7113.75,-8292.75
1/10/2022,1/13/2022,1/10/2022 0:00,CE,100000,9:30,1/10/2022 0:00,1/10/2022 15:15,38000,BANKNIFTY,BANKNIFTY,BANKNIFTY,38000,37200,38800,388.45,553.8,912.65,1205.35,120.25,166.5,15:15:00,End of Day,-9582.825,-3840,3530.25,11767.5,-13689.75,123.75,0.513256993,0.084716401,0.929279445,0.513256993,0.084716401,0.929279445,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/10/2022 0:00,1/10/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,38000,37200,38800,390.2,196.2,124.95,51.5,931.7,605.5,15:15:00,End of Day,-9711.975,-4143.75,3542.175,11807.25,-13874.25,-174.75,-0.486743007,-0.915283599,-0.070720555,-0.486743007,-0.915283599,-0.070720555,-51,113121,-16041.75
10/21/2022,10/27/2022,10/21/2022 0:00,CE,100000,9:30,10/21/2022 0:00,10/21/2022 15:15,40500,BANKNIFTY,BANKNIFTY,BANKNIFTY,40500,39700,41300,375,480,935.2,1099,79.05,114.85,15:15:00,End of Day,-9819.6,-3963.75,3122.325,10407.75,-14028,-156,0.52095536,0.216791666,0.817227423,0.52095536,0.216791666,0.817227423,BANKNIFTY,BANKNIFTY,BANKNIFTY,10/21/2022 0:00,10/21/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,40500,39700,41300,351.15,247.9,108.15,66.6,843.4,685.45,15:15:00,End of Day,-9535.575,-3738.75,2868.975,9563.25,-13622.25,105,-0.47904464,-0.783208334,-0.182772577,-0.47904464,-0.783208334,-0.182772577,-51,146831.25,-3516.75
6/5/2020,6/11/2020,6/5/2020 0:00,CE,100000,9:30,6/5/2020 0:00,6/5/2020 15:15,20700,BANKNIFTY,BANKNIFTY,BANKNIFTY,20700,20300,21100,599,678.75,825,931.6,413.4,458.3,15:15:00,End of Day,-8662.5,-606,5338.8,17796,-12375,-120,0.52095536,0.222111509,0.812228756,0.52095536,0.222111509,0.812228756,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/5/2020 0:00,6/5/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,20700,20300,21100,573.15,392,401.45,265.65,793.95,572.5,15:15:00,End of Day,-8415.225,-736.5,5124.6,17082,-12021.75,75.75,-0.47904464,-0.777888491,-0.187771244,-0.47904464,-0.777888491,-0.187771244,-44.25,20645.25,-44.25
11/23/2020,11/26/2020,11/23/2020 0:00,CE,100000,9:30,11/23/2020 0:00,11/23/2020 15:15,29400,BANKNIFTY,BANKNIFTY,BANKNIFTY,29400,28800,30000,405.55,242.7,755.85,519.9,187.25,95.25,15:15:00,End of Day,-7936.425,-1980,3791.25,12637.5,-11337.75,-33.75,0.513256993,0.091531796,0.923064765,0.513256993,0.091531796,0.923064765,BANKNIFTY,BANKNIFTY,BANKNIFTY,11/23/2020 0:00,11/23/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,29400,28800,30000,450.45,617.15,202.95,291.45,825,1069.45,15:15:00,End of Day,-8430.975,-1905.75,4153.275,13844.25,-12044.25,-6.75,-0.486743007,-0.908468204,-0.076935235,-0.486743007,-0.908468204,-0.076935235,-40.5,54438,-40.5
8/17/2020,8/20/2020,8/17/2020 0:00,CE,100000,9:30,8/17/2020 0:00,8/17/2020 15:15,21800,BANKNIFTY,BANKNIFTY,BANKNIFTY,21800,21400,22200,269.2,236.6,511.75,469.2,119.25,97.65,15:15:00,End of Day,-5373.375,-1389,2456.55,8188.5,-7676.25,15.75,0.513256993,0.116060794,0.900451635,0.513256993,0.116060794,0.900451635,BANKNIFTY,BANKNIFTY,BANKNIFTY,8/17/2020 0:00,8/17/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,21800,21400,22200,298.45,309.5,141.8,142.55,550.15,568.1,15:15:00,End of Day,-5688.9,-1425.75,2723.625,9078.75,-8127,-51,-0.486743007,-0.883939206,-0.099548365,-0.486743007,-0.883939206,-0.099548365,-35.25,29663.25,-217.5
12/8/2022,12/8/2022,12/8/2022 0:00,CE,100000,9:30,12/8/2022 0:00,12/8/2022 12:47,43300,BANKNIFTY,BANKNIFTY,BANKNIFTY,43300,42400,44200,84.1,91.1,855.9,950,3.6,2.2,12:47:00,Target,-8986.95,-10369.5,971.55,3238.5,-12838.5,1180.5,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,12/8/2022 0:00,12/8/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,43300,42400,44200,128.5,0.3,4.4,0.1,949.95,617.35,15:15:00,End of Day,-9496.2,-10460.25,1361.475,4538.25,-13566,-1207.5,,,,,,,-27,163027.5,-2233.5
8/10/2020,8/13/2020,8/10/2020 0:00,CE,100000,9:30,8/10/2020 0:00,8/10/2020 15:15,22000,BANKNIFTY,BANKNIFTY,BANKNIFTY,22000,21600,22400,325.65,267.4,572.95,496,156.5,122.7,15:15:00,End of Day,-6015.975,-1172.25,2856.825,9522.75,-8594.25,86.25,0.513256993,0.118236905,0.898429317,0.513256993,0.118236905,0.898429317,BANKNIFTY,BANKNIFTY,BANKNIFTY,8/10/2020 0:00,8/10/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,22000,21600,22400,308,338.05,160.15,168,539.65,585.4,15:15:00,End of Day,-5881.575,-1257,2679.75,8932.5,-8402.25,-97.5,-0.486743007,-0.881763095,-0.101570683,-0.486743007,-0.881763095,-0.101570683,-11.25,27193.5,-11.25
3/25/2022,3/31/2022,3/25/2022 0:00,CE,100000,9:30,3/25/2022 0:00,3/25/2022 15:15,35400,BANKNIFTY,BANKNIFTY,BANKNIFTY,35400,34700,36100,633.6,567.7,1072.15,994.7,329.9,275,15:15:00,End of Day,-11257.575,-2022.75,5512.275,18374.25,-16082.25,-8.25,0.52095536,0.21653439,0.817468916,0.52095536,0.21653439,0.817468916,BANKNIFTY,BANKNIFTY,BANKNIFTY,3/25/2022 0:00,3/25/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35400,34700,36100,555.35,551.85,300,284.25,950,958.55,15:15:00,End of Day,-10500,-2089.5,4773.15,15910.5,-15000,-3,-0.47904464,-0.78346561,-0.182531084,-0.47904464,-0.78346561,-0.182531084,-11.25,122691.75,-6471
2/5/2018,2/8/2018,2/5/2018 0:00,CE,100000,9:30,2/5/2018 0:00,2/5/2018 15:15,26000,BANKNIFTY,BANKNIFTY,BANKNIFTY,26000,25500,26500,289.85,325.6,647.8,710,80.75,89,15:15:00,End of Day,-6801.9,-2232.75,2306.925,7689.75,-9717,-15.75,0.513256993,0.105030404,0.91066412,0.513256993,0.105030404,0.91066412,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/5/2018 0:00,2/5/2018 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,26000,25500,26500,242.25,176.4,105,67.2,521.05,427.5,15:15:00,End of Day,-6352.5,-2123.25,1802.475,6008.25,-9075,5.25,-0.486743007,-0.894969596,-0.08933588,-0.486743007,-0.894969596,-0.08933588,-10.5,-10.5,0
6/21/2022,6/23/2022,6/21/2022 0:00,CE,100000,9:30,6/21/2022 0:00,6/21/2022 15:15,32900,BANKNIFTY,BANKNIFTY,BANKNIFTY,32900,32200,33600,284.7,440.6,758.25,1033.85,55.4,96.1,15:15:00,End of Day,-7961.625,-3663.75,2549.475,8498.25,-11373.75,67.5,0.509374972,0.023426736,0.981139752,0.509374972,0.023426736,0.981139752,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/21/2022 0:00,6/21/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,32900,32200,33600,327.75,162.9,99.8,46,798.05,517.15,15:15:00,End of Day,-8397.9,-3635.25,2941.875,9806.25,-11997,-75,-0.490625028,-0.976573264,-0.018860248,-0.490625028,-0.976573264,-0.018860248,-7.5,125462.25,-14552.25
4/15/2020,4/16/2020,4/15/2020 0:00,CE,100000,9:30,4/15/2020 0:00,4/15/2020 15:15,19800,BANKNIFTY,BANKNIFTY,BANKNIFTY,19800,19400,20200,442.05,66.85,670.85,160.35,272.2,30.4,15:15:00,End of Day,-7043.925,-884.25,3984.525,13281.75,-10062.75,-28.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,4/15/2020 0:00,4/15/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,19800,19400,20200,459.45,897.35,280.2,590.4,702.8,1270.15,15:15:00,End of Day,-7142.1,-961.5,4236.75,14122.5,-10203,26.25,,-1,0,,-1,0,-2.25,13535.25,-1871.25
7/20/2020,7/23/2020,7/20/2020 0:00,CE,100000,9:30,7/20/2020 0:00,7/20/2020 15:15,22400,BANKNIFTY,BANKNIFTY,BANKNIFTY,22400,22000,22800,360,327.6,588.55,545.2,199,173.6,15:15:00,End of Day,-6179.775,-1013.25,3287.025,10956.75,-8828.25,-59.25,0.513256993,0.122555975,0.89440857,0.513256993,0.122555975,0.89440857,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/20/2020 0:00,7/20/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,22400,22000,22800,411.2,400.35,238.85,217.15,644.65,648.55,15:15:00,End of Day,-6707.925,-916.5,3726.9,12423,-9582.75,58.5,-0.486743007,-0.877444025,-0.10559143,-0.486743007,-0.877444025,-0.10559143,-0.75,17976,-2713.5
