Date,Expiry_call,En_Date_call,Instrument Type_call,Capital_call,Entry_Time_call,Ce_En_Date_call,Ce_Ex_Date_call,Atm_Strike_call,Ticker_Ce_Short_call,Ticker_otm_Ce_Long_call,Ticker_itm_Ce_Long_call,Ce_Short_Strike_call,Ce_otm_Long_Strike_call,Ce_itm_Long_Strike_call,Ce_Short_En_Price_call,Ce_Short_Ex_Price_call,Ce_otm_Long_En_Price_call,Ce_otm_Long_Ex_Price_call,Ce_itm_Long_En_Price_call,Ce_itm_Long_Ex_Price_call,Ce_Exit Time_call,Ce_Exit_Reason_call,Ce_Stop_Loss_call,Ce_Total_Premium_Received_call,Ce_Target_call,Ce_Max_Profit_call,Ce_Max_Loss_call,Ce_Total_PnL_call,Ce_ATM_Delta_Entry_call,Ce_ITM_Delta_Entry_call,Ce_OTM_Delta_Entry_call,Ce_ATM_Delta_Exit_call,Ce_ITM_Delta_Exit_call,Ce_OTM_Delta_Exit_call,Ticker_Pe_Short_call,Ticker_otm_Pe_Long_call,Ticker_itm_Pe_Long_call,Pe_En_Date_put,Pe_Ex_Date_put,Ticker_Pe_Short_put,Ticker_otm_Pe_Long_put,Ticker_itm_Pe_Long_put,Pe_Short_Strike_put,Pe_otm_Long_Strike_put,Pe_itm_Long_Strike_put,Pe_Short_En_Price_put,Pe_Short_Ex_Price_put,Pe_otm_Long_En_Price_put,Pe_otm_Long_Ex_Price_put,Pe_itm_Long_En_Price_put,Pe_itm_Long_Ex_Price_put,Pe_Exit Time_put,Pe_Exit_Reason_put,Pe_Stop_Loss_put,Pe_Total_Premium_Received_put,Pe_Target_put,Pe_Max_Profit_put,Pe_Max_Loss_put,Pe_Total_PnL_put,Pe_ATM_Delta_Entry_put,Pe_ITM_Delta_Entry_put,Pe_OTM_Delta_Entry_put,Pe_ATM_Delta_Exit_put,Pe_ITM_Delta_Exit_put,Pe_OTM_Delta_Exit_put,TotalM2M,Cumulative_PnL,Drawdown
9/7/2020,9/10/2020,9/7/2020 0:00,CE,100000,9:30,9/7/2020 0:00,9/7/2020 15:15,22900,BANKNIFTY,BANKNIFTY,BANKNIFTY,22900,22400,23400,373.45,356.45,680,683.15,170.25,150.4,15:15:00,End of Day,-7140,-1550.25,3317.175,11057.25,-10200,259.5,0.513256993,0.076977017,0.936293704,0.513256993,0.076977017,0.936293704,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/7/2020 0:00,9/7/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,22900,22400,23400,363.4,287,179.2,122,659.1,583.5,15:15:00,End of Day,-7131.6,-1672.5,3180.15,10600.5,-10188,300,-0.486743007,-0.923022983,-0.063706296,-0.486743007,-0.923022983,-0.063706296,559.5,37683,0
5/3/2019,5/9/2019,5/3/2019 0:00,CE,100000,9:30,5/3/2019 0:00,5/3/2019 15:15,29900,BANKNIFTY,BANKNIFTY,BANKNIFTY,29900,29300,30500,226,253.45,615.3,685.5,43.85,48.7,15:15:00,End of Day,-6460.65,-3107.25,2162.475,7208.25,-9229.5,302.25,0.52095536,0.212952512,0.820828603,0.52095536,0.212952512,0.820828603,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/3/2019 0:00,5/3/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,29900,29300,30500,251.25,185.4,53.1,34.1,655,560,15:15:00,End of Day,-6857.55,-3084,2269.8,7566,-9796.5,265.5,-0.47904464,-0.787047488,-0.179171397,-0.47904464,-0.787047488,-0.179171397,567.75,1496.25,-1731
11/29/2021,12/2/2021,11/29/2021 0:00,CE,100000,9:30,11/29/2021 0:00,11/29/2021 15:15,35700,BANKNIFTY,BANKNIFTY,BANKNIFTY,35700,35000,36400,535.4,584.55,1014.1,1135,203.55,206.85,15:15:00,End of Day,-10648.05,-2202.75,4321.125,14403.75,-15211.5,388.5,0.513256993,0.100557207,0.914786067,0.513256993,0.100557207,0.914786067,BANKNIFTY,BANKNIFTY,BANKNIFTY,11/29/2021 0:00,11/29/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35700,35000,36400,416.65,254.1,207.85,105.25,787.3,577,15:15:00,End of Day,-9532.425,-2427.75,3207.375,10691.25,-13617.75,183,-0.486743007,-0.899442793,-0.085213933,-0.486743007,-0.899442793,-0.085213933,571.5,102294.75,-26868
1/6/2023,1/12/2023,1/6/2023 0:00,CE,100000,9:30,1/6/2023 0:00,1/6/2023 15:15,42400,BANKNIFTY,BANKNIFTY,BANKNIFTY,42400,41600,43200,398.15,266.35,967,777,98,59.6,15:15:00,End of Day,-10153.5,-4030.5,3272.85,10909.5,-14505,528,0.52095536,0.227840716,0.806834623,0.52095536,0.227840716,0.806834623,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/6/2023 0:00,1/6/2023 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,42400,41600,43200,308.05,392.3,89.8,102.25,810,969.1,15:15:00,End of Day,-9342.9,-4255.5,2413.35,8044.5,-13347,45.75,-0.47904464,-0.772159284,-0.193165377,-0.47904464,-0.772159284,-0.193165377,573.75,143495.25,-21765.75
9/13/2022,9/15/2022,9/13/2022 0:00,CE,100000,9:30,9/13/2022 0:00,9/13/2022 15:15,40800,BANKNIFTY,BANKNIFTY,BANKNIFTY,40800,40000,41600,295.2,315.2,848.75,912,44.3,39.9,15:15:00,End of Day,-8911.875,-4539.75,2636.775,8789.25,-12731.25,282.75,0.509374972,0.033519811,0.972262996,0.509374972,0.033519811,0.972262996,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/13/2022 0:00,9/13/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,40800,40000,41600,333.85,267.7,86.8,61.6,877.9,791.15,15:15:00,End of Day,-9311.4,-4455,2964.6,9882,-13302,305.25,-0.490625028,-0.966480189,-0.027737004,-0.490625028,-0.966480189,-0.027737004,588,148481.25,-1866.75
4/30/2018,5/3/2018,4/30/2018 0:00,CE,100000,9:30,4/30/2018 0:00,4/30/2018 15:15,25500,BANKNIFTY,BANKNIFTY,BANKNIFTY,25500,25000,26000,151.7,152.55,566.55,594.25,13.15,9.25,15:15:00,End of Day,-5948.775,-4144.5,1125,3750,-8498.25,331.5,0.513256993,0.100557207,0.914786067,0.513256993,0.100557207,0.914786067,BANKNIFTY,BANKNIFTY,BANKNIFTY,4/30/2018 0:00,4/30/2018 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,25500,25000,26000,94.5,63.3,11.75,9.2,446.5,404,15:15:00,End of Day,-5373.375,-4038.75,556.875,1856.25,-7676.25,260.25,-0.486743007,-0.899442793,-0.085213933,-0.486743007,-0.899442793,-0.085213933,591.75,-2922,-5673
3/23/2020,3/26/2020,3/23/2020 0:00,CE,100000,9:30,3/23/2020 0:00,3/23/2020 15:15,18600,BANKNIFTY,BANKNIFTY,BANKNIFTY,18600,18200,19000,993.3,370.6,1204.35,461.55,789.05,291.5,15:15:00,End of Day,-12645.675,-102,8870.85,29569.5,-18065.25,75.75,0.513256993,0.080163497,0.933411626,0.513256993,0.080163497,0.933411626,BANKNIFTY,BANKNIFTY,BANKNIFTY,3/23/2020 0:00,3/23/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,18600,18200,19000,1111.25,2173.75,938,1883.45,1300,2513.95,15:15:00,End of Day,-14049,-232.5,9830.25,32767.5,-20070,516,-0.486743007,-0.919836503,-0.066588374,-0.486743007,-0.919836503,-0.066588374,591.75,13615.5,-1791
12/20/2019,12/26/2019,12/20/2019 0:00,CE,100000,9:30,12/20/2019 0:00,12/20/2019 15:15,32400,BANKNIFTY,BANKNIFTY,BANKNIFTY,32400,31800,33000,196.45,187,590,611.7,30.2,22.7,15:15:00,End of Day,-6195,-3409.5,1948.95,6496.5,-8850,496.5,0.52095536,0.232290615,0.802637473,0.52095536,0.232290615,0.802637473,BANKNIFTY,BANKNIFTY,BANKNIFTY,12/20/2019 0:00,12/20/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,32400,31800,33000,273.05,222.8,67.55,50.65,729.6,652.8,15:15:00,End of Day,-7009.275,-3765.75,2736.675,9122.25,-10013.25,102,-0.47904464,-0.767709385,-0.197362527,-0.47904464,-0.767709385,-0.197362527,598.5,5295,-10111.5
9/2/2022,9/8/2022,9/2/2022 0:00,CE,100000,9:30,9/2/2022 0:00,9/2/2022 15:15,39300,BANKNIFTY,BANKNIFTY,BANKNIFTY,39300,38500,40100,477.65,513.4,1004.9,1092.4,158.4,159,15:15:00,End of Day,-10551.45,-3120,4089.6,13632,-15073.5,249,0.52095536,0.209449036,0.824110263,0.52095536,0.209449036,0.824110263,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/2/2022 0:00,9/2/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,39300,38500,40100,452.95,336.75,185.3,121.05,918.45,773.9,15:15:00,End of Day,-10345.65,-2967.75,3775.725,12585.75,-14779.5,354,-0.47904464,-0.790550964,-0.175889737,-0.47904464,-0.790550964,-0.175889737,603,147479.25,0
5/23/2022,5/26/2022,5/23/2022 0:00,CE,100000,9:30,5/23/2022 0:00,5/23/2022 15:15,34400,BANKNIFTY,BANKNIFTY,BANKNIFTY,34400,33700,35100,430,278.35,890.8,684.75,155,73.9,15:15:00,End of Day,-9353.4,-2787,3708.9,12363,-13362,242.25,0.513256993,0.092179267,0.92247265,0.513256993,0.092179267,0.92247265,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/23/2022 0:00,5/23/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,34400,33700,35100,434.4,492.6,188.1,202.5,860.5,988.45,15:15:00,End of Day,-9325.05,-2697,3785.4,12618,-13321.5,389.25,-0.486743007,-0.907820733,-0.07752735,-0.486743007,-0.907820733,-0.07752735,631.5,129150,-107.25
6/30/2021,7/1/2021,6/30/2021 0:00,CE,100000,9:30,6/30/2021 0:00,6/30/2021 15:15,35000,BANKNIFTY,BANKNIFTY,BANKNIFTY,35000,34300,35700,200.65,66.85,717.15,499.2,29.1,9.7,15:15:00,End of Day,-7530.075,-5174.25,1859.625,6198.75,-10757.25,453.75,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/30/2021 0:00,6/30/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35000,34300,35700,190.45,290,22.3,19.7,713.1,927.15,15:15:00,End of Day,-7584.15,-5317.5,1672.65,5575.5,-10834.5,185.25,,-1,0,,-1,0,639,115470,0
7/26/2022,7/28/2022,7/26/2022 0:00,CE,100000,9:30,7/26/2022 0:00,7/26/2022 15:15,36600,BANKNIFTY,BANKNIFTY,BANKNIFTY,36600,35900,37300,244.35,138.7,714.45,547.9,46.4,18.8,15:15:00,End of Day,-7501.725,-4082.25,2342.925,7809.75,-10716.75,257.25,0.509374972,0.03703141,0.969131309,0.509374972,0.03703141,0.969131309,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/26/2022 0:00,7/26/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,36600,35900,37300,305.7,359.65,73.75,73.1,805.1,939.25,15:15:00,End of Day,-8124.375,-4011.75,2892.375,9641.25,-11606.25,384,-0.490625028,-0.96296859,-0.030868691,-0.490625028,-0.96296859,-0.030868691,641.25,139443,-571.5
10/14/2022,10/20/2022,10/14/2022 0:00,CE,100000,9:30,10/14/2022 0:00,10/14/2022 15:15,39400,BANKNIFTY,BANKNIFTY,BANKNIFTY,39400,38600,40200,492.15,379,1017.6,885.55,174.75,105.85,15:15:00,End of Day,-10684.8,-3120.75,4236.525,14121.75,-15264,380.25,0.52095536,0.210072048,0.823527025,0.52095536,0.210072048,0.823527025,BANKNIFTY,BANKNIFTY,BANKNIFTY,10/14/2022 0:00,10/14/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,39400,38600,40200,435.3,476,161.95,178.1,913.1,995.85,15:15:00,End of Day,-10100.475,-3066.75,3697.875,12326.25,-14429.25,262.5,-0.47904464,-0.789927952,-0.176472975,-0.47904464,-0.789927952,-0.176472975,642.75,144404.25,-5943.75
10/22/2021,10/28/2021,10/22/2021 0:00,CE,100000,9:30,10/22/2021 0:00,10/22/2021 15:15,40300,BANKNIFTY,BANKNIFTY,BANKNIFTY,40300,39500,41100,418.45,428.25,936.5,995.5,138,126.2,15:15:00,End of Day,-9833.25,-3564,3772.8,12576,-14047.5,414,0.52095536,0.215587933,0.818357108,0.52095536,0.215587933,0.818357108,BANKNIFTY,BANKNIFTY,BANKNIFTY,10/22/2021 0:00,10/22/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,40300,39500,41100,434.55,347.1,157.65,112.2,964.8,851,15:15:00,End of Day,-10055.325,-3800.25,3943.125,13143.75,-14364.75,234.75,-0.47904464,-0.784412067,-0.181642892,-0.47904464,-0.784412067,-0.181642892,648.75,97692.75,-31470
5/13/2022,5/19/2022,5/13/2022 0:00,CE,100000,9:30,5/13/2022 0:00,5/13/2022 15:15,33900,BANKNIFTY,BANKNIFTY,BANKNIFTY,33900,33200,34600,500.4,162.05,946.5,423.9,204.4,51.6,15:15:00,End of Day,-9938.25,-2251.5,4314.15,14380.5,-14197.5,19.5,0.52095536,0.205940267,0.827392328,0.52095536,0.205940267,0.827392328,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/13/2022 0:00,5/13/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,33900,33200,34600,436.8,921,199.8,485,838.2,1563.75,15:15:00,End of Day,-9447.9,-2466,3654,12180,-13497,635.25,-0.47904464,-0.794059733,-0.172607672,-0.47904464,-0.794059733,-0.172607672,654.75,125742.75,-3514.5
4/12/2021,4/15/2021,4/12/2021 0:00,CE,100000,9:30,4/12/2021 0:00,4/12/2021 15:15,31100,BANKNIFTY,BANKNIFTY,BANKNIFTY,31100,30500,31700,510,301,904.8,619.35,242.2,120,15:15:00,End of Day,-9500.4,-1905,4308.3,14361,-13572,155.25,0.513256993,0.104287032,0.911349939,0.513256993,0.104287032,0.911349939,BANKNIFTY,BANKNIFTY,BANKNIFTY,4/12/2021 0:00,4/12/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,31100,30500,31700,501.3,639.25,280.7,359.4,837.05,1068,15:15:00,End of Day,-9247.35,-1727.25,4315.275,14384.25,-13210.5,506.25,-0.486743007,-0.895712968,-0.088650061,-0.486743007,-0.895712968,-0.088650061,661.5,98641.5,-5385.75
12/10/2021,12/16/2021,12/10/2021 0:00,CE,100000,9:30,12/10/2021 0:00,12/10/2021 15:15,37100,BANKNIFTY,BANKNIFTY,BANKNIFTY,37100,36400,37800,417.05,389.2,899.4,877,139.2,118,15:15:00,End of Day,-9443.7,-3067.5,3482.55,11608.5,-13491,181.5,0.52095536,0.227840716,0.806834623,0.52095536,0.227840716,0.806834623,BANKNIFTY,BANKNIFTY,BANKNIFTY,12/10/2021 0:00,12/10/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,37100,36400,37800,379.5,331.5,157.2,121.65,800,771.55,15:15:00,End of Day,-9000.6,-2973,3158.1,10527,-12858,480,-0.47904464,-0.772159284,-0.193165377,-0.47904464,-0.772159284,-0.193165377,661.5,110196.75,-18966
5/20/2020,5/21/2020,5/20/2020 0:00,CE,100000,9:30,5/20/2020 0:00,5/20/2020 15:15,17600,BANKNIFTY,BANKNIFTY,BANKNIFTY,17600,17200,18000,281.7,336.95,524.75,647.85,123.85,131.6,15:15:00,End of Day,-5509.875,-1278,2531.25,8437.5,-7871.25,305.25,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/20/2020 0:00,5/20/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,17600,17200,18000,296.95,127.65,139.7,40.9,536.8,321,15:15:00,End of Day,-5666.85,-1239,2659.5,8865,-8095.5,360,,-1,0,,-1,0,665.25,17754,0
2/10/2022,2/10/2022,2/10/2022 0:00,CE,100000,9:30,2/10/2022 0:00,2/10/2022 15:15,38600,BANKNIFTY,BANKNIFTY,BANKNIFTY,38600,37800,39400,219.25,411.6,866.55,1207.5,15.45,0.2,15:15:00,End of Day,-9098.775,-6652.5,1743.3,5811,-12998.25,-885,,,,,,,BANKNIFTY,BANKNIFTY,BANKNIFTY,2/10/2022 0:00,2/10/2022 10:21,BANKNIFTY,BANKNIFTY,BANKNIFTY,38600,37800,39400,166.6,107.8,14.4,8.2,750,742.3,10:21:00,Target,-8551.2,-6468,1209.6,4032,-12216,1555.5,,,,,,,670.5,121744.5,-7418.25
5/5/2021,5/6/2021,5/5/2021 0:00,CE,100000,9:30,5/5/2021 0:00,5/5/2021 15:15,32500,BANKNIFTY,BANKNIFTY,BANKNIFTY,32500,31800,33200,375.9,460.95,822.65,1046.35,133.45,103.1,15:15:00,End of Day,-8637.825,-3064.5,3431.7,11439,-12339.75,348.75,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/5/2021 0:00,5/5/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,32500,31800,33200,412.4,149.85,159.15,40,875.45,491,15:15:00,End of Day,-9021.075,-3147,3784.95,12616.5,-12887.25,322.5,,-1,0,,-1,0,671.25,90954.75,-13072.5
7/7/2021,7/8/2021,7/7/2021 0:00,CE,100000,9:30,7/7/2021 0:00,7/7/2021 15:15,35600,BANKNIFTY,BANKNIFTY,BANKNIFTY,35600,34900,36300,199.7,245.1,764.45,885,20.1,13.05,15:15:00,End of Day,-8026.725,-5777.25,1597.725,5325.75,-11466.75,340.5,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,7/7/2021 0:00,7/7/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,35600,34900,36300,169.05,76,30.65,16,700,550.6,15:15:00,End of Day,-7671.825,-5888.25,1383.525,4611.75,-10959.75,330.75,,-1,0,,-1,0,671.25,117684,-1249.5
4/2/2019,4/4/2019,4/2/2019 0:00,CE,100000,9:30,4/2/2019 0:00,4/2/2019 15:15,30300,BANKNIFTY,BANKNIFTY,BANKNIFTY,30300,29700,30900,231.25,261.1,636.1,715.2,57.35,58.05,15:15:00,End of Day,-6679.05,-3464.25,2176.875,7256.25,-9541.5,301.5,0.509374972,0.032185982,0.973447293,0.509374972,0.032185982,0.973447293,BANKNIFTY,BANKNIFTY,BANKNIFTY,4/2/2019 0:00,4/2/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,30300,29700,30900,255.55,161.35,70.8,29.45,663.15,540.85,15:15:00,End of Day,-7043.4,-3342.75,2265.525,7551.75,-10062,371.25,-0.490625028,-0.967814018,-0.026552707,-0.490625028,-0.967814018,-0.026552707,672.75,-331.5,-3082.5
6/26/2018,6/28/2018,6/26/2018 0:00,CE,100000,9:30,6/26/2018 0:00,6/26/2018 15:15,26500,BANKNIFTY,BANKNIFTY,BANKNIFTY,26500,26000,27000,143.9,174.6,516.55,600,20.9,22,15:15:00,End of Day,-5423.775,-3744.75,1314.675,4382.25,-7748.25,347.25,0.509374972,0.039029431,0.967341189,0.509374972,0.039029431,0.967341189,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/26/2018 0:00,6/26/2018 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,26500,26000,27000,137.5,74.3,21.9,10.5,500.3,407.65,15:15:00,End of Day,-5479.95,-3708,1140.3,3801,-7828.5,335.25,-0.490625028,-0.960970569,-0.032658811,-0.490625028,-0.960970569,-0.032658811,682.5,-3134.25,-5885.25
6/20/2022,6/23/2022,6/20/2022 0:00,CE,100000,9:30,6/20/2022 0:00,6/20/2022 15:15,32700,BANKNIFTY,BANKNIFTY,BANKNIFTY,32700,32000,33400,391.75,354.95,854.45,835,122.6,92.7,15:15:00,End of Day,-8971.725,-2903.25,3382.425,11274.75,-12816.75,363.75,0.513256993,0.081139255,0.932527414,0.513256993,0.081139255,0.932527414,BANKNIFTY,BANKNIFTY,BANKNIFTY,6/20/2022 0:00,6/20/2022 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,32700,32000,33400,394.8,350.5,158.35,129.9,825,786.1,15:15:00,End of Day,-9012.675,-2906.25,3403.125,11343.75,-12875.25,318.75,-0.486743007,-0.918860745,-0.067472586,-0.486743007,-0.918860745,-0.067472586,682.5,125469.75,-14544.75
1/18/2023,1/19/2023,1/18/2023 0:00,CE,100000,9:30,1/18/2023 0:00,1/18/2023 15:15,42200,BANKNIFTY,BANKNIFTY,BANKNIFTY,42200,41400,43000,208.9,301.6,813.35,1032.75,20.45,12.5,15:15:00,End of Day,-8540.175,-6240,1912.05,6373.5,-12200.25,390.75,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,1/18/2023 0:00,1/18/2023 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,42200,41400,43000,213.7,80,22.85,8.25,822.45,589.25,15:15:00,End of Day,-8639.925,-6268.5,1921.5,6405,-12342.75,294,,-1,0,,-1,0,684.75,145770,-19491
9/3/2019,9/5/2019,9/3/2019 0:00,CE,100000,9:30,9/3/2019 0:00,9/3/2019 15:15,27000,BANKNIFTY,BANKNIFTY,BANKNIFTY,27000,26500,27500,287.65,148.7,642,433.7,90,36.8,15:15:00,End of Day,-6741,-2350.5,2354.85,7849.5,-9630,246,0.509374972,0.041877952,0.964779565,0.509374972,0.041877952,0.964779565,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/3/2019 0:00,9/3/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,27000,26500,27500,230.5,297.75,81.35,90,530.55,686,15:15:00,End of Day,-6104.175,-2263.5,1845.9,6153,-8720.25,444,-0.490625028,-0.958122048,-0.035220435,-0.490625028,-0.958122048,-0.035220435,690,11097,0
8/30/2019,9/5/2019,8/30/2019 0:00,CE,100000,9:30,8/30/2019 0:00,8/30/2019 15:15,27500,BANKNIFTY,BANKNIFTY,BANKNIFTY,27500,27000,28000,338.05,251,664.05,566.55,133.75,90.6,15:15:00,End of Day,-6972.525,-1825.5,2906.1,9687,-9960.75,501.75,0.52095536,0.236625529,0.798542642,0.52095536,0.236625529,0.798542642,BANKNIFTY,BANKNIFTY,BANKNIFTY,8/30/2019 0:00,8/30/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,27500,27000,28000,297.9,307.15,137.85,123.4,595,641.5,15:15:00,End of Day,-6697.425,-2055.75,2488.275,8294.25,-9567.75,203.25,-0.47904464,-0.763374471,-0.201457358,-0.47904464,-0.763374471,-0.201457358,705,10407,0
3/17/2020,3/19/2020,3/17/2020 0:00,CE,100000,9:30,3/17/2020 0:00,3/17/2020 15:15,22700,BANKNIFTY,BANKNIFTY,BANKNIFTY,22700,22200,23200,1020,441,1300,676.9,778.85,274.8,15:15:00,End of Day,-13650,-582.75,9084.825,30282.75,-19500,462.75,0.509374972,0.019807916,0.984265541,0.509374972,0.019807916,0.984265541,BANKNIFTY,BANKNIFTY,BANKNIFTY,3/17/2020 0:00,3/17/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,22700,22200,23200,1067.7,1225.3,860.35,957.95,1317.3,1551.25,15:15:00,End of Day,-14283.675,-633.75,9415.575,31385.25,-20405.25,245.25,-0.490625028,-0.980192084,-0.015734459,-0.490625028,-0.980192084,-0.015734459,708,13023.75,-2382.75
5/25/2021,5/27/2021,5/25/2021 0:00,CE,100000,9:30,5/25/2021 0:00,5/25/2021 15:15,34900,BANKNIFTY,BANKNIFTY,BANKNIFTY,34900,34200,35600,382,217.5,870.9,620.3,121.85,49.25,15:15:00,End of Day,-9144.45,-3431.25,3217.275,10724.25,-13063.5,87,0.509374972,0.030499114,0.974940604,0.509374972,0.030499114,0.974940604,BANKNIFTY,BANKNIFTY,BANKNIFTY,5/25/2021 0:00,5/25/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,34900,34200,35600,336.6,415.15,107.55,122.2,764,948,15:15:00,End of Day,-8479.275,-2975.25,2833.425,9444.75,-12113.25,623.25,-0.490625028,-0.969500886,-0.025059396,-0.490625028,-0.969500886,-0.025059396,710.25,103142.25,-885
11/4/2020,11/5/2020,11/4/2020 0:00,CE,100000,9:30,11/4/2020 0:00,11/4/2020 15:15,25400,BANKNIFTY,BANKNIFTY,BANKNIFTY,25400,24900,25900,409.1,513.4,718.2,932.5,190,208.95,15:15:00,End of Day,-7541.1,-1350,3555,11850,-10773,369.75,,0,1,,0,1,BANKNIFTY,BANKNIFTY,BANKNIFTY,11/4/2020 0:00,11/4/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,25400,24900,25900,394.1,141.4,206.85,58.6,669,334.6,15:15:00,End of Day,-7421.925,-1314.75,3376.575,11255.25,-10602.75,341.25,,-1,0,,-1,0,711,42720.75,0
11/11/2019,11/14/2019,11/11/2019 0:00,CE,100000,9:30,11/11/2019 0:00,11/11/2019 15:15,30900,BANKNIFTY,BANKNIFTY,BANKNIFTY,30900,30300,31500,235,350,608.1,826,56.1,77.35,15:15:00,End of Day,-6385.05,-2913,2331,7770,-9121.5,137.25,0.513256993,0.102797631,0.912723056,0.513256993,0.102797631,0.912723056,BANKNIFTY,BANKNIFTY,BANKNIFTY,11/11/2019 0:00,11/11/2019 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,30900,30300,31500,353.4,161.7,118.5,43.35,766.65,496.7,15:15:00,End of Day,-7544.25,-2675.25,3397.275,11324.25,-10777.5,574.5,-0.486743007,-0.897202369,-0.087276944,-0.486743007,-0.897202369,-0.087276944,711.75,1812,-13594.5
9/24/2021,9/30/2021,9/24/2021 0:00,CE,100000,9:30,9/24/2021 0:00,9/24/2021 15:15,37900,BANKNIFTY,BANKNIFTY,BANKNIFTY,37900,37100,38700,416.05,368.55,953.85,918.35,135.6,95.4,15:15:00,End of Day,-10015.425,-3860.25,3662.325,12207.75,-14307.75,289.5,0.52095536,0.200508831,0.832463611,0.52095536,0.200508831,0.832463611,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/24/2021 0:00,9/24/2021 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,37900,37100,38700,392.35,369,127.15,116,890.4,886,15:15:00,End of Day,-9735.075,-3492.75,3365.775,11219.25,-13907.25,467.25,-0.47904464,-0.799491169,-0.167536389,-0.47904464,-0.799491169,-0.167536389,756.75,86746.5,-42416.25
9/29/2020,10/1/2020,9/29/2020 0:00,CE,100000,9:30,9/29/2020 0:00,9/29/2020 15:15,21600,BANKNIFTY,BANKNIFTY,BANKNIFTY,21600,21200,22000,314,144.85,580.7,364.1,137.7,41.75,15:15:00,End of Day,-6097.35,-1356,2632.5,8775,-8710.5,386.25,0.509374972,0.041877952,0.964779565,0.509374972,0.041877952,0.964779565,BANKNIFTY,BANKNIFTY,BANKNIFTY,9/29/2020 0:00,9/29/2020 15:15,BANKNIFTY,BANKNIFTY,BANKNIFTY,21600,21200,22000,234.55,290.85,102.7,108.45,456,588,15:15:00,End of Day,-5278.35,-1344,1900.8,6336,-7540.5,377.25,-0.490625028,-0.958122048,-0.035220435,-0.490625028,-0.958122048,-0.035220435,763.5,37675.5,-4945.5
