Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,165.02499389648438,167.35000610351562,163.77499389648438,166.9250030517578,157.63644409179688,4405586
2023-01-03,166.9250030517578,169.0,165.8000030517578,168.4250030517578,159.052978515625,5264652
2023-01-04,169.27499389648438,170.39999389648438,167.0749969482422,168.14999389648438,158.79327392578125,5848474
2023-01-05,168.5,171.47500610351562,167.8000030517578,171.1750030517578,161.6499481201172,7428290
2023-01-06,171.0,173.27499389648438,170.125,172.35000610351562,162.75958251953125,7364410
2023-01-09,173.9250030517578,174.6750030517578,172.5500030517578,173.375,163.7275390625,4519436
2023-01-10,174.0,174.5,171.60000610351562,173.6750030517578,164.01083374023438,4762962
2023-01-11,174.4250030517578,179.0,172.9250030517578,176.25,166.4425506591797,14348024
2023-01-12,176.97500610351562,176.97500610351562,171.6999969482422,172.52499389648438,162.92481994628906,5863672
2023-01-13,172.6999969482422,175.5749969482422,171.02499389648438,175.0500030517578,165.309326171875,5433700
2023-01-16,176.0,176.1999969482422,172.0500030517578,174.47500610351562,164.76632690429688,5698298
2023-01-17,175.35000610351562,175.6750030517578,172.72500610351562,174.1999969482422,164.50662231445312,3477566
2023-01-18,174.39999389648438,174.64999389648438,171.4499969482422,173.02499389648438,163.39700317382812,4099580
2023-01-19,172.97500610351562,174.9499969482422,172.0,174.8249969482422,165.0968475341797,3279112
2023-01-20,174.60000610351562,175.5,172.77499389648438,173.1750030517578,163.53866577148438,3993550
2023-01-23,173.5,175.0,172.97500610351562,174.8000030517578,165.0732421875,3362750
2023-01-24,175.0,176.22500610351562,173.9250030517578,174.47500610351562,164.76632690429688,4752342
2023-01-25,174.35000610351562,175.25,172.85000610351562,173.375,163.7275390625,3866394
2023-01-27,173.4499969482422,174.77499389648438,165.75,168.27499389648438,158.91131591796875,5251902
2023-01-30,168.4499969482422,169.625,166.14999389648438,167.5500030517578,158.22666931152344,6395210
2023-01-31,171.47500610351562,175.75,170.625,171.625,162.0749053955078,17988324
2023-02-01,171.625,172.35000610351562,165.0,167.35000610351562,158.0377960205078,8358226
2023-02-02,167.25,168.0,164.75,166.10000610351562,156.85736083984375,9029328
2023-02-03,165.97500610351562,166.375,161.10000610351562,163.35000610351562,154.26039123535156,5653818
2023-02-06,162.02499389648438,167.3249969482422,162.02499389648438,166.875,157.58921813964844,6611800
2023-02-07,167.0,168.10000610351562,165.77499389648438,166.0749969482422,156.833740234375,3480708
2023-02-08,165.89999389648438,167.89999389648438,164.52499389648438,167.10000610351562,157.8017120361328,2499180
2023-02-09,166.0500030517578,168.85000610351562,165.6750030517578,166.85000610351562,157.5656280517578,4275406
2023-02-10,167.0500030517578,167.89999389648438,165.77499389648438,167.0,157.70726013183594,2551682
2023-02-13,167.0,168.85000610351562,166.02499389648438,167.4499969482422,158.13223266601562,3587566
2023-02-14,166.5,167.375,165.25,165.5749969482422,156.36155700683594,2385346
2023-02-15,165.5749969482422,166.3249969482422,164.25,165.5749969482422,156.36155700683594,3529300
2023-02-16,165.5749969482422,166.5749969482422,161.89999389648438,162.85000610351562,153.7882080078125,7507670
2023-02-17,162.85000610351562,166.5,162.77499389648438,165.85000610351562,156.6212615966797,6702378
2023-02-20,166.4250030517578,166.72500610351562,162.97500610351562,163.0749969482422,154.00067138671875,3546252
2023-02-21,163.47500610351562,164.27499389648438,161.0749969482422,161.625,152.63134765625,2962498
2023-02-22,161.25,161.5,158.10000610351562,160.22500610351562,151.30926513671875,8178548
2023-02-23,161.0,161.8249969482422,159.0,160.27499389648438,151.35647583007812,5490782
2023-02-24,160.39999389648438,161.0749969482422,158.3000030517578,158.77499389648438,149.93995666503906,3794754
2023-02-27,159.10000610351562,160.5749969482422,157.3249969482422,160.22500610351562,151.30926513671875,3962002
2023-02-28,158.5749969482422,160.8249969482422,157.02499389648438,158.6750030517578,149.84552001953125,7852658
2023-03-01,158.39999389648438,160.5,157.77499389648438,157.9499969482422,149.16085815429688,6991434
2023-03-02,158.35000610351562,160.9250030517578,157.25,160.52499389648438,151.5925750732422,6768720
2023-03-03,161.35000610351562,161.9499969482422,160.125,160.6999969482422,151.75782775878906,4226202
2023-03-06,161.1999969482422,163.25,160.5749969482422,162.27499389648438,153.2451934814453,3629924
2023-03-08,161.97500610351562,163.72500610351562,161.39999389648438,163.0500030517578,153.97706604003906,4785062
2023-03-09,163.0500030517578,163.4499969482422,161.77499389648438,162.4250030517578,153.3868408203125,3895532
2023-03-10,162.5,163.9499969482422,160.27499389648438,163.02499389648438,153.9534454345703,3517038
2023-03-13,163.0,163.3000030517578,160.625,161.3000030517578,152.32444763183594,3910894
2023-03-14,162.10000610351562,164.4499969482422,160.9250030517578,163.10000610351562,154.0242919921875,5894652
2023-03-15,164.5,166.6999969482422,163.6750030517578,165.14999389648438,155.960205078125,5511946
2023-03-16,167.5,176.375,167.0749969482422,175.4499969482422,165.6870574951172,36574630
2023-03-17,175.5,177.47500610351562,172.72500610351562,175.6999969482422,165.9231414794922,23389012
2023-03-20,177.4250030517578,180.5,175.25,179.8249969482422,169.81861877441406,18492346
2023-03-21,180.10000610351562,180.8000030517578,177.875,179.27499389648438,169.29922485351562,10250562
2023-03-22,179.14999389648438,179.5,175.375,175.89999389648438,166.11203002929688,11934054
2023-03-23,175.0,175.8249969482422,173.75,174.1750030517578,164.48301696777344,5146176
2023-03-24,173.9499969482422,174.875,172.0,172.6999969482422,163.090087890625,5875488
2023-03-27,172.0500030517578,173.4499969482422,171.35000610351562,172.4250030517578,162.8303985595703,4245926
2023-03-28,171.0,171.4499969482422,167.6750030517578,169.9250030517578,160.46951293945312,6854316
2023-03-29,170.0,171.1999969482422,168.14999389648438,169.9250030517578,160.46951293945312,5971840
2023-03-31,172.4499969482422,173.1999969482422,170.47500610351562,172.14999389648438,162.5706787109375,10137510
2023-04-03,169.0,169.0,164.5749969482422,164.97500610351562,155.79495239257812,18864744
2023-04-05,165.9499969482422,166.4499969482422,163.5,164.02499389648438,154.89781188964844,8249158
2023-04-06,164.64999389648438,166.75,164.52499389648438,166.0,156.76290893554688,4767830
2023-04-10,166.0,168.39999389648438,165.8000030517578,167.89999389648438,158.55718994140625,4930618
2023-04-11,168.0749969482422,169.75,167.5749969482422,169.5500030517578,160.11537170410156,2729894
2023-04-12,169.5500030517578,169.625,167.5500030517578,168.64999389648438,159.26544189453125,4260174
2023-04-13,169.4499969482422,169.4499969482422,165.3249969482422,166.125,156.88096618652344,8347294
2023-04-17,166.125,168.0,165.14999389648438,167.85000610351562,158.50997924804688,2905562
2023-04-18,167.85000610351562,169.02499389648438,166.39999389648438,167.39999389648438,158.0850067138672,5806422
2023-04-19,167.47500610351562,171.64999389648438,166.85000610351562,171.0,161.4846954345703,9852864
2023-04-20,171.97500610351562,172.5,170.6750030517578,171.85000610351562,162.28738403320312,4865018
2023-04-21,171.89999389648438,174.4499969482422,171.3000030517578,173.10000610351562,163.4678497314453,6552688
2023-04-24,173.10000610351562,173.89999389648438,171.375,173.60000610351562,163.9400177001953,4245824
2023-04-25,172.625,174.27499389648438,172.625,173.75,164.0816650390625,3084392
2023-04-26,173.39999389648438,174.75,172.5500030517578,174.5,164.78993225097656,2639794
2023-04-27,175.0,178.25,174.4250030517578,177.8249969482422,167.92990112304688,7271052
2023-04-28,178.0,179.14999389648438,176.22500610351562,178.8000030517578,168.85064697265625,6742936
2023-05-02,179.14999389648438,182.4499969482422,179.0,180.5500030517578,170.50328063964844,6425960
2023-05-03,181.625,183.89999389648438,179.9250030517578,180.39999389648438,170.3616180419922,8712958
2023-05-04,181.89999389648438,184.5749969482422,180.5749969482422,184.1750030517578,173.9265594482422,8282286
2023-05-05,183.5500030517578,184.8249969482422,182.02499389648438,182.72500610351562,172.5572509765625,3300230
2023-05-08,182.72500610351562,184.35000610351562,181.22500610351562,183.85000610351562,173.61965942382812,2400728
2023-05-09,182.9250030517578,185.0,182.35000610351562,183.52499389648438,173.31272888183594,4179678
2023-05-10,184.0,186.5,182.6999969482422,186.0749969482422,175.72084045410156,5561956
2023-05-11,186.5749969482422,187.4499969482422,185.75,186.27499389648438,175.90969848632812,3387368
2023-05-12,185.9499969482422,185.9499969482422,179.5,180.9499969482422,170.88101196289062,7791814
2023-05-15,181.0,181.9250030517578,178.1750030517578,178.5,168.56735229492188,4809530
2023-05-16,179.125,183.14999389648438,178.5,181.14999389648438,171.06988525390625,7572742
2023-05-17,183.375,184.75,181.97500610351562,182.375,172.22671508789062,7759756
2023-05-18,183.0,183.0,180.0500030517578,180.35000610351562,170.3144073486328,3426890
2023-05-19,180.0500030517578,181.25,178.8000030517578,180.14999389648438,170.1255340576172,2315526
2023-05-22,180.97500610351562,181.375,179.27499389648438,180.8000030517578,170.7393798828125,3206888
2023-05-23,183.5,185.5,182.5,183.3000030517578,173.1002655029297,11943178
2023-05-24,183.27499389648438,184.5500030517578,180.9250030517578,181.64999389648438,171.54205322265625,3750960
2023-05-25,181.5,182.10000610351562,180.1750030517578,181.64999389648438,171.54205322265625,3352570
2023-05-26,182.5,183.5,181.5500030517578,182.14999389648438,172.0142364501953,2185592
2023-05-29,182.14999389648438,183.64999389648438,180.5,180.85000610351562,170.78659057617188,2341038
2023-05-30,181.5,182.0,180.0,180.1999969482422,170.17274475097656,2722688
2023-05-31,180.1999969482422,183.22500610351562,180.10000610351562,181.75,171.63650512695312,23214480
2023-06-01,182.64999389648438,184.4499969482422,182.0500030517578,182.27499389648438,172.13229370117188,3537282
2023-06-02,182.3000030517578,183.39999389648438,179.5500030517578,180.02499389648438,170.0074920654297,6932474
2023-06-05,180.0500030517578,181.0,177.5,178.39999389648438,168.47291564941406,5858136
2023-06-06,178.52499389648438,179.5,177.3000030517578,178.0749969482422,168.16600036621094,4213074
2023-06-07,178.5,184.75,178.375,184.0500030517578,173.8085174560547,12830856
2023-06-08,183.8000030517578,183.8000030517578,180.14999389648438,180.5500030517578,170.50328063964844,7164382
2023-06-09,180.5500030517578,182.0,179.39999389648438,179.72500610351562,169.7241973876953,3085970
2023-06-12,180.25,186.25,180.10000610351562,185.8249969482422,175.4847412109375,9434298
2023-06-13,187.25,188.4499969482422,186.1999969482422,186.8000030517578,176.40550231933594,7974634
2023-06-14,186.75,189.25,185.4499969482422,186.77499389648438,176.3818817138672,6714368
2023-06-15,187.5500030517578,190.22500610351562,186.5,189.4499969482422,178.9080352783203,12210880
2023-06-16,188.5,189.35000610351562,187.1999969482422,188.39999389648438,177.9164581298828,4278588
2023-06-19,188.5,189.35000610351562,187.0749969482422,187.375,176.94850158691406,3034770
2023-06-20,187.5,187.52499389648438,185.75,186.22500610351562,175.86248779296875,2415876
2023-06-21,186.22500610351562,187.375,185.6750030517578,186.39999389648438,176.0277557373047,2680298
2023-06-22,185.6999969482422,189.35000610351562,185.5749969482422,186.6999969482422,176.31106567382812,4024128
2023-06-23,185.10000610351562,185.5,179.14999389648438,179.8000030517578,169.79501342773438,10934896
2023-06-26,180.9250030517578,181.4250030517578,177.8249969482422,179.14999389648438,169.18116760253906,5281280
2023-06-27,180.5,181.85000610351562,179.0,180.1750030517578,170.14915466308594,6784532
2023-06-28,180.27499389648438,183.39999389648438,179.60000610351562,182.6999969482422,172.53363037109375,7166772
2023-06-30,182.9250030517578,184.39999389648438,180.625,182.35000610351562,172.203125,8391660
2023-07-03,182.60000610351562,189.97500610351562,181.6999969482422,187.64999389648438,177.20819091796875,12429962
2023-07-04,187.64999389648438,189.1750030517578,186.5749969482422,188.3249969482422,177.8456268310547,5390328
2023-07-05,188.3249969482422,193.5500030517578,187.5,193.27499389648438,182.5201873779297,12565366
2023-07-06,193.27499389648438,198.5749969482422,192.5,196.64999389648438,185.70738220214844,13080534
2023-07-07,196.5,198.9499969482422,194.64999389648438,195.8249969482422,184.9282989501953,6527978
2023-07-10,196.0,196.5749969482422,192.0500030517578,193.10000610351562,182.35494995117188,7264538
2023-07-11,194.0,195.875,192.6999969482422,195.4499969482422,184.57415771484375,6249314
2023-07-12,195.25,196.375,192.52499389648438,193.10000610351562,182.35494995117188,3379704
2023-07-13,193.35000610351562,193.8249969482422,189.3249969482422,189.77499389648438,179.21495056152344,4556112
2023-07-14,190.0,190.875,187.8000030517578,189.77499389648438,179.21495056152344,6358916
2023-07-17,190.0,191.89999389648438,189.5,190.875,180.2537384033203,3944706
2023-07-18,191.97500610351562,193.85000610351562,189.1999969482422,189.47500610351562,178.93165588378906,4545860
2023-07-19,190.0,192.75,189.27499389648438,192.27499389648438,181.57583618164062,4894862
2023-07-20,192.97500610351562,194.5500030517578,191.625,193.97500610351562,183.18124389648438,5790108
2023-07-21,193.97500610351562,196.5,193.0,195.3249969482422,184.45611572265625,4677570
2023-07-24,195.1999969482422,195.9499969482422,193.8249969482422,194.77499389648438,183.9367218017578,2997768
2023-07-25,193.89999389648438,195.4499969482422,192.14999389648438,193.1999969482422,182.44935607910156,4256186
2023-07-26,193.9499969482422,197.5,191.875,193.60000610351562,182.82711791992188,12787834
2023-07-27,195.0,195.8249969482422,181.5749969482422,189.625,179.07330322265625,16459384
2023-07-28,189.89999389648438,189.89999389648438,186.0500030517578,186.72500610351562,176.3346710205078,7259444
2023-07-31,186.85000610351562,189.22500610351562,185.8249969482422,188.75,178.2469940185547,10035348
2023-08-01,188.75,189.89999389648438,187.125,188.75,178.2469940185547,9122844
2023-08-02,188.89999389648438,189.35000610351562,183.75,184.5500030517578,174.28070068359375,9528240
2023-08-03,184.72500610351562,185.875,182.14999389648438,184.0,173.7613067626953,6404888
2023-08-04,184.0749969482422,185.4250030517578,180.02499389648438,180.1999969482422,170.17274475097656,6557502
2023-08-07,181.5,181.72500610351562,179.0500030517578,180.3249969482422,170.29078674316406,4002256
2023-08-08,181.25,181.9250030517578,178.1999969482422,178.9250030517578,168.9687042236328,6307980
2023-08-09,180.0,180.85000610351562,179.02499389648438,180.1750030517578,170.14915466308594,6443716
2023-08-10,180.9250030517578,182.5,179.77499389648438,181.3249969482422,171.2351531982422,8137376
2023-08-11,179.64999389648438,180.75,178.4499969482422,178.77499389648438,170.7099609375,5578802
2023-08-14,179.0,179.4499969482422,175.64999389648438,178.27499389648438,170.23251342773438,5111068
2023-08-16,178.375,180.75,177.0749969482422,178.9499969482422,170.87705993652344,3864088
2023-08-17,179.5,180.14999389648438,177.1750030517578,178.47500610351562,170.4235076904297,4778606
2023-08-18,178.47500610351562,179.1750030517578,176.02499389648438,176.4499969482422,168.48985290527344,4777304
2023-08-21,176.4499969482422,177.4499969482422,175.3249969482422,176.02499389648438,168.08401489257812,5180764
2023-08-22,176.0500030517578,177.35000610351562,173.25,173.4499969482422,165.62518310546875,8015338
2023-08-23,174.5749969482422,174.72500610351562,172.125,172.39999389648438,164.62254333496094,6414210
2023-08-24,173.72500610351562,176.4250030517578,173.0749969482422,175.625,167.7020721435547,8741756
