Date,Open,High,Low,Close,Adj Close,Volume,high_roll_max,low_roll_min,head_shoulder_pattern,close_roll_max,close_roll_min,multiple_top_bottom_pattern,support,resistance,triangle_pattern,trend_high,trend_low,wedge_pattern,channel_pattern,double_pattern,slope,intercept,signal
2023-01-02,1220.0999755859375,1231.0999755859375,1211.75,1226.3499755859375,1199.7232666015625,2587946,,,,,,,,,,,,,,,,,
2023-01-03,1226.550048828125,1249.8499755859375,1222.300048828125,1240.949951171875,1214.0062255859375,2195814,,,,,,,,,,,,,,,,,HL
2023-01-04,1258.0,1273.4000244140625,1206.0999755859375,1223.0999755859375,1196.5438232421875,8001367,1273.4000244140625,1206.0999755859375,,1240.949951171875,1223.0999755859375,,19083.579758301265,,,1.0,-1.0,,,,14.599975585937408,1226.3499755859373,HH
2023-01-05,1229.25,1232.5,1203.800048828125,1215.8499755859375,1189.451171875,2364186,1273.4000244140625,1203.800048828125,,1240.949951171875,1215.8499755859375,,,-20444.09245361357,,-1.0,-1.0,,,,-17.849975585937248,1258.7999267578132,
2023-01-06,1214.0,1217.699951171875,1176.0999755859375,1181.9000244140625,1156.2384033203125,3029739,1273.4000244140625,1176.0999755859375,Head and Shoulder,1223.0999755859375,1181.9000244140625,,,-7331.1752014159765,,-1.0,-1.0,,,Double Top,-7.249999999999968,1237.5999755859384,LH
2023-01-09,1190.1500244140625,1223.5999755859375,1188.050048828125,1218.6500244140625,1192.1904296875,2836421,1232.5,1176.0999755859375,,1218.6500244140625,1181.9000244140625,,,-40055.40899536003,Ascending Triangle,-1.0,-1.0,,,,-33.94995117187491,1317.6998291015616,
2023-01-10,1215.0,1231.1500244140625,1205.0,1227.550048828125,1200.897216796875,2442613,1231.1500244140625,1176.0999755859375,,1227.550048828125,1181.9000244140625,,46147.36431884784,,Ascending Triangle,1.0,1.0,Wedge Up,Channel Up,,36.75000000000015,1034.9000244140611,
2023-01-11,1232.4000244140625,1238.199951171875,1207.4000244140625,1213.25,1186.90771484375,2675249,1238.199951171875,1188.050048828125,Inverse Head and Shoulder,1227.550048828125,1213.25,,11972.104522705431,,,1.0,1.0,Wedge Up,Channel Up,Double Bottom,8.900024414062793,1174.1499023437475,HL
2023-01-12,1214.0,1224.75,1197.300048828125,1209.1500244140625,1182.896728515625,1862790,1238.199951171875,1197.300048828125,,1227.550048828125,1209.1500244140625,,,-15977.554047852936,,-1.0,-1.0,,,Double Top,-14.30004882812515,1313.3503417968755,LH
2023-01-13,1213.0,1237.300048828125,1210.0999755859375,1234.4000244140625,1207.5985107421875,2184432,1238.199951171875,1197.300048828125,,1234.4000244140625,1209.1500244140625,,,-3819.060134276539,Ascending Triangle,-1.0,1.0,,,,-4.0999755859373295,1241.9498291015611,
