Date,Open,High,Low,Close,Adj Close,Volume,high_roll_max,low_roll_min,head_shoulder_pattern,close_roll_max,close_roll_min,multiple_top_bottom_pattern,support,resistance,triangle_pattern,trend_high,trend_low,wedge_pattern,channel_pattern,double_pattern,slope,intercept,signal
2023-01-02,114.4000015258789,119.6999969482422,113.75,119.25,113.20018005371094,143444095,,,,,,,,,,,,,,,,,
2023-01-03,119.8000030517578,120.5,117.75,118.4499969482422,112.44076538085938,74419090,,,,,,,,,,,,,,,,,HL
2023-01-04,118.75,119.0500030517578,115.3499984741211,115.75,109.87773895263672,55634568,120.5,113.75,,119.25,115.75,,,26.64964675903414,,-1.0,1.0,,,,-0.8000030517578042,119.24999999999997,
2023-01-05,116.5,117.0,114.5,116.5500030517578,110.63715362548828,58806907,120.5,114.5,Head and Shoulder,118.4499969482422,115.75,,,-193.5346586608781,Ascending Triangle,-1.0,-1.0,,,Double Top,-2.6999969482421777,121.14999389648445,LH
2023-01-06,117.0,117.8499984741211,115.25,115.6500015258789,109.7828140258789,58551863,119.0500030517578,114.5,,116.5500030517578,115.6500015258789,,206.67034805298022,,,-1.0,-1.0,,,,0.8000030517577856,114.14999389648452,
2023-01-09,116.9000015258789,118.0999984741211,116.5500030517578,117.5500030517578,111.58642578125,37763131,118.0999984741211,114.5,,117.5500030517578,115.6500015258789,,,13.45482551574274,Ascending Triangle,1.0,1.0,Wedge Up,Channel Up,,-0.9000015258789033,119.25000762939449,
2023-01-10,117.6500015258789,119.75,117.5500030517578,118.8499984741211,112.82046508789062,56750710,119.75,115.25,,118.8499984741211,115.6500015258789,,333.86517387389915,,Ascending Triangle,1.0,1.0,Wedge Up,Channel Up,,1.9000015258789078,108.0499954223632,
2023-01-11,119.4499969482422,120.3499984741211,118.0,118.8499984741211,112.82046508789062,49321252,120.3499984741211,116.5500030517578,Inverse Head and Shoulder,118.8499984741211,117.5500030517578,,265.554479904183,,,1.0,1.0,Wedge Up,Channel Up,Double Bottom,1.2999954223632926,111.05002593994126,HL
2023-01-12,118.9499969482422,119.25,117.5999984741211,118.0999984741211,112.1085205078125,33740024,120.3499984741211,117.5500030517578,,118.8499984741211,118.0999984741211,,118.84999847412155,,,-1.0,1.0,,,,4.5593098562237256e-15,118.84999847412101,LH
2023-01-13,118.5500030517578,121.5999984741211,118.1500015258789,120.4499969482422,114.33929443359376,68884010,121.5999984741211,117.5999984741211,,120.4499969482422,118.0999984741211,,,33.76250076293748,Ascending Triangle,1.0,1.0,Wedge Up,Channel Up,,-0.7500000000000175,124.09999847412124,HH
2023-01-16,121.4499969482422,121.4499969482422,118.8000030517578,119.9499969482422,113.86466217041016,44362359,121.5999984741211,117.5999984741211,Inverse Head and Shoulder,120.4499969482422,118.0999984741211,,381.182320480351,,,1.0,1.0,Wedge Up,Channel Up,Double Bottom,2.34999847412109,99.3000106811524,HL
2023-01-17,119.75,119.9000015258789,118.0,119.3499984741211,113.29510498046876,27880531,121.5999984741211,118.0,,120.4499969482422,119.3499984741211,,,65.27499771118242,,-1.0,-1.0,,,,-0.49999999999999334,124.94999694824217,LH
2023-01-18,120.0,123.0,120.0,122.4499969482422,116.23783111572266,64749065,123.0,118.0,,122.4499969482422,119.3499984741211,,,52.480170364371745,Ascending Triangle,1.0,1.0,Wedge Up,Channel Up,,-0.599998474121125,125.94998168945347,
2023-01-19,121.8000030517578,124.3000030517578,121.1500015258789,123.5500030517578,117.2820281982422,53564076,124.3000030517578,118.0,,123.5500030517578,119.3499984741211,,468.25483619689373,,Ascending Triangle,1.0,1.0,Wedge Up,Channel Up,,3.0999984741210853,85.25001525878915,HH
2023-01-20,123.4000015258789,124.1999969482422,122.0,122.9499969482422,116.71246337890624,37784498,124.3000030517578,120.0,Inverse Head and Shoulder,123.5500030517578,122.4499969482422,,244.49567077634413,,,1.0,1.0,Wedge Up,Channel Up,Double Bottom,1.100006103515584,109.2499237060553,HL
2023-01-23,123.4000015258789,123.8499984741211,121.5,122.0,115.81066131591795,28601260,124.3000030517578,121.1500015258789,,123.5500030517578,122.0,,,58.14933776855601,,-1.0,1.0,,,,-0.6000061035156121,131.35008239746068,
2023-01-24,122.5,122.5500030517578,120.0999984741211,120.4000015258789,114.29183959960938,27707765,124.1999969482422,120.0999984741211,,122.9499969482422,120.4000015258789,,,21.870320205693673,,-1.0,-1.0,,,,-0.9499969482421825,136.24995422363276,
2023-01-25,120.3499984741211,122.25,120.0999984741211,121.0,114.86139678955078,46522102,123.8499984741211,120.0999984741211,Head and Shoulder,122.0,120.4000015258789,,,-47.599838256833124,Ascending Triangle,-1.0,-1.0,,,Double Top,-1.599998474121067,145.999977111816,LH
2023-01-27,121.9000015258789,123.25,119.0999984741211,120.6500015258789,114.52915954589844,58771746,123.25,119.0999984741211,,121.0,120.4000015258789,,183.18984275818104,,,1.0,-1.0,,,,0.5999984741211387,110.80002593994065,HH
2023-01-30,120.4499969482422,121.0999984741211,116.9000015258789,118.75,112.7255401611328,46551837,123.25,116.9000015258789,,121.0,118.75,,,85.3876552581796,,-1.0,-1.0,,,,-0.3499984741210842,126.94997406005835,LL
