date,totalPL,balance,totalPLcumsum,pct_change,day
2023-01-02,260.0000000000003,100260.0,260.0000000000003,,Monday
2023-01-03,862.5,101122.5,1122.5000000000002,0.008602633153800054,Tuesday
2023-01-04,505.00000000000057,101627.5,1627.500000000001,0.004993942989937938,Wednesday
2023-01-05,332.4999999999989,101960.0,1959.9999999999998,0.003271752232417491,Thursday
2023-01-06,1439.9999999999995,103400.0,3399.999999999999,0.014123185562965768,Friday
2023-01-09,-3187.5,100212.5,212.4999999999991,-0.030826885880077315,Monday
2023-01-10,0.0,100212.5,212.4999999999991,0.0,Tuesday
2023-01-11,0.0,100212.5,212.4999999999991,0.0,Wednesday
2023-01-12,0.0,100212.5,212.4999999999991,0.0,Thursday
2023-01-13,-980.0000000000003,99232.5,-767.5000000000013,-0.009779219159286479,Friday
2023-01-16,-4030.000000000002,95202.5,-4797.500000000003,-0.04061169475726201,Monday
2023-01-17,0.0,95202.5,-4797.500000000003,0.0,Tuesday
2023-01-18,0.0,95202.5,-4797.500000000003,0.0,Wednesday
2023-01-19,0.0,95202.5,-4797.500000000003,0.0,Thursday
2023-01-20,3350.0,98552.5,-1447.5000000000027,0.035188151571649895,Friday
2023-01-23,-4355.0,94197.5,-5802.500000000003,-0.04418964511301082,Monday
2023-01-24,0.0,94197.5,-5802.500000000003,0.0,Tuesday
2023-01-25,0.0,94197.5,-5802.500000000003,0.0,Wednesday
2023-01-27,645.0000000000008,94842.5,-5157.500000000002,0.006847315480771776,Friday
2023-01-30,732.4999999999999,95575.0,-4425.000000000002,0.007723330785249338,Monday
2023-01-31,-29.999999999999062,95545.0,-4455.000000000001,-0.00031388961548517447,Tuesday
2023-02-01,625.0000000000009,96170.0,-3830.0,0.006541420273169729,Wednesday
2023-02-02,4109.999999999999,100280.0,279.9999999999991,0.042736820214204,Thursday
2023-02-03,3865.0,104145.0,4144.999999999999,0.038542082169924274,Friday
2023-02-06,-2532.500000000001,101612.5,1612.4999999999982,-0.024317057948053167,Monday
2023-02-07,955.0000000000002,102567.5,2567.499999999998,0.00939844999384909,Tuesday
2023-02-08,655.0000000000005,103222.5,3222.4999999999986,0.006386038462475874,Wednesday
2023-02-09,-919.9999999999995,102302.5,2302.499999999999,-0.008912785487660169,Thursday
2023-02-10,479.99999999999943,102782.5,2782.4999999999986,0.0046919674494758645,Friday
2023-02-13,1907.5000000000014,104690.0,4690.0,0.018558606766716057,Monday
2023-02-14,-3497.5000000000005,101192.5,1192.4999999999995,-0.03340815741713632,Tuesday
2023-02-15,0.0,101192.5,1192.4999999999995,0.0,Wednesday
2023-02-16,0.0,101192.5,1192.4999999999995,0.0,Thursday
2023-02-17,102.50000000000023,101295.0,1294.9999999999998,0.0010129209180522736,Friday
2023-02-20,4395.000000000001,105690.0,5690.000000000001,0.04338812379683099,Monday
2023-02-21,907.4999999999999,106597.5,6597.500000000001,0.008586432018166335,Tuesday
2023-02-22,11877.5,118475.0,18475.0,0.11142381387931244,Wednesday
2023-02-23,-2737.4999999999986,115737.5,15737.500000000002,-0.023106140535978037,Thursday
2023-02-24,237.50000000000017,115975.0,15975.000000000002,0.0020520574576088357,Friday
2023-02-27,2502.4999999999995,118477.5,18477.5,0.021577926277214887,Monday
2023-02-28,207.50000000000034,118685.0,18685.0,0.0017513873942309743,Tuesday
2023-03-01,-3475.0,115210.0,15210.0,-0.029279184395669233,Wednesday
2023-03-02,0.0,115210.0,15210.0,0.0,Thursday
2023-03-03,-1662.5000000000005,113547.5,13547.5,-0.014430170992101421,Friday
2023-03-06,-3410.000000000001,110137.5,10137.5,-0.030031484620973603,Monday
2023-03-08,0.0,110137.5,10137.5,0.0,Wednesday
2023-03-09,0.0,110137.5,10137.5,0.0,Thursday
2023-03-10,89.99999999999912,110227.5,10227.5,0.0008171603677220585,Friday
2023-03-13,-2984.999999999998,107242.5,7242.500000000002,-0.02708035653534735,Monday
2023-03-14,447.49999999999875,107690.0,7690.000000000001,0.004172785975709248,Tuesday
2023-03-15,-417.5000000000002,107272.5,7272.500000000001,-0.0038768687900454513,Wednesday
2023-03-16,-2142.5,105130.0,5130.000000000001,-0.01997249994173711,Thursday
2023-03-17,512.4999999999998,105642.5,5642.500000000001,0.004874916769713744,Friday
2023-03-20,229.9999999999995,105872.5,5872.5,0.0021771540809807366,Monday
2023-03-21,399.99999999999915,106272.5,6272.499999999999,0.0037781293537038074,Tuesday
2023-03-22,-345.00000000000045,105927.5,5927.499999999998,-0.0032463713566538432,Wednesday
2023-03-23,2852.5,108780.0,8779.999999999998,0.02692879563852646,Thursday
2023-03-24,3340.000000000001,112120.0,12120.0,0.030704173561316495,Friday
2023-03-27,-7547.500000000001,104572.5,4572.499999999999,-0.0673162682839814,Monday
2023-03-28,0.0,104572.5,4572.499999999999,0.0,Tuesday
2023-03-29,0.0,104572.5,4572.499999999999,0.0,Wednesday
2023-03-31,-609.9999999999999,103962.5,3962.499999999999,-0.005833273566186126,Friday
2023-04-03,1670.0000000000005,105632.5,5632.5,0.0160634844294818,Monday
2023-04-05,-1470.0,104162.5,4162.5,-0.01391617163278347,Wednesday
2023-04-06,1865.0,106027.5,6027.5,0.01790471618864764,Thursday
2023-04-10,782.5000000000001,106810.0,6810.0,0.00738016080733761,Monday
2023-04-11,372.49999999999943,107182.5,7182.499999999999,0.0034875011703023873,Tuesday
2023-04-12,-902.4999999999999,106280.0,6279.999999999999,-0.00842021785272784,Wednesday
2023-04-13,2395.0,108675.0,8675.0,0.02253481369966126,Thursday
2023-04-17,-3637.5,105037.5,5037.5,-0.03347135955831604,Monday
2023-04-18,0.0,105037.5,5037.5,0.0,Tuesday
2023-04-19,0.0,105037.5,5037.5,0.0,Wednesday
2023-04-20,0.0,105037.5,5037.5,0.0,Thursday
2023-04-21,-1017.4999999999991,104020.0,4020.000000000001,-0.009687016541711335,Friday
2023-04-24,-2479.9999999999995,101540.0,1540.0000000000014,-0.023841568929052093,Monday
2023-04-25,0.0,101540.0,1540.0000000000014,0.0,Tuesday
2023-04-26,0.0,101540.0,1540.0000000000014,0.0,Wednesday
2023-04-27,0.0,101540.0,1540.0000000000014,0.0,Thursday
2023-04-28,-1647.5000000000005,99892.5,-107.49999999999909,-0.01622513295253103,Friday
2023-05-02,-3112.5000000000005,96780.0,-3219.9999999999995,-0.031158495382536233,Tuesday
