date,totalPL,balance,totalPLcumsum,pct_change,day
2021-03-17,-67.50000000000014,140007.5,40007.5,-0.000481884704622515,Wednesday
2021-03-18,685.0000000000014,140692.5,40692.5,0.004892595039551528,Thursday
2021-03-19,-1602.500000000001,139090.0,39090.0,-0.011390088313165236,Friday
2021-03-22,852.5000000000002,139942.5,39942.5,0.0061291250269610575,Monday
2021-03-23,849.9999999999994,140792.5,40792.5,0.006073923218464783,Tuesday
2021-03-24,-237.49999999999918,140555.0,40555.0,-0.001686879627821103,Wednesday
2021-03-25,-1642.5000000000011,138912.5,38912.5,-0.011685816939987936,Thursday
2021-03-26,1750.0000000000011,140662.5,40662.5,0.012597858364078007,Friday
2021-03-30,5620.0,146282.5,46282.5,0.03995379010041766,Tuesday
2021-03-31,-2967.4999999999995,143315.0,43315.0,-0.020286090270538182,Wednesday
2021-04-01,204.9999999999994,143520.0,43520.0,0.001430415518264061,Thursday
2021-04-05,3057.4999999999995,146577.5,46577.5,0.021303651059085826,Monday
2021-04-06,247.50000000000043,146825.0,46825.0,0.0016885265473896016,Tuesday
2021-04-07,534.9999999999994,147360.0,47360.0,0.0036437936318747255,Wednesday
2021-04-08,-1742.500000000001,145617.5,45617.5,-0.011824782844733983,Thursday
2021-04-09,-1162.5000000000011,144455.0,44455.0,-0.00798324377221149,Friday
2021-04-12,21692.500000000004,166147.5,66147.5,0.15016787234778994,Monday
2021-04-13,144.99999999999937,166292.5,66292.5,0.0008727185181840458,Tuesday
2021-04-15,-177.50000000000102,166115.0,66115.0,-0.0010673963047040935,Thursday
2021-04-16,-3690.0,162425.0,62425.0,-0.02221352677362065,Friday
2021-04-19,-11539.999999999998,150885.0,50885.0,-0.07104817608126823,Monday
2021-04-20,0.0,150885.0,50885.0,0.0,Tuesday
2021-04-22,0.0,150885.0,50885.0,0.0,Thursday
2021-04-23,444.999999999999,151330.0,51330.0,0.002949265997282735,Friday
2021-04-26,1469.9999999999977,152800.0,52800.0,0.009713870349567166,Monday
2021-04-27,6257.5,159057.5,59057.5,0.04095222513089003,Tuesday
2021-04-28,8637.5,167695.0,67695.0,0.05430426103767516,Wednesday
2021-04-29,2877.5,170572.5,70572.5,0.017159128179134786,Thursday
2021-04-30,5842.499999999999,176415.0,76415.0,0.0342522974101922,Friday
2021-05-03,570.0000000000001,176985.0,76985.0,0.003231017770597644,Monday
2021-05-04,1107.5000000000005,178092.5,78092.5,0.0062575924513377235,Tuesday
2021-05-05,469.9999999999989,178562.5,78562.5,0.002639078007215412,Wednesday
2021-05-06,1937.5000000000005,180500.0,80500.0,0.010850542527126361,Thursday
2021-05-07,947.5000000000006,181447.5,81447.5,0.005249307479224363,Friday
2021-05-10,1845.0000000000014,183292.5,83292.5,0.010168230479890905,Monday
2021-05-11,-5937.500000000001,177355.0,77355.0,-0.03239357856977232,Tuesday
2021-05-12,0.0,177355.0,77355.0,0.0,Wednesday
2021-05-14,-384.9999999999999,176970.0,76970.0,-0.002170787403794616,Friday
2021-05-17,0.0,176970.0,76970.0,0.0,Monday
2021-05-18,0.0,176970.0,76970.0,0.0,Tuesday
2021-05-19,0.0,176970.0,76970.0,0.0,Wednesday
2021-05-20,0.0,176970.0,76970.0,0.0,Thursday
2021-05-21,2797.4999999999995,179767.5,79767.5,0.015807764027801374,Friday
2021-05-24,-582.5000000000003,179185.0,79185.0,-0.0032402964940826395,Monday
2021-05-25,-477.49999999999926,178707.5,78707.5,-0.00266484359739938,Tuesday
2021-05-26,-2.50000000000051,178705.0,78705.0,-1.3989340122866345e-05,Wednesday
2021-05-27,1920.0000000000002,180625.0,80625.0,0.010743963515290611,Thursday
2021-05-28,924.9999999999993,181550.0,81550.0,0.005121107266435887,Friday
2021-05-31,4480.0,186030.0,86030.0,0.024676397686587803,Monday
2021-06-01,1654.9999999999993,187685.0,87685.0,0.00889641455679202,Tuesday
2021-06-02,-3074.9999999999995,184610.0,84610.0,-0.016383834616511717,Wednesday
2021-06-03,-1152.5000000000002,183457.5,83457.5,-0.006242890417637148,Thursday
2021-06-04,1150.0000000000002,184607.5,84607.5,0.006268481800962178,Friday
2021-06-07,827.5000000000002,185435.0,85435.0,0.004482483106049262,Monday
2021-06-08,1287.5000000000005,186722.5,86722.5,0.006943133712621563,Tuesday
2021-06-09,-362.50000000000045,186360.0,86360.0,-0.0019413836040113042,Wednesday
2021-06-10,2547.5,188907.5,88907.5,0.01366977892251553,Thursday
2021-06-11,1057.4999999999998,189965.0,89965.0,0.00559797784630045,Friday
2021-06-14,-2600.0,187365.0,87365.0,-0.013686731766378024,Monday
2021-06-15,-744.9999999999989,186620.0,86620.0,-0.00397619619459344,Tuesday
2021-06-16,5.0,186625.0,86625.0,2.6792412388898512e-05,Wednesday
2021-06-17,1664.9999999999995,188290.0,88290.0,0.008921634293369118,Thursday
2021-06-18,2929.9999999999995,191220.0,91220.0,0.015561102554570105,Friday
2021-06-21,-4635.0,186585.0,86585.0,-0.02423909632883592,Monday
2021-06-22,0.0,186585.0,86585.0,0.0,Tuesday
2021-06-23,0.0,186585.0,86585.0,0.0,Wednesday
2021-06-24,0.0,186585.0,86585.0,0.0,Thursday
2021-06-25,867.4999999999994,187452.5,87452.5,0.004649355521612053,Friday
2021-06-28,-252.50000000000125,187200.0,87200.0,-0.0013470079086701503,Monday
2021-06-29,-2155.0,185045.0,85045.0,-0.011511752136752151,Tuesday
2021-06-30,-1174.9999999999995,183870.0,83870.0,-0.006349806803750413,Wednesday
2021-07-01,1235.0000000000002,185105.0,85105.0,0.006716702017729892,Thursday
2021-07-02,354.99999999999955,185460.0,85460.0,0.001917830420572031,Friday
2021-07-05,337.4999999999996,185797.5,85797.5,0.0018197994176640808,Monday
2021-07-06,-502.4999999999995,185295.0,85295.0,-0.002704557381019712,Tuesday
2021-07-07,-1537.4999999999998,183757.5,83757.5,-0.008297579535335498,Wednesday
2021-07-08,0.0,183757.5,83757.5,0.0,Thursday
2021-07-09,1035.0,184792.5,84792.5,0.005632423166401335,Friday
2021-07-12,-182.50000000000043,184610.0,84610.0,-0.0009875941934872623,Monday
2021-07-13,920.0000000000005,185530.0,85530.0,0.004983478684794873,Tuesday
2021-07-14,797.4999999999999,186327.5,86327.5,0.004298496200075386,Wednesday
2021-07-15,407.5000000000001,186735.0,86735.0,0.0021870094323166445,Thursday
2021-07-16,502.49999999999966,187237.5,87237.5,0.0026909791951161832,Friday
2021-07-19,-1037.4999999999998,186200.0,86200.0,-0.0055410908605381115,Monday
2021-07-20,-402.5,185797.5,85797.5,-0.002161654135338309,Tuesday
2021-07-22,-1945.0,183852.5,83852.5,-0.010468386280762632,Thursday
2021-07-23,-300.0000000000004,183552.5,83552.5,-0.001631742837328809,Friday
2021-07-26,-537.5000000000007,183015.0,83015.0,-0.002928317511338707,Monday
2021-07-27,-477.5000000000001,182537.5,82537.5,-0.002609075758817636,Tuesday
2021-07-28,-1169.9999999999995,181367.5,81367.5,-0.006409641854413506,Wednesday
2021-07-29,832.4999999999998,182200.0,82200.0,0.004590127779232844,Thursday
2021-07-30,-2112.5,180087.5,80087.5,-0.011594401756311767,Friday
2021-08-02,-217.50000000000006,179870.0,79870.0,-0.0012077462344693979,Monday
2021-08-03,-2890.0,176980.0,76980.0,-0.016067159615277715,Tuesday
2021-08-04,0.0,176980.0,76980.0,0.0,Wednesday
2021-08-05,0.0,176980.0,76980.0,0.0,Thursday
2021-08-06,12.500000000001268,176992.5,76992.5,7.062944965530171e-05,Friday
2021-08-09,1039.999999999999,178032.5,78032.5,0.005875955195841609,Monday
2021-08-10,-1957.4999999999998,176075.0,76075.0,-0.010995183463693436,Tuesday
2021-08-11,0.0,176075.0,76075.0,0.0,Wednesday
2021-08-12,0.0,176075.0,76075.0,0.0,Thursday
2021-08-13,-712.5000000000001,175362.5,75362.5,-0.004046571063467286,Friday
2021-08-16,1019.9999999999995,176382.5,76382.5,0.0058165229168152255,Monday
2021-08-17,690.0000000000006,177072.5,77072.5,0.003911952716397549,Tuesday
2021-08-18,-5727.5,171345.0,71345.0,-0.032345508195795514,Wednesday
2021-08-20,730.0,172075.0,72075.0,0.004260410283346561,Friday
2021-08-23,1029.9999999999984,173105.0,73105.0,0.005985762022373997,Monday
2021-08-24,637.4999999999999,173742.5,73742.5,0.003682735911729962,Tuesday
2021-08-25,-489.99999999999994,173252.5,73252.5,-0.0028202656229765477,Wednesday
2021-08-26,2612.5,175865.0,75865.0,0.015079147487049305,Thursday
2021-08-27,-275.0000000000006,175590.0,75590.0,-0.001563699428538956,Friday
2021-08-30,8492.5,184082.5,84082.5,0.048365510564382985,Monday
2021-08-31,7834.999999999999,191917.5,91917.5,0.04256243803729309,Tuesday
2021-09-01,1025.0000000000023,192942.5,92942.5,0.005340836557374828,Wednesday
2021-09-02,-1842.5000000000002,191100.0,91100.0,-0.009549477175842536,Thursday
2021-09-03,799.9999999999991,191900.0,91900.0,0.004186289900575568,Friday
2021-09-06,2477.4999999999995,194377.5,94377.5,0.012910369984366898,Monday
2021-09-07,-754.9999999999997,193622.5,93622.5,-0.003884194415505915,Tuesday
2021-09-08,-2312.5000000000005,191310.0,91310.0,-0.011943343361437875,Wednesday
2021-09-09,3720.0,195030.0,95030.0,0.019444880037635226,Thursday
2021-09-13,639.9999999999998,195670.0,95670.0,0.003281546428754556,Monday
2021-09-14,370.0000000000007,196040.0,96040.0,0.0018909388255736737,Tuesday
2021-09-15,5580.0,201620.0,101620.0,0.028463578861456895,Wednesday
2021-09-16,2235.0,203855.0,103855.0,0.011085209800615115,Thursday
2021-09-17,437.5000000000001,204292.5,104292.5,0.0021461332810086553,Friday
2021-09-20,-2555.0,201737.5,101737.5,-0.01250657757871676,Monday
2021-09-21,1079.9999999999989,202817.5,102817.5,0.0053534915422268625,Tuesday
2021-09-22,345.00000000000136,203162.5,103162.5,0.0017010366462459903,Wednesday
2021-09-23,-3825.0,199337.5,99337.5,-0.01882729342275269,Thursday
2021-09-24,487.4999999999997,199825.0,99825.0,0.0024456010534896766,Friday
2021-09-27,567.5000000000013,200392.5,100392.5,0.002839984986863442,Monday
2021-09-28,-267.5000000000001,200125.0,100125.0,-0.001334880297416352,Tuesday
2021-09-29,-262.50000000000153,199862.5,99862.5,-0.0013116801998750427,Wednesday
2021-09-30,407.50000000000034,200270.0,100270.0,0.002038901744949584,Thursday
2021-10-01,-4577.499999999999,195692.5,95692.5,-0.022856643531232845,Friday
2021-10-04,0.0,195692.5,95692.5,0.0,Monday
2021-10-05,0.0,195692.5,95692.5,0.0,Tuesday
2021-10-06,0.0,195692.5,95692.5,0.0,Wednesday
2021-10-07,0.0,195692.5,95692.5,0.0,Thursday
2021-10-08,-689.9999999999986,195002.5,95002.5,-0.003525939931269706,Friday
2021-10-11,3239.9999999999995,198242.5,98242.5,0.016615171600364187,Monday
2021-10-12,-1252.4999999999995,196990.0,96990.0,-0.006318019597210456,Tuesday
2021-10-13,4115.0,201105.0,101105.0,0.020889385247982117,Wednesday
2021-10-14,4395.0,205500.0,105500.0,0.021854255239800002,Thursday
2021-10-18,367.4999999999995,205867.5,105867.5,0.0017883211678833,Monday
2021-10-19,-627.5,205240.0,105240.0,-0.0030480770398435553,Tuesday
2021-10-20,487.49999999999955,205727.5,105727.5,0.0023752679789514897,Wednesday
2021-10-21,-567.5000000000002,205160.0,105160.0,-0.0027585033600272535,Thursday
2021-10-22,-4882.500000000002,200277.5,100277.5,-0.02379849873269646,Friday
2021-10-25,0.0,200277.5,100277.5,0.0,Monday
2021-10-26,0.0,200277.5,100277.5,0.0,Tuesday
2021-10-27,0.0,200277.5,100277.5,0.0,Wednesday
2021-10-28,0.0,200277.5,100277.5,0.0,Thursday
2021-10-29,-3832.500000000001,196445.0,96445.0,-0.01913594887094161,Friday
2021-11-01,0.0,196445.0,96445.0,0.0,Monday
2021-11-02,0.0,196445.0,96445.0,0.0,Tuesday
2021-11-03,0.0,196445.0,96445.0,0.0,Wednesday
2021-11-08,105.00000000000296,196550.0,96550.0,0.0005345007508463784,Monday
2021-11-09,-1567.5,194982.5,94982.5,-0.00797506995675401,Tuesday
2021-11-10,-5390.0,189592.5,89592.5,-0.0276435064685292,Wednesday
2021-11-11,0.0,189592.5,89592.5,0.0,Thursday
2021-11-12,2384.9999999999995,191977.5,91977.5,0.012579611535266322,Friday
2021-11-15,-1007.4999999999984,190970.0,90970.0,-0.005248010834603023,Monday
2021-11-16,749.9999999999998,191720.0,91720.0,0.0039273184269781325,Tuesday
2021-11-17,625.0,192345.0,92345.0,0.0032599624452325227,Wednesday
2021-11-18,-1604.999999999999,190740.0,90740.0,-0.0083443811900491,Thursday
2021-11-22,-62.499999999999524,190677.5,90677.5,-0.0003276711754220951,Monday
2021-11-23,69.99999999999923,190747.5,90747.5,0.00036711200849604,Tuesday
2021-11-24,-1719.999999999999,189027.5,89027.5,-0.009017156188154463,Wednesday
2021-11-25,-597.4999999999995,188430.0,88430.0,-0.0031609157397732845,Thursday
2021-11-26,-2180.000000000001,186250.0,86250.0,-0.011569283022873189,Friday
2021-11-29,-234.9999999999966,186015.0,86015.0,-0.0012617449664429348,Monday
2021-11-30,-2640.0,183375.0,83375.0,-0.014192403838400147,Tuesday
2021-12-01,0.0,183375.0,83375.0,0.0,Wednesday
2021-12-02,0.0,183375.0,83375.0,0.0,Thursday
2021-12-03,374.99999999999983,183750.0,83750.0,0.002044989775051187,Friday
2021-12-06,-992.5000000000014,182757.5,82757.5,-0.005401360544217693,Monday
2021-12-07,1692.4999999999993,184450.0,84450.0,0.009260905845177358,Tuesday
2021-12-08,-2622.4999999999995,181827.5,81827.5,-0.014217945242613217,Wednesday
2021-12-09,457.50000000000045,182285.0,82285.0,0.0025161210487962826,Thursday
2021-12-10,-602.4999999999992,181682.5,81682.5,-0.0033052637353594427,Friday
2021-12-13,355.0,182037.5,82037.5,0.001953958141262868,Monday
2021-12-14,0.0,182037.5,82037.5,0.0,Tuesday
2021-12-15,0.0,182037.5,82037.5,0.0,Wednesday
2021-12-16,0.0,182037.5,82037.5,0.0,Thursday
2021-12-17,-352.49999999999983,181685.0,81685.0,-0.0019364142003708285,Friday
2021-12-20,-4282.5,177402.5,77402.5,-0.02357101576905085,Monday
2021-12-21,0.0,177402.5,77402.5,0.0,Tuesday
2021-12-22,0.0,177402.5,77402.5,0.0,Wednesday
2021-12-23,0.0,177402.5,77402.5,0.0,Thursday
2021-12-24,780.0000000000002,178182.5,78182.5,0.004396781330590072,Friday
2021-12-27,-5782.500000000001,172400.0,72400.0,-0.03245268194126805,Monday
2021-12-28,0.0,172400.0,72400.0,0.0,Tuesday
2021-12-29,0.0,172400.0,72400.0,0.0,Wednesday
2021-12-30,0.0,172400.0,72400.0,0.0,Thursday
2021-12-31,260.00000000000034,172660.0,72660.0,0.0015081206496518895,Friday
