,Unnamed: 0,High,Low,Open,Close,Datetime,ama,rsi,atr,signal,closest_expiry,dby,position,atmSP,wingCall,wingPut,legPriceOrignal1,legPriceOrignal2,legPriceOrignal3,legPriceOrignal4,lpos1,lpos2,lpos3,lpos4,legAfterPos1,legAfterPos2,legAfterPos3,legAfterPos4,legAfterPosDiff1,legAfterPosDiff2,legAfterPosDiff3,legAfterPosDiff4,legPriceFinal1,legPriceFinal2,legPriceFinal3,legPriceFinal4,m2m1,m2m2,m2m3,m2m4,totalPL,cumReturns,balance,stoploss
222,222,18224.05,18211.0,18219.7,18217.25,2022-01-13 14:45:00+05:30,18206.63507226112,51.13267391387194,22.221428571427943,Hold,2022-01-13 00:00:00+00:00,13JAN22,sell,18250.0,18350.0,18150.0,4.05,30.85,0.25,1.15,-2.0,0.0,2.0,2.0,-8.1,0.0,0.5,2.3,0.0,0.0,0.0,0.0,-11.2,0.0,0.7,2.0,-3.0999999999999996,0.0,0.19999999999999996,-0.2999999999999998,159.99999999999997,339.9999999999999,100507.5,-2280.0
223,223,18266.65,18217.0,18218.2,18266.3,2022-01-13 15:00:00+05:30,18208.03530640591,62.90044773265251,24.557142857142285,Buy,2022-01-13 00:00:00+00:00,13JAN22,squareoff,18250.0,18350.0,18150.0,2.8,16.9,0.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,-0.4,-0.7,-2.5,0.0,0.09999999999999998,1.5999999999999999,-2.5,0.0,0.09999999999999998,1.5999999999999999,40.0,379.9999999999999,100547.5,-2280.0
224,224,18269.8,18257.05,18266.9,18258.1,2022-01-13 15:15:00+05:30,18209.628978113607,60.28673978173522,24.08214285714244,Hold,2022-01-13 00:00:00+00:00,13JAN22,squareoff,18250.0,18350.0,18150.0,10.8,0.85,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,379.9999999999999,100547.5,
225,225,18197.65,18119.65,18197.65,18174.1,2022-01-14 09:15:00+05:30,18213.143946125325,40.23210773327792,31.085714285713816,Hold,2022-01-20 00:00:00+00:00,20JAN22,hold,18250.0,18350.0,18150.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100547.5,
226,226,18224.15,18167.6,18172.85,18216.8,2022-01-14 09:30:00+05:30,18213.68647256733,49.95260612419308,33.19999999999969,Hold,2022-01-20 00:00:00+00:00,20JAN22,hold,18250.0,18350.0,18150.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100547.5,
227,227,18232.1,18202.9,18215.75,18204.15,2022-01-14 09:45:00+05:30,18214.04136132025,47.48851634459287,33.66785714285652,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,151.9,124.3,10.5,17.0,-1.0,-1.0,1.0,1.0,-151.9,-124.3,10.5,17.0,,,,,,,,,0.0,0.0,0.0,0.0,-0.0,0.0,100547.5,
228,228,18206.65,18184.05,18203.65,18204.0,2022-01-14 10:00:00+05:30,18214.239691926254,47.45862132028279,32.66785714285678,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,137.8,135.8,9.4,18.2,-1.0,-1.0,1.0,1.0,-137.8,-135.8,9.4,18.2,0.0,0.0,0.0,0.0,-151.9,-124.3,10.5,17.0,-14.099999999999994,11.500000000000014,1.0999999999999996,-1.1999999999999993,134.99999999999898,134.99999999999898,100682.5,-2865.000000000001
229,229,18217.2,18188.2,18203.5,18193.55,2022-01-14 10:15:00+05:30,18214.20876590415,45.31823102426222,32.03571428571403,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,136.8,135.2,9.65,17.6,-1.0,-1.0,1.0,1.0,-136.8,-135.2,9.65,17.6,0.0,0.0,0.0,0.0,-137.8,-135.8,9.4,18.2,-1.0,-0.6000000000000227,-0.25,0.5999999999999979,62.50000000000124,197.50000000000023,100745.0,-2802.5
230,230,18197.6,18153.7,18193.45,18164.0,2022-01-14 10:30:00+05:30,18213.724961939555,39.84573365625303,34.32499999999969,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,137.2,134.15,9.25,17.05,-1.0,-1.0,1.0,1.0,-137.2,-134.15,9.25,17.05,0.0,0.0,0.0,0.0,-136.8,-135.2,9.65,17.6,0.39999999999997726,-1.049999999999983,0.40000000000000036,0.5500000000000007,-14.999999999999769,182.50000000000045,100730.0,-2802.5
231,231,18188.4,18163.9,18163.9,18185.3,2022-01-14 10:45:00+05:30,18213.08588986265,45.00125070545769,34.046428571428415,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,126.95,140.55,9.05,16.7,-1.0,-1.0,1.0,1.0,-126.95,-140.55,9.05,16.7,0.0,0.0,0.0,0.0,-137.2,-134.15,9.25,17.05,-10.249999999999986,6.400000000000006,0.1999999999999993,0.3500000000000014,164.99999999999898,347.49999999999943,100895.0,-2652.5000000000005
232,232,18192.75,18166.05,18185.25,18185.1,2022-01-14 11:00:00+05:30,18212.31902768565,44.96228439943672,34.56428571428556,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,127.25,138.3,8.75,16.3,-1.0,-1.0,1.0,1.0,-127.25,-138.3,8.75,16.3,0.0,0.0,0.0,0.0,-126.95,-140.55,9.05,16.7,0.29999999999999716,-2.25,0.3000000000000007,0.3999999999999986,62.50000000000018,409.9999999999996,100957.5,-2590.0000000000005
233,233,18189.45,18157.8,18184.05,18161.3,2022-01-14 11:15:00+05:30,18211.23388081721,40.47128225967842,35.3500000000001,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,125.05,141.25,8.5,16.95,-1.0,-1.0,1.0,1.0,-125.05,-141.25,8.5,16.95,0.0,0.0,0.0,0.0,-127.25,-138.3,8.75,16.3,-2.200000000000003,2.9499999999999886,0.25,-0.6499999999999986,-17.49999999999936,392.5000000000002,100940.0,-2590.0000000000005
234,234,18178.0,18141.65,18161.5,18174.05,2022-01-14 11:30:00+05:30,18210.026139814705,43.71473461587175,37.01428571428577,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,118.8,146.7,7.95,17.7,-1.0,-1.0,1.0,1.0,-118.8,-146.7,7.95,17.7,0.0,0.0,0.0,0.0,-125.05,-141.25,8.5,16.95,-6.25,5.449999999999989,0.5499999999999998,-0.75,50.000000000000576,442.5000000000008,100990.0,-2557.499999999999
235,235,18185.65,18168.95,18173.75,18176.7,2022-01-14 11:45:00+05:30,18208.739689882743,44.39289382283385,34.660714285714285,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,125.45,138.35,8.6,16.25,-1.0,-1.0,1.0,1.0,-125.45,-138.35,8.6,16.25,0.0,0.0,0.0,0.0,-118.8,-146.7,7.95,17.7,6.650000000000006,-8.349999999999994,-0.6499999999999995,1.4499999999999993,44.99999999999944,487.5000000000002,101035.0,-2512.5
236,236,18197.05,18172.15,18176.8,18195.95,2022-01-14 12:00:00+05:30,18207.59598171069,49.18270135366671,35.52857142857128,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,128.25,136.25,8.55,16.2,-1.0,-1.0,1.0,1.0,-128.25,-136.25,8.55,16.2,0.0,0.0,0.0,0.0,-125.45,-138.35,8.6,16.25,2.799999999999997,-2.0999999999999943,0.049999999999998934,0.05000000000000071,-40.00000000000013,447.5000000000001,100995.0,-2512.5
237,237,18200.1,18179.85,18196.05,18198.05,2022-01-14 12:15:00+05:30,18206.591658992093,49.69179750319002,36.6499999999999,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,130.2,133.0,8.4,16.05,-1.0,-1.0,1.0,1.0,-130.2,-133.0,8.4,16.05,0.0,0.0,0.0,0.0,-128.25,-136.25,8.55,16.2,1.9499999999999886,-3.25,0.15000000000000036,0.14999999999999858,50.000000000000625,497.50000000000074,101045.0,-2502.499999999999
238,238,18215.35,18190.85,18197.8,18215.35,2022-01-14 12:30:00+05:30,18205.84414968812,53.798174900529226,33.199999999999946,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,130.55,130.5,8.25,15.75,-1.0,-1.0,1.0,1.0,-130.55,-130.5,8.25,15.75,0.0,0.0,0.0,0.0,-130.2,-133.0,8.4,16.05,0.35000000000002274,-2.5,0.15000000000000036,0.3000000000000007,84.9999999999988,582.4999999999995,101130.0,-2417.5000000000005
239,239,18226.5,18205.5,18214.3,18209.7,2022-01-14 12:45:00+05:30,18205.27914491202,52.29682334620559,29.128571428571377,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,141.95,118.35,8.85,14.15,-1.0,-1.0,1.0,1.0,-141.95,-118.35,8.85,14.15,0.0,0.0,0.0,0.0,-130.55,-130.5,8.25,15.75,11.399999999999977,-12.150000000000006,-0.5999999999999996,1.5999999999999996,-12.499999999998579,570.0000000000009,101117.5,-2417.5000000000005
240,240,18222.95,18203.6,18209.15,18221.45,2022-01-14 13:00:00+05:30,18204.96560304802,55.10294692845977,26.47142857142847,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,138.15,121.25,8.2,14.75,-1.0,-1.0,1.0,1.0,-138.15,-121.25,8.2,14.75,0.0,0.0,0.0,0.0,-141.95,-118.35,8.85,14.15,-3.799999999999983,2.9000000000000057,0.6500000000000004,-0.5999999999999996,42.49999999999883,612.4999999999998,101160.0,-2387.5
241,241,18230.05,18210.75,18220.6,18222.5,2022-01-14 13:15:00+05:30,18204.875856573395,55.35567985283109,25.76428571428577,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,143.85,115.05,8.45,13.9,-1.0,-1.0,1.0,1.0,-143.85,-115.05,8.45,13.9,0.0,0.0,0.0,0.0,-138.15,-121.25,8.2,14.75,5.699999999999989,-6.200000000000003,-0.25,0.8499999999999996,-4.999999999999272,607.5000000000005,101155.0,-2387.5
242,242,18230.8,18215.2,18221.35,18230.7,2022-01-14 13:30:00+05:30,18205.045493312835,57.37372379255651,25.264285714285503,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18200.0,18700.0,17700.0,140.1,118.25,8.1,14.0,-1.0,-1.0,1.0,1.0,-140.1,-118.25,8.1,14.0,0.0,0.0,0.0,0.0,-143.85,-115.05,8.45,13.9,-3.75,3.200000000000003,0.34999999999999964,-0.09999999999999964,14.999999999999858,622.5000000000003,101170.0,-2377.4999999999995
243,243,18251.35,18225.9,18230.25,18249.55,2022-01-14 13:45:00+05:30,18205.59775059636,61.66371688987559,25.01071428571387,Buy,2022-01-20 00:00:00+00:00,20JAN22,buy,18200.0,18700.0,17700.0,148.1,110.45,8.15,13.7,0.0,-2.0,2.0,2.0,0.0,-220.9,16.3,27.4,148.1,-110.45,8.15,13.7,8.0,-228.7,16.25,27.7,8.0,-7.799999999999983,-0.05000000000000071,0.3000000000000007,-22.500000000000853,599.9999999999995,101147.5,-2377.4999999999995
244,244,18250.9,18219.4,18249.2,18225.75,2022-01-14 14:00:00+05:30,18206.22642193561,54.24108605742386,24.12499999999974,Hold,2022-01-20 00:00:00+00:00,20JAN22,buy,18200.0,18700.0,17700.0,150.9,108.55,8.65,13.25,0.0,-2.0,2.0,2.0,0.0,-217.1,17.3,26.5,0.0,0.0,0.0,0.0,0.0,-220.9,16.3,27.4,0.0,-3.8000000000000114,-1.0,0.8999999999999986,195.00000000000063,795.0000000000002,101342.5,-2205.0
245,245,18242.25,18217.5,18226.25,18238.4,2022-01-14 14:15:00+05:30,18207.031951659657,57.190695952969165,24.142857142856883,Buy,2022-01-20 00:00:00+00:00,20JAN22,buy,18200.0,18700.0,17700.0,148.7,109.95,8.2,13.4,0.0,-2.0,2.0,2.0,0.0,-219.9,16.4,26.8,0.0,0.0,0.0,0.0,0.0,-217.1,17.3,26.5,0.0,2.8000000000000114,0.9000000000000021,-0.3000000000000007,-170.00000000000063,624.9999999999995,101172.5,-2205.0
246,246,18244.1,18228.85,18238.75,18235.75,2022-01-14 14:30:00+05:30,18207.94907486,56.37094073882983,23.324999999999687,Hold,2022-01-20 00:00:00+00:00,20JAN22,buy,18200.0,18700.0,17700.0,154.6,103.2,8.6,12.15,0.0,-2.0,2.0,2.0,0.0,-206.4,17.2,24.3,0.0,0.0,0.0,0.0,0.0,-219.9,16.4,26.8,0.0,-13.5,-0.8000000000000007,2.5,590.0,1214.9999999999995,101762.5,-1785.0000000000005
247,247,18258.55,18235.6,18235.7,18256.5,2022-01-14 14:45:00+05:30,18209.13445398313,61.07569151422312,22.703571428571063,Hold,2022-01-20 00:00:00+00:00,20JAN22,buy,18200.0,18700.0,17700.0,155.7,100.0,8.6,11.45,0.0,-2.0,2.0,2.0,0.0,-200.0,17.2,22.9,0.0,0.0,0.0,0.0,0.0,-206.4,17.2,24.3,0.0,-6.400000000000006,0.0,1.4000000000000021,250.00000000000017,1464.9999999999998,102012.5,-1535.0000000000002
248,248,18286.95,18256.65,18257.85,18259.95,2022-01-14 15:00:00+05:30,18210.56096750729,61.81302125295344,22.28214285714265,Hold,2022-01-20 00:00:00+00:00,20JAN22,buy,18200.0,18700.0,17700.0,178.95,91.3,11.65,10.9,0.0,-2.0,2.0,2.0,0.0,-182.6,23.3,21.8,0.0,0.0,0.0,0.0,0.0,-200.0,17.2,22.9,0.0,-17.400000000000006,-6.100000000000001,1.0999999999999979,1120.0000000000005,2585.0,103132.5,-415.0
249,249,18260.4,18234.45,18260.1,18234.8,2022-01-14 15:15:00+05:30,18211.94421213613,53.81074680552517,22.942857142856933,Hold,2022-01-20 00:00:00+00:00,20JAN22,squareoff,18200.0,18700.0,17700.0,175.95,93.0,11.3,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,-22.6,-22.1,0.0,3.4000000000000057,0.6999999999999993,-0.3000000000000007,0.0,3.4000000000000057,0.6999999999999993,-0.3000000000000007,-190.00000000000023,2395.0,102942.5,
250,250,18304.45,18228.75,18246.15,18258.45,2022-01-17 09:15:00+05:30,18216.479289140472,57.91701221708041,26.42499999999979,Hold,2022-01-20 00:00:00+00:00,20JAN22,hold,18200.0,18700.0,17700.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,102942.5,
251,251,18284.25,18244.9,18256.45,18256.5,2022-01-17 09:30:00+05:30,18218.11730139101,57.356967142028914,27.73571428571397,Hold,2022-01-20 00:00:00+00:00,20JAN22,hold,18200.0,18700.0,17700.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,102942.5,
252,252,18271.3,18237.05,18256.4,18267.6,2022-01-17 09:45:00+05:30,18219.898955731456,59.743284612496986,28.79999999999953,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,120.1,106.4,10.5,14.1,-1.0,-1.0,1.0,1.0,-120.1,-106.4,10.5,14.1,,,,,,,,,0.0,0.0,0.0,0.0,-0.0,0.0,102942.5,
253,253,18290.5,18261.05,18267.55,18283.1,2022-01-17 10:00:00+05:30,18221.92440919341,62.868075750788286,29.52499999999964,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,121.15,103.4,9.95,12.85,-1.0,-1.0,1.0,1.0,-121.15,-103.4,9.95,12.85,0.0,0.0,0.0,0.0,-120.1,-106.4,10.5,14.1,1.0500000000000114,-3.0,0.5500000000000007,1.25,7.499999999999396,7.499999999999396,102950.0,-2992.5000000000005
254,254,18294.55,18271.6,18283.7,18274.5,2022-01-17 10:15:00+05:30,18224.04611067506,60.08147543022,30.04999999999979,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,132.65,91.95,10.7,11.9,-1.0,-1.0,1.0,1.0,-132.65,-91.95,10.7,11.9,0.0,0.0,0.0,0.0,-121.15,-103.4,9.95,12.85,11.5,-11.450000000000003,-0.75,0.9499999999999993,-12.499999999999822,-5.000000000000426,102937.5,-2992.5000000000005
255,255,18288.45,18269.85,18274.35,18283.0,2022-01-17 10:30:00+05:30,18226.303323410382,61.87994538532568,29.560714285714443,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,128.1,96.1,9.75,11.85,-1.0,-1.0,1.0,1.0,-128.1,-96.1,9.75,11.85,0.0,0.0,0.0,0.0,-132.65,-91.95,10.7,11.9,-4.550000000000011,4.1499999999999915,0.9499999999999993,0.05000000000000071,-29.999999999999005,-34.99999999999943,102907.5,-2992.5000000000005
256,256,18301.25,18283.15,18283.55,18300.25,2022-01-17 10:45:00+05:30,18228.805327624137,65.296990424658,28.61428571428587,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,132.1,90.65,10.0,11.0,-1.0,-1.0,1.0,1.0,-132.1,-90.65,10.0,11.0,0.0,0.0,0.0,0.0,-128.1,-96.1,9.75,11.85,4.0,-5.449999999999989,-0.25,0.8499999999999996,42.499999999999446,7.500000000000014,102950.0,-2992.5
257,257,18312.9,18292.2,18300.55,18298.7,2022-01-17 11:00:00+05:30,18231.4701395082,64.73546843777045,28.32500000000021,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,133.25,87.75,9.85,10.8,-1.0,-1.0,1.0,1.0,-133.25,-87.75,9.85,10.8,0.0,0.0,0.0,0.0,-132.1,-90.65,10.0,11.0,1.1500000000000057,-2.9000000000000057,0.15000000000000036,0.1999999999999993,70.00000000000001,77.50000000000003,103020.0,-2922.5
258,258,18313.85,18291.65,18298.45,18292.8,2022-01-17 11:15:00+05:30,18234.187735547923,62.53114666306144,28.821428571428573,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,140.1,82.95,10.2,10.55,-1.0,-1.0,1.0,1.0,-140.1,-82.95,10.2,10.55,0.0,0.0,0.0,0.0,-133.25,-87.75,9.85,10.8,6.849999999999994,-4.799999999999997,-0.34999999999999964,0.25,-97.49999999999987,-19.999999999999844,102922.5,-2922.5
259,259,18296.35,18280.7,18293.75,18291.45,2022-01-17 11:30:00+05:30,18236.9078868774,62.01083125233787,28.29999999999979,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,129.45,88.0,9.5,10.9,-1.0,-1.0,1.0,1.0,-129.45,-88.0,9.5,10.9,0.0,0.0,0.0,0.0,-140.1,-82.95,10.2,10.55,-10.650000000000006,5.049999999999997,0.6999999999999993,-0.34999999999999964,262.50000000000045,242.50000000000063,103185.0,-2757.4999999999995
260,260,18313.4,18286.5,18291.7,18309.65,2022-01-17 11:45:00+05:30,18239.77912283681,66.10552571789673,28.04642857142841,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,132.4,85.3,9.65,10.45,-1.0,-1.0,1.0,1.0,-132.4,-85.3,9.65,10.45,0.0,0.0,0.0,0.0,-129.45,-88.0,9.5,10.9,2.950000000000017,-2.700000000000003,-0.15000000000000036,0.45000000000000107,-27.500000000000746,214.9999999999999,103157.5,-2757.4999999999995
261,261,18310.35,18291.1,18310.15,18292.55,2022-01-17 12:00:00+05:30,18242.579115471937,59.60492809191174,27.567857142856933,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,138.65,79.2,10.0,9.9,-1.0,-1.0,1.0,1.0,-138.65,-79.2,10.0,9.9,0.0,0.0,0.0,0.0,-132.4,-85.3,9.65,10.45,6.25,-6.099999999999994,-0.34999999999999964,0.5499999999999989,-17.50000000000025,197.49999999999963,103140.0,-2757.4999999999995
262,262,18302.15,18278.05,18291.2,18299.05,2022-01-17 12:15:00+05:30,18245.35863737549,61.16809775107742,27.67500000000005,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,134.8,82.8,9.5,10.0,-1.0,-1.0,1.0,1.0,-134.8,-82.8,9.5,10.0,0.0,0.0,0.0,0.0,-138.65,-79.2,10.0,9.9,-3.8499999999999943,3.5999999999999943,0.5,-0.09999999999999964,-7.500000000000018,189.9999999999996,103132.5,-2757.4999999999995
263,263,18303.75,18289.0,18299.35,18299.65,2022-01-17 12:30:00+05:30,18248.09757111092,61.31690412450055,27.292857142857297,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,133.65,82.8,9.4,9.7,-1.0,-1.0,1.0,1.0,-133.65,-82.8,9.4,9.7,0.0,0.0,0.0,0.0,-134.8,-82.8,9.5,10.0,-1.1500000000000057,0.0,0.09999999999999964,0.3000000000000007,37.50000000000027,227.4999999999999,103170.0,-2757.4999999999995
264,264,18301.4,18279.95,18299.5,18292.25,2022-01-17 12:45:00+05:30,18250.71254750112,58.34716839556023,23.417857142857297,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,136.5,80.95,9.35,9.95,-1.0,-1.0,1.0,1.0,-136.5,-80.95,9.35,9.95,0.0,0.0,0.0,0.0,-133.65,-82.8,9.4,9.7,2.8499999999999943,-1.8499999999999943,0.05000000000000071,-0.25,-40.000000000000036,187.49999999999986,103130.0,-2757.4999999999995
265,265,18304.7,18286.25,18292.0,18296.4,2022-01-17 13:00:00+05:30,18253.24516003692,59.53092369669013,21.92500000000032,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,132.0,85.65,9.3,10.1,-1.0,-1.0,1.0,1.0,-132.0,-85.65,9.3,10.1,0.0,0.0,0.0,0.0,-136.5,-80.95,9.35,9.95,-4.5,4.700000000000003,0.049999999999998934,-0.15000000000000036,-5.000000000000071,182.49999999999977,103125.0,-2757.4999999999995
266,266,18302.45,18291.85,18296.1,18295.9,2022-01-17 13:15:00+05:30,18255.682448431355,59.31221395250304,20.23571428571476,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,136.65,80.3,9.5,9.65,-1.0,-1.0,1.0,1.0,-136.65,-80.3,9.5,9.65,0.0,0.0,0.0,0.0,-132.0,-85.65,9.3,10.1,4.650000000000006,-5.3500000000000085,-0.1999999999999993,0.4499999999999993,22.500000000000142,204.99999999999991,103147.5,-2757.4999999999995
267,267,18298.75,18267.15,18295.65,18269.95,2022-01-17 13:30:00+05:30,18257.78601331176,49.207792826846266,20.389285714286025,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,136.2,80.3,9.45,9.5,-1.0,-1.0,1.0,1.0,-136.2,-80.3,9.45,9.5,0.0,0.0,0.0,0.0,-136.65,-80.3,9.5,9.65,-0.45000000000001705,0.0,0.05000000000000071,0.15000000000000036,12.5000000000008,217.5000000000007,103160.0,-2757.4999999999995
268,268,18300.95,18260.65,18269.6,18299.05,2022-01-17 13:45:00+05:30,18259.8754491626,57.87447614505153,21.62857142857164,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,124.8,91.95,8.6,11.1,-1.0,-1.0,1.0,1.0,-124.8,-91.95,8.6,11.1,0.0,0.0,0.0,0.0,-136.2,-80.3,9.45,9.5,-11.399999999999991,11.650000000000006,0.8499999999999996,-1.5999999999999996,24.99999999999929,242.5,103185.0,-2757.4999999999995
269,269,18309.25,18287.75,18298.65,18299.25,2022-01-17 14:00:00+05:30,18261.92620950082,57.92761041423214,21.83571428571434,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,140.0,75.35,10.0,8.65,-1.0,-1.0,1.0,1.0,-140.0,-75.35,10.0,8.65,0.0,0.0,0.0,0.0,-124.8,-91.95,8.6,11.1,15.200000000000003,-16.60000000000001,-1.4000000000000004,2.4499999999999993,17.500000000000338,260.00000000000034,103202.5,-2739.9999999999995
270,270,18311.85,18292.0,18298.9,18310.35,2022-01-17 14:15:00+05:30,18264.02890249685,60.87704465250782,21.94999999999995,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,136.5,77.95,9.4,8.7,-1.0,-1.0,1.0,1.0,-136.5,-77.95,9.4,8.7,0.0,0.0,0.0,0.0,-140.0,-75.35,10.0,8.65,-3.5,2.6000000000000085,0.5999999999999996,-0.049999999999998934,17.499999999999538,277.4999999999999,103220.0,-2722.5
271,271,18321.55,18293.45,18310.2,18298.25,2022-01-17 14:30:00+05:30,18266.043553455685,56.24795737818774,22.47857142857122,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,145.75,71.55,10.35,7.95,-1.0,-1.0,1.0,1.0,-145.75,-71.55,10.35,7.95,0.0,0.0,0.0,0.0,-136.5,-77.95,9.4,8.7,9.25,-6.400000000000006,-0.9499999999999993,0.7499999999999991,-132.49999999999972,145.00000000000017,103087.5,-2722.5
272,272,18316.6,18295.45,18298.6,18300.35,2022-01-17 14:45:00+05:30,18267.98760154315,56.86105542314588,22.403571428571272,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,143.6,71.7,10.1,7.4,-1.0,-1.0,1.0,1.0,-143.6,-71.7,10.1,7.4,0.0,0.0,0.0,0.0,-145.75,-71.55,10.35,7.95,-2.1500000000000057,0.15000000000000568,0.25,0.5499999999999998,60.00000000000001,205.00000000000017,103147.5,-2722.5
273,273,18315.6,18295.55,18300.25,18305.65,2022-01-17 15:00:00+05:30,18269.90631419651,58.443792450929465,22.71785714285709,Hold,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18650.0,17850.0,144.45,71.4,10.05,7.6,-1.0,-1.0,1.0,1.0,-144.45,-71.4,10.05,7.6,0.0,0.0,0.0,0.0,-143.6,-71.7,10.1,7.4,0.8499999999999943,-0.29999999999999716,0.049999999999998934,-0.1999999999999993,-19.99999999999984,185.00000000000034,103127.5,-2722.5
274,274,18314.8,18301.7,18306.2,18308.65,2022-01-17 15:15:00+05:30,18271.811169368382,59.35286645730405,21.7321428571426,Hold,2022-01-20 00:00:00+00:00,20JAN22,squareoff,18250.0,18650.0,17850.0,144.4,72.2,9.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.4,72.2,-9.7,-8.0,-0.04999999999998295,0.7999999999999972,0.3500000000000014,-0.40000000000000036,-0.04999999999998295,0.7999999999999972,0.3500000000000014,-0.40000000000000036,-35.00000000000077,149.99999999999957,103092.5,
275,275,18350.95,18321.7,18348.95,18337.0,2022-01-18 09:15:00+05:30,18278.05311783011,67.05000285427907,22.13571428571413,Hold,2022-01-20 00:00:00+00:00,20JAN22,hold,18250.0,18650.0,17850.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,103092.5,
276,276,18342.95,18257.0,18337.6,18258.95,2022-01-18 09:30:00+05:30,18279.735593876147,41.61189291876455,26.742857142856987,Hold,2022-01-20 00:00:00+00:00,20JAN22,hold,18250.0,18650.0,17850.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,103092.5,
277,277,18288.95,18225.5,18258.1,18228.15,2022-01-18 09:45:00+05:30,18280.62082179212,35.834294064465546,29.957142857142703,Sell,2022-01-20 00:00:00+00:00,20JAN22,beginx,18250.0,18550.0,17950.0,105.45,89.9,12.1,15.45,-1.0,-1.0,1.0,1.0,-105.45,-89.9,12.1,15.45,,,,,,,,,0.0,0.0,0.0,0.0,-0.0,0.0,103092.5,
