,High,Low,Open,Close,Datetime,ama,rsi,atr,PL,PH,PH_val,PL_val,Slope,slope_ph,slope_pl,upper,lower,upos,dnos,IsPivotHigh,signal,closest_expiry,dby,atmSP,wingCall,wingPut,legPriceOrignal1,legPriceOrignal2,legPriceOrignal3,legPriceOrignal4,balance,lpos1,lpos2,lpos3,lpos4,legAfterPos1,legAfterPos2,legAfterPos3,legAfterPos4,legAfterPosDiff1,legAfterPosDiff2,legAfterPosDiff3,legAfterPosDiff4,legPriceFinal1,legPriceFinal2,legPriceFinal3,legPriceFinal4,m2m1,m2m2,m2m3,m2m4,totalPL,cumReturns,position,stoploss
10,22691.1,22667.85,22687.75,22680.0,2024-05-02 11:30:00+00:00,,,41.61363636363669,,,22691.1,22667.85,2.972402597402621,2.972402597402621,2.972402597402621,22618.188773706454,22611.861226293546,1,0,,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
11,22697.0,22678.2,22679.45,22686.15,2024-05-02 11:45:00+00:00,,,39.71250000000024,,,22697.0,22678.2,2.83660714285716,2.83660714285716,2.83660714285716,22615.3521665636,22614.6978334364,1,0,,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
12,22693.6,22674.3,22685.25,22687.85,2024-05-02 12:00:00+00:00,,,38.14230769230786,,,22693.6,22674.3,2.724450549450561,2.724450549450561,2.724450549450561,22612.627716014147,22617.42228398585,1,0,,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
13,22704.7,22676.5,22687.1,22679.6,2024-05-02 12:15:00+00:00,,,37.43214285714306,,,22704.7,22676.5,2.673724489795933,2.673724489795933,2.673724489795933,22609.95399152435,22620.096008475644,1,0,,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
14,22690.55,22662.6,22679.1,22681.5,2024-05-02 12:30:00+00:00,22658.74147586423,69.84887578326502,32.689285714285816,False,False,22704.7,22676.5,2.334948979591844,2.673724489795933,2.673724489795933,22607.280267034555,22622.76973296544,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
15,22693.3,22676.3,22681.5,22684.3,2024-05-02 12:45:00+00:00,22658.97669945636,70.50453499015248,30.33571428571434,False,False,22704.7,22676.5,2.1668367346938813,2.673724489795933,2.673724489795933,22604.60654254476,22625.44345745524,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
16,22707.6,22677.05,22684.45,22703.75,2024-05-02 13:00:00+00:00,22659.58004702681,74.6313767013553,28.471428571428728,False,False,22704.7,22676.5,2.0336734693877663,2.673724489795933,2.673724489795933,22601.932818054964,22628.117181945032,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
17,22709.05,22681.7,22700.25,22690.05,2024-05-02 13:15:00+00:00,22660.34607333002,67.4705604974988,27.132142857143013,False,False,22704.7,22676.5,1.938010204081644,2.673724489795933,2.673724489795933,22599.259093565168,22630.790906434828,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
18,22710.5,22680.4,22689.3,22691.65,2024-05-02 13:30:00+00:00,22661.25233307268,67.85843584743465,27.746428571428623,False,False,22704.7,22676.5,1.9818877551020448,2.673724489795933,2.673724489795933,22596.58536907537,22633.464630924624,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
19,22700.9,22668.55,22691.6,22689.3,2024-05-02 13:45:00+00:00,22662.241568450223,66.60229778404579,28.33214285714296,False,False,22704.7,22676.5,2.0237244897959257,2.673724489795933,2.673724489795933,22593.911644585576,22636.13835541442,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
20,22691.2,22642.5,22689.5,22647.3,2024-05-02 14:00:00+00:00,22662.900317015035,49.106355245154425,29.78928571428592,False,False,22704.7,22676.5,2.127806122448994,2.673724489795933,2.673724489795933,22591.23792009578,22638.81207990421,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
21,22676.7,22640.95,22648.45,22648.8,2024-05-02 14:15:00+00:00,22663.302394537164,49.615419299257866,30.20000000000021,False,False,22704.7,22676.5,2.157142857142872,2.673724489795933,2.673724489795933,22588.564195605984,22641.48580439401,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
22,22691.9,22646.15,22648.45,22683.6,2024-05-02 14:30:00+00:00,22663.817555797847,59.68939432033278,30.496428571428623,False,False,22704.7,22676.5,2.178316326530616,2.673724489795933,2.673724489795933,22585.89047111619,22644.159528883807,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
23,22682.45,22633.45,22679.2,22641.4,2024-05-02 14:45:00+00:00,22664.023050446944,47.330892966789925,31.08571428571408,False,False,22704.7,22676.5,2.2204081632652914,2.673724489795933,2.673724489795933,22583.2167466264,22646.833253373603,1,1,False,Sell,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
24,22661.95,22633.65,22641.0,22652.6,2024-05-02 15:00:00+00:00,22664.085257266863,50.273592863197045,31.44642857142831,False,False,22704.7,22676.5,2.2461734693877364,2.673724489795933,2.673724489795933,22580.5430221366,22649.5069778634,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
25,22660.1,22648.05,22650.0,22656.75,2024-05-02 15:15:00+00:00,22664.06864953218,51.35805821180488,30.964285714285456,False,False,22704.7,22676.5,2.2117346938775326,2.673724489795933,2.673724489795933,22577.8692976468,22652.180702353195,1,0,False,Hold,2024-05-02,02MAY24,22650.0,22750.0,22550.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,
26,22787.7,22757.4,22772.55,22782.45,2024-05-03 09:00:00+00:00,22665.17610143773,71.57732524746827,38.93928571428556,False,False,22704.7,22676.5,2.7813775510203973,2.673724489795933,2.673724489795933,22575.195573157005,22654.85442684299,1,0,False,Hold,2024-05-09,09MAY24,22650.0,22750.0,22550.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,-3000.0
27,22794.7,22754.0,22782.9,22767.9,2024-05-03 09:15:00+00:00,22667.013302957028,68.05116173627144,39.8321428571427,False,True,22794.7,22676.5,2.845153061224478,2.845153061224478,2.673724489795933,22794.7,22657.528151332783,0,0,True,Hold,2024-05-09,09MAY24,22650.0,22750.0,22550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,
28,22778.25,22755.35,22766.95,22771.2,2024-05-03 09:30:00+00:00,22669.456569151604,68.43102136793871,39.47142857142847,False,False,22794.7,22676.5,2.8193877551020337,2.845153061224478,2.673724489795933,22791.85484693877,22660.201875822582,0,0,False,Hold,2024-05-09,09MAY24,22650.0,22750.0,22550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,
29,22773.8,22675.75,22770.8,22691.35,2024-05-03 09:45:00+00:00,22671.61469093889,52.24447757121309,45.26071428571413,False,False,22794.7,22676.5,3.232908163265295,2.845153061224478,2.673724489795933,22789.00969387755,22662.87560031237,0,0,False,Hold,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,beginx,
30,22696.7,22611.05,22690.4,22637.45,2024-05-03 10:00:00+00:00,22673.028326891683,44.57913949821609,49.19642857142857,False,False,22794.7,22676.5,3.514030612244898,2.845153061224478,2.673724489795933,22786.164540816324,22665.54932480217,0,1,False,Sell,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
31,22674.1,22593.1,22635.25,22621.6,2024-05-03 10:15:00+00:00,22673.69166156817,42.599785293366295,53.02857142857153,False,False,22794.7,22676.5,3.787755102040824,2.845153061224478,2.673724489795933,22783.3193877551,22668.22304929197,0,1,False,Hold,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
32,22640.1,22599.2,22618.5,22612.7,2024-05-03 10:30:00+00:00,22673.663315329024,41.48590672758295,53.80000000000005,False,False,22794.7,22676.5,3.8428571428571465,2.845153061224478,2.673724489795933,22780.47423469388,22670.89677378177,0,1,False,Hold,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
33,22618.55,22583.45,22611.25,22610.15,2024-05-03 10:45:00+00:00,22673.05529229436,41.15387769770831,53.99642857142836,False,False,22794.7,22676.5,3.8568877551020257,2.845153061224478,2.673724489795933,22777.629081632647,22673.57049827156,0,1,False,Hold,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
34,22612.05,22534.0,22611.0,22551.9,2024-05-03 11:00:00+00:00,22671.433213414966,34.38411099268478,56.09285714285683,False,False,22794.7,22676.5,4.006632653061202,2.845153061224478,2.673724489795933,22774.78392857142,22676.24422276136,0,1,False,Hold,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
35,22552.0,22474.6,22552.0,22505.6,2024-05-03 11:15:00+00:00,22668.5838015966,30.14009251790713,59.06785714285694,False,False,22794.7,22676.5,4.21913265306121,2.845153061224478,2.673724489795933,22771.9387755102,22678.91794725116,0,1,False,Hold,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,-2.0,0.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sell,-3000.0
36,22511.1,22454.8,22504.45,22481.7,2024-05-03 11:30:00+00:00,22664.558127534765,28.20481056715709,59.82142857142832,False,False,22794.7,22676.5,4.272959183673451,2.845153061224478,2.673724489795933,22769.09362244897,22681.59167174095,0,1,False,Hold,2024-05-09,09MAY24,22700.0,23200.0,22200.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,-3000.0
37,22503.5,22468.2,22484.35,22474.55,2024-05-03 11:45:00+00:00,22659.558402422623,27.63316979787429,58.76071428571413,False,False,22794.7,22676.5,4.197193877551009,2.845153061224478,2.673724489795933,22766.248469387745,22684.265396230745,0,1,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,
38,22511.9,22471.85,22477.85,22497.7,2024-05-03 12:00:00+00:00,22654.03899561817,32.409715312526664,59.6000000000001,False,False,22794.7,22676.5,4.257142857142864,2.845153061224478,2.673724489795933,22763.40331632652,22686.93912072054,0,1,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
39,22546.75,22487.55,22496.45,22540.5,2024-05-03 12:15:00+00:00,22648.550003587417,40.26050549488997,62.96785714285735,False,False,22794.7,22676.5,4.497704081632667,2.845153061224478,2.673724489795933,22760.55816326529,22689.612845210337,0,1,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
40,22548.35,22405.5,22540.3,22417.3,2024-05-03 12:30:00+00:00,22641.965614694167,29.60190150952312,63.81785714285719,False,False,22794.7,22676.5,4.558418367346943,2.845153061224478,2.673724489795933,22757.71301020407,22692.286569700133,0,1,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
41,22427.8,22396.6,22415.45,22425.8,2024-05-03 12:45:00+00:00,22634.6625537842,30.95994946169247,63.13928571428577,False,False,22794.7,22676.5,4.509948979591841,2.845153061224478,2.673724489795933,22754.867857142843,22694.96029418993,0,1,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
42,22440.75,22395.6,22424.9,22440.75,2024-05-03 13:00:00+00:00,22626.98635463361,33.39370202849735,64.72857142857148,False,False,22794.7,22676.5,4.623469387755106,2.845153061224478,2.673724489795933,22752.022704081617,22697.634018679724,0,1,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
43,22443.7,22358.65,22440.85,22380.35,2024-05-03 13:15:00+00:00,22618.50776873977,28.95302049073869,63.80000000000005,False,False,22794.7,22676.5,4.557142857142861,2.845153061224478,2.673724489795933,22749.17755102039,22700.30774316952,0,1,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
44,22399.95,22348.05,22379.9,22387.2,2024-05-03 13:30:00+00:00,22609.53767240227,30.08848121006833,61.38928571428577,True,False,22794.7,22348.05,4.384948979591841,2.845153061224478,4.384948979591841,22746.33239795917,22348.05,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
45,22412.7,22373.2,22387.7,22404.55,2024-05-03 13:45:00+00:00,22600.41392174307,33.008848848156646,58.42500000000005,False,False,22794.7,22348.05,4.173214285714289,2.845153061224478,4.384948979591841,22743.48724489794,22352.43494897959,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
46,22430.9,22380.5,22403.35,22400.1,2024-05-03 14:00:00+00:00,22591.205146537966,32.63233396983913,59.10357142857174,False,False,22794.7,22348.05,4.22168367346941,2.845153061224478,4.384948979591841,22740.642091836715,22356.81989795918,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
47,22452.1,22398.5,22399.35,22446.55,2024-05-03 14:15:00+00:00,22582.449583330435,40.28863738617815,60.42500000000031,False,False,22794.7,22348.05,4.31607142857145,2.845153061224478,4.384948979591841,22737.79693877549,22361.20484693877,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
48,22449.15,22426.35,22445.95,22443.2,2024-05-03 14:30:00+00:00,22574.10229246018,39.93612262773835,56.478571428572,False,False,22794.7,22348.05,4.034183673469429,2.845153061224478,4.384948979591841,22734.951785714264,22365.58979591836,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
49,22488.6,22444.05,22445.65,22487.6,2024-05-03 14:45:00+00:00,22566.57967488586,46.60452811395967,54.192857142857456,False,False,22794.7,22348.05,3.870918367346961,2.845153061224478,4.384948979591841,22732.10663265304,22369.97474489795,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
50,22503.85,22454.6,22486.55,22456.55,2024-05-03 15:00:00+00:00,22559.487037213286,43.00847576782338,53.68928571428608,False,False,22794.7,22348.05,3.834948979591863,2.845153061224478,4.384948979591841,22729.261479591813,22374.35969387754,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
51,22465.55,22450.45,22455.45,22456.7,2024-05-03 15:15:00+00:00,22552.816062239763,43.031344821580845,52.246428571428886,False,False,22794.7,22348.05,3.731887755102064,2.845153061224478,4.384948979591841,22726.416326530587,22378.74464285713,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,
52,22569.3,22497.2,22564.2,22554.2,2024-05-06 09:00:00+00:00,22547.46667269478,55.52415567303501,57.42857142857143,False,False,22794.7,22348.05,4.1020408163265305,2.845153061224478,4.384948979591841,22723.57117346936,22383.12959183672,0,0,False,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,-3000.0
53,22588.8,22433.95,22554.8,22455.8,2024-05-06 09:15:00+00:00,22542.27053529468,44.83752113592382,64.26071428571413,False,True,22588.8,22348.05,4.590051020408152,4.590051020408152,4.384948979591841,22588.8,22387.51454081631,0,0,True,Hold,2024-05-09,09MAY24,22450.0,22950.0,21950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,
