,High,Low,Open,Close,Datetime,ama,rsi,atr,PL,PH,PH_val,PL_val,Slope,slope_ph,slope_pl,upper,lower,upos,dnos,IsPivotHigh,signal,closest_expiry,dby,atmSP,wingCall,wingPut,legPriceOrignal1,legPriceOrignal2,legPriceOrignal3,legPriceOrignal4,balance,lpos1,lpos2,lpos3,lpos4,legAfterPos1,legAfterPos2,legAfterPos3,legAfterPos4,legAfterPosDiff1,legAfterPosDiff2,legAfterPosDiff3,legAfterPosDiff4,legPriceFinal1,legPriceFinal2,legPriceFinal3,legPriceFinal4,m2m1,m2m2,m2m3,m2m4,totalPL,cumReturns,position,stoploss
122,22324.25,22259.7,22321.8,22304.85,2024-05-08 13:30:00+00:00,22302.839173017703,49.8868880787328,43.51785714285688,False,False,22368.65,22185.2,3.1084183673469203,2.9969387755101744,3.34974489795918,22362.65612244897,22228.746683673453,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,-2.0,2.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,buy,-3000.0
123,22318.25,22276.2,22302.95,22282.3,2024-05-08 13:45:00+00:00,22303.00984411488,46.10435907344741,43.82857142857107,False,False,22368.65,22185.2,3.130612244897933,2.9969387755101744,3.34974489795918,22359.659183673462,22232.09642857141,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,-2.0,2.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,buy,-3000.0
124,22284.95,22244.35,22282.0,22270.1,2024-05-08 14:00:00+00:00,22302.84310901166,44.15378795795278,43.49642857142836,False,False,22368.65,22185.2,3.1068877551020257,2.9969387755101744,3.34974489795918,22356.662244897954,22235.44617346937,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,-2.0,2.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,buy,-3000.0
125,22281.8,22252.9,22269.2,22280.0,2024-05-08 14:15:00+00:00,22302.497351755454,46.14494856704641,43.914285714285406,False,False,22368.65,22185.2,3.136734693877529,2.9969387755101744,3.34974489795918,22353.66530612244,22238.795918367327,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,-2.0,2.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,buy,-3000.0
126,22307.1,22272.7,22280.0,22283.1,2024-05-08 14:30:00+00:00,22302.03952565035,46.78477132929951,42.36428571428535,False,False,22368.65,22185.2,3.02602040816324,2.9969387755101744,3.34974489795918,22350.66836734693,22242.145663265284,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,-2.0,2.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,buy,-3000.0
127,22315.6,22282.3,22283.5,22307.3,2024-05-08 14:45:00+00:00,22301.718812964085,51.617171094747945,43.14642857142826,False,False,22368.65,22185.2,3.0818877551020187,2.9969387755101744,3.34974489795918,22347.67142857142,22245.49540816324,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,-2.0,2.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,buy,-3000.0
128,22317.55,22293.0,22308.65,22308.2,2024-05-08 15:00:00+00:00,22301.51920358586,51.79249993465184,41.110714285713975,False,False,22368.65,22185.2,2.9364795918367124,2.9969387755101744,3.34974489795918,22344.674489795907,22248.8451530612,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,-2.0,2.0,2.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,buy,-3000.0
129,22312.9,22305.15,22308.0,22306.75,2024-05-08 15:15:00+00:00,22301.40692360491,51.46889352898416,38.29999999999979,False,False,22368.65,22185.2,2.7357142857142707,2.9969387755101744,3.34974489795918,22341.677551020395,22252.19489795916,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,
130,22307.75,22224.8,22251.7,22262.45,2024-05-09 09:00:00+00:00,22300.946635127977,42.69239705336496,40.69285714285694,False,False,22368.65,22185.2,2.9066326530612097,2.9969387755101744,3.34974489795918,22338.680612244883,22255.54464285712,0,0,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,-3000.0
131,22272.9,22221.0,22264.9,22242.2,2024-05-09 09:15:00+00:00,22300.029408935152,39.38621627342357,42.10357142857122,False,False,22368.65,22185.2,3.007397959183659,2.9969387755101744,3.34974489795918,22335.68367346937,22258.89438775508,0,1,False,Sell,2024-05-09,09MAY24,22300.0,22500.0,22100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,
132,22260.25,22214.9,22243.1,22217.0,2024-05-09 09:30:00+00:00,22298.5206017567,35.68285679242359,42.75357142857112,False,False,22368.65,22185.2,3.0538265306122225,2.9969387755101744,3.34974489795918,22332.68673469386,22262.24413265303,0,1,False,Hold,2024-05-09,09MAY24,22300.0,22500.0,22100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,
133,22237.15,22192.85,22215.5,22201.1,2024-05-09 09:45:00+00:00,22296.40273064768,33.53998707711205,43.89642857142852,False,False,22368.65,22185.2,3.1354591836734658,2.9969387755101744,3.34974489795918,22329.689795918348,22265.59387755099,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,beginx,
134,22210.25,22134.05,22200.7,22142.6,2024-05-09 10:00:00+00:00,22293.267538337543,27.09324135088244,47.0,False,False,22368.65,22185.2,3.357142857142857,2.9969387755101744,3.34974489795918,22326.69285714284,22268.943622448947,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
135,22162.8,22130.15,22142.9,22147.4,2024-05-09 10:15:00+00:00,22289.39589214747,28.31083183668556,43.53214285714265,False,False,22368.65,22185.2,3.1094387755101893,2.9969387755101744,3.34974489795918,22323.695918367324,22272.293367346905,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
136,22159.6,22126.65,22146.75,22153.6,2024-05-09 10:30:00+00:00,22285.019679363475,29.938434633139654,41.27499999999964,False,False,22368.65,22185.2,2.94821428571426,2.9969387755101744,3.34974489795918,22320.698979591813,22275.643112244863,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
137,22157.8,22125.45,22149.35,22140.5,2024-05-09 10:45:00+00:00,22280.155225210576,28.467773298581218,40.58214285714244,False,False,22368.65,22185.2,2.898724489795889,2.9969387755101744,3.34974489795918,22317.7020408163,22278.99285714282,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
138,22145.35,22122.05,22139.0,22135.75,2024-05-09 11:00:00+00:00,22274.89828895962,27.931986018742144,39.34642857142795,False,False,22368.65,22185.2,2.810459183673425,2.9969387755101744,3.34974489795918,22314.70510204079,22282.34260204078,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
139,22171.55,22125.45,22133.0,22159.35,2024-05-09 11:15:00+00:00,22269.59117540473,34.52546187556859,40.57499999999943,False,False,22368.65,22185.2,2.898214285714245,2.9969387755101744,3.34974489795918,22311.70816326528,22285.692346938737,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
140,22177.45,22148.4,22159.95,22162.95,2024-05-09 11:30:00+00:00,22264.325496330093,35.49494619502552,40.192857142856674,False,False,22368.65,22185.2,2.8709183673469054,2.9969387755101744,3.34974489795918,22308.711224489765,22289.04209183669,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
141,22170.75,22150.6,22163.1,22164.25,2024-05-09 11:45:00+00:00,22259.15705083527,35.86425868834678,39.25357142857112,False,False,22368.65,22185.2,2.8038265306122225,2.9969387755101744,3.34974489795918,22305.714285714253,22292.39183673465,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
142,22186.15,22152.15,22164.3,22155.25,2024-05-09 12:00:00+00:00,22254.027591803537,34.39603417761603,39.92857142857117,False,False,22368.65,22185.2,2.852040816326512,2.9969387755101744,3.34974489795918,22302.71734693874,22295.74158163261,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
143,22162.8,22125.05,22155.2,22132.35,2024-05-09 12:15:00+00:00,22248.76380377748,30.9267307788521,42.07142857142832,False,False,22368.65,22185.2,3.005102040816308,2.9969387755101744,3.34974489795918,22299.72040816323,22299.091326530568,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
144,22133.9,22030.95,22133.9,22046.2,2024-05-09 12:30:00+00:00,22242.62083176772,21.9550645111015,43.49999999999974,False,False,22368.65,22185.2,3.1071428571428386,2.9969387755101744,3.34974489795918,22296.72346938772,22302.44107142853,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
145,22076.1,22044.65,22046.65,22056.9,2024-05-09 12:45:00+00:00,22235.9508846628,24.870237243485526,42.03928571428514,False,False,22368.65,22185.2,3.002806122448938,2.9969387755101744,3.34974489795918,22293.726530612206,22305.790816326484,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
146,22064.9,22021.05,22056.25,22052.5,2024-05-09 13:00:00+00:00,22228.876566246014,24.46554210025316,41.932142857142544,False,False,22368.65,22185.2,2.9951530612244675,2.9969387755101744,3.34974489795918,22290.72959183669,22309.14056122444,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
147,22066.0,22037.15,22052.2,22048.25,2024-05-09 13:15:00+00:00,22221.50150718146,24.05831727170373,40.8285714285708,False,False,22368.65,22185.2,2.9163265306122,2.9969387755101744,3.34974489795918,22287.732653061183,22312.4903061224,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
148,22081.95,22031.05,22048.2,22049.2,2024-05-09 13:30:00+00:00,22213.970453361,24.36138683418822,39.021428571428,False,False,22368.65,22185.2,2.7872448979591424,2.9969387755101744,3.34974489795918,22284.73571428567,22315.84005102036,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
149,22069.95,22025.75,22048.6,22053.2,2024-05-09 13:45:00+00:00,22206.411552083195,25.70581620370185,39.846428571428206,False,False,22368.65,22185.2,2.846173469387729,2.9969387755101744,3.34974489795918,22281.73877551016,22319.189795918315,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
150,22076.9,22039.65,22053.25,22042.85,2024-05-09 14:00:00+00:00,22198.803049466223,24.492716674155183,40.15357142857128,False,False,22368.65,22185.2,2.868112244897948,2.9969387755101744,3.34974489795918,22278.741836734647,22322.53954081628,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
151,22046.95,21991.35,22043.35,21996.05,2024-05-09 14:15:00+00:00,22190.78163622702,19.91597161324156,41.814285714285816,False,False,22368.65,22185.2,2.9867346938775583,2.9969387755101744,3.34974489795918,22275.74489795913,22325.88928571423,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
152,22022.85,21968.05,21996.15,21995.05,2024-05-09 14:30:00+00:00,22182.503704777977,19.83070153308288,44.064285714285816,False,False,22368.65,22185.2,3.147448979591844,2.9969387755101744,3.34974489795918,22272.747959183624,22329.23903061219,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
153,22009.85,21952.15,21996.65,21960.95,2024-05-09 14:45:00+00:00,22173.779769985285,17.13635910758682,44.892857142857146,False,False,22368.65,22185.2,3.2066326530612246,2.9969387755101744,3.34974489795918,22269.75102040811,22332.588775510147,0,1,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
154,21962.05,21932.4,21960.5,21962.05,2024-05-09 15:00:00+00:00,22164.78871956601,17.52563426174588,44.93571428571418,True,False,22368.65,21932.4,3.2096938775510133,2.9969387755101744,3.2096938775510133,22266.7540816326,21932.4,0,0,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
155,21968.15,21957.7,21961.55,21968.15,2024-05-09 15:15:00+00:00,22155.720559025875,19.77633123121026,44.24285714285698,False,False,22368.65,21932.4,3.1602040816326418,2.9969387755101744,3.2096938775510133,22263.75714285709,21935.60969387755,0,0,False,Hold,2024-05-09,09MAY24,22200.0,22300.0,22100.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,
156,22041.95,21950.3,21993.95,22030.55,2024-05-10 09:00:00+00:00,22147.23765059444,38.3195464332602,48.36071428571423,False,False,22368.65,21932.4,3.454336734693874,2.9969387755101744,3.2096938775510133,22260.760204081576,21938.819387755106,0,0,False,Hold,2024-05-16,16MAY24,22200.0,22300.0,22100.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,squareoff,-3000.0
157,22061.8,22009.15,22029.25,22055.95,2024-05-10 09:15:00+00:00,22139.550235419552,43.99431842449955,49.42499999999979,False,False,22368.65,21932.4,3.530357142857128,2.9969387755101744,3.2096938775510133,22257.763265306065,21942.02908163265,0,0,False,Hold,2024-05-16,16MAY24,22200.0,22300.0,22100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,
158,22107.95,22053.55,22059.1,22106.65,2024-05-10 09:30:00+00:00,22133.06240741412,53.241694999491926,45.9571428571427,False,False,22368.65,21932.4,3.282653061224478,2.9969387755101744,3.2096938775510133,22254.76632653056,21945.238775510203,0,0,False,Hold,2024-05-16,16MAY24,22200.0,22300.0,22100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,
159,22120.25,22094.75,22107.9,22115.0,2024-05-10 09:45:00+00:00,22127.658689241525,54.57206562129656,45.53214285714291,False,False,22368.65,21932.4,3.2522959183673508,2.9969387755101744,3.2096938775510133,22251.76938775504,21948.44846938776,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,beginx,
160,22131.3,22078.65,22113.95,22092.85,2024-05-10 10:00:00+00:00,22122.96873115262,50.46985563660069,46.16071428571403,False,True,22131.3,21932.4,3.297193877551002,3.297193877551002,3.2096938775510133,22131.3,21951.658163265303,0,0,True,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
161,22110.65,22078.65,22092.5,22086.2,2024-05-10 10:15:00+00:00,22118.840672085626,49.27233437986185,46.38571428571413,False,False,22131.3,21932.4,3.313265306122438,3.297193877551002,3.2096938775510133,22128.002806122448,21954.867857142854,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
162,22092.95,22012.95,22085.85,22029.95,2024-05-10 10:30:00+00:00,22114.66741399298,40.51532092721725,48.46428571428545,False,False,22131.3,21932.4,3.461734693877532,3.297193877551002,3.2096938775510133,22124.705612244896,21958.077551020404,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
163,22063.5,22018.0,22030.55,22054.2,2024-05-10 10:45:00+00:00,22110.741423808093,45.04949766940627,48.557142857142544,False,False,22131.3,21932.4,3.468367346938753,3.297193877551002,3.2096938775510133,22121.408418367344,21961.287244897954,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
164,22093.75,22049.95,22053.65,22071.85,2024-05-10 11:00:00+00:00,22107.21366829729,48.14749281269909,49.02499999999964,False,False,22131.3,21932.4,3.5017857142856883,3.297193877551002,3.2096938775510133,22118.111224489792,21964.496938775505,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
165,22076.2,22041.25,22070.8,22054.95,2024-05-10 11:15:00+00:00,22103.883923958823,45.50223231019549,47.549999999999535,False,False,22131.3,21932.4,3.396428571428538,3.297193877551002,3.2096938775510133,22114.81403061224,21967.70663265305,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
166,22059.65,22015.45,22055.25,22021.85,2024-05-10 11:30:00+00:00,22100.427364190444,40.776874714564784,46.79285714285678,False,False,22131.3,21932.4,3.3423469387754845,3.297193877551002,3.2096938775510133,22111.51683673469,21970.916326530605,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
167,22052.2,22019.95,22021.8,22029.25,2024-05-10 11:45:00+00:00,22096.98390031492,42.22150466144846,44.974999999999845,False,False,22131.3,21932.4,3.212499999999989,3.297193877551002,3.2096938775510133,22108.219642857137,21974.126020408155,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
168,22038.9,22000.3,22029.5,22013.3,2024-05-10 12:00:00+00:00,22093.42623614355,39.95897992785432,45.61428571428587,False,False,22131.3,21932.4,3.2581632653061336,3.297193877551002,3.2096938775510133,22104.922448979585,21977.335714285706,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
169,22042.2,22011.25,22013.2,22032.05,2024-05-10 12:15:00+00:00,22089.98860081145,43.773385202155865,47.07857142857159,False,False,22131.3,21932.4,3.362755102040828,3.297193877551002,3.2096938775510133,22101.62525510204,21980.545408163256,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
170,22031.9,21991.7,22030.85,21996.7,2024-05-10 12:30:00+00:00,22086.35328721292,38.77220909449422,43.41428571428566,False,False,22131.3,21932.4,3.101020408163261,3.297193877551002,3.2096938775510133,22098.32806122448,21983.755102040806,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
171,22018.85,21985.15,21997.25,21989.35,2024-05-10 12:45:00+00:00,22082.52459900408,37.80505756752867,42.06071428571418,False,False,22131.3,21932.4,3.00433673469387,3.297193877551002,3.2096938775510133,22095.03086734693,21986.96479591836,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
172,22013.2,21985.2,21989.8,22005.45,2024-05-10 13:00:00+00:00,22078.73499270968,41.26143024585661,40.17499999999979,False,False,22131.3,21932.4,2.8696428571428423,3.297193877551002,3.2096938775510133,22091.73367346937,21990.174489795907,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
173,22038.45,22005.7,22006.9,22034.9,2024-05-10 13:15:00+00:00,22075.27002836213,47.05726473612732,40.71071428571408,False,False,22131.3,21932.4,2.907908163265291,3.297193877551002,3.2096938775510133,22088.436479591823,21993.384183673457,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
174,22060.5,22026.2,22035.9,22054.4,2024-05-10 13:30:00+00:00,22072.28026978982,50.5374555520136,39.3999999999999,False,False,22131.3,21932.4,2.814285714285707,3.297193877551002,3.2096938775510133,22085.139285714275,21996.593877551008,0,0,False,Hold,2024-05-16,16MAY24,22100.0,22600.0,21600.0,0,0,0,0,,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,beginx,-3000.0
