,High,Low,Open,Close,Datetime,ama,rsi,atr,signal,closest_expiry,dby,position,atmSP,wingCall,wingPut,legPriceOrignal1,legPriceOrignal2,legPriceOrignal3,legPriceOrignal4,lpos1,lpos2,lpos3,lpos4,legAfterPos1,legAfterPos2,legAfterPos3,legAfterPos4,legAfterPosDiff1,legAfterPosDiff2,legAfterPosDiff3,legAfterPosDiff4,legPriceFinal1,legPriceFinal2,legPriceFinal3,legPriceFinal4,m2m1,m2m2,m2m3,m2m4,totalPL,cumReturns,balance,stoploss
16,10830.35,10824.25,10828.05,10826.55,2019-01-01 13:15:00+05:30,10836.983641447605,36.92713680519763,9.174999999999793,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
17,10827.8,10807.85,10826.6,10812.45,2019-01-01 13:30:00+05:30,10836.623733301283,30.252874186082984,9.539285714285402,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
18,10819.35,10807.1,10812.2,10818.6,2019-01-01 13:45:00+05:30,10836.16780847386,35.710901194071894,9.617857142856858,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
19,10829.95,10817.35,10818.1,10819.35,2019-01-01 14:00:00+05:30,10835.645206703126,36.36489995716789,9.657142857142649,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
20,10850.4,10818.3,10819.1,10850.4,2019-01-01 14:15:00+05:30,10835.361554819654,56.22088985970741,11.321428571428312,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
21,10884.6,10849.7,10850.35,10884.6,2019-01-01 14:30:00+05:30,10835.591335514177,68.04727262436752,12.910714285714024,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
22,10902.2,10882.45,10884.5,10901.35,2019-01-01 14:45:00+05:30,10836.38473170474,72.03217015785073,13.578571428571196,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
23,10913.85,10895.8,10901.65,10903.85,2019-01-01 15:00:00+05:30,10837.646318588282,72.58178478996213,14.285714285714157,Hold,,,beginx,10800.0,11100.0,10500.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-3000.0
24,10923.6,10900.9,10903.7,10914.4,2019-01-01 15:15:00+05:30,10839.372359638866,74.82972431819948,15.449999999999948,Hold,,,squareoff,10800.0,11100.0,10500.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,
25,10916.8,10910.1,10915.05,10910.1,2019-01-01 15:30:00+05:30,10841.415671147606,72.23036722827489,15.435714285714182,Hold,,,hold,10800.0,11100.0,10500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100000.0,
26,10882.85,10839.3,10861.2,10869.55,2019-01-02 09:15:00+05:30,10845.083085291157,53.37989923931899,20.296428571428542,Hold,,,hold,10800.0,11100.0,10500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100000.0,
27,10869.5,10841.7,10869.5,10854.85,2019-01-02 09:30:00+05:30,10846.599380398562,48.14967236139985,21.807142857142804,Hold,,,hold,10800.0,11100.0,10500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100000.0,
28,10870.6,10846.75,10855.05,10870.15,2019-01-02 09:45:00+05:30,10848.043161906313,53.28063113512325,22.9714285714286,Hold,,,beginx,10850.0,11050.0,10650.0,0,0,0,0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,
