,CumReturns,Date,Daily Brokerage,Final Balance
119,1767.4999999999998,2019-06-26,140,120050.0
120,2205.0,2019-06-27,80,122175.0
121,352.5,2019-06-28,80,122447.5
122,1110.000000000001,2019-07-01,140,123417.5
123,1934.9999999999995,2019-07-02,140,125212.5
124,292.4999999999999,2019-07-03,140,125365.0
125,2067.4999999999995,2019-07-04,140,127292.5
126,7057.5,2019-07-05,220,134130.0
127,-3362.5,2019-07-08,80,130687.5
128,2135.0000000000005,2019-07-09,140,132682.5
129,-264.99999999999943,2019-07-10,140,132277.5
130,807.5000000000001,2019-07-11,80,133005.0
131,1354.9999999999989,2019-07-12,220,134140.0
132,349.9999999999996,2019-07-15,80,134410.0
133,690.0,2019-07-16,80,135020.0
134,1180.0000000000005,2019-07-17,80,136120.0
135,567.5,2019-07-18,220,136467.5
136,-1604.9999999999998,2019-07-19,80,134782.5
137,1002.5000000000002,2019-07-22,80,135705.0
138,2104.9999999999995,2019-07-23,220,137590.0
139,-372.4999999999998,2019-07-24,140,137077.5
140,7.5,2019-07-25,140,136945.0
141,810.0000000000002,2019-07-26,80,137675.0
142,-307.50000000000045,2019-07-29,80,137287.5
143,1587.5,2019-07-30,220,138655.0
144,272.50000000000006,2019-07-31,80,138847.5
145,2885.0,2019-08-01,220,141512.5
146,5572.499999999998,2019-08-02,220,146865.0
147,297.4999999999996,2019-08-05,80,147082.5
148,2170.0,2019-08-06,220,149032.5
149,3885.0,2019-08-07,140,152777.5
150,6085.0,2019-08-08,140,158722.5
151,575.0000000000002,2019-08-09,80,159217.5
152,2937.5,2019-08-13,220,161935.0
153,-100.00000000000074,2019-08-14,80,161755.0
154,1057.5000000000005,2019-08-16,140,162672.5
155,297.4999999999999,2019-08-19,80,162890.0
156,1185.0000000000002,2019-08-20,80,163995.0
157,3915.0,2019-08-21,220,167690.0
158,-1777.4999999999995,2019-08-22,80,165832.5
159,-1740.0000000000002,2019-08-23,80,164012.5
160,-765.0000000000009,2019-08-26,220,163027.5
161,1350.0000000000005,2019-08-27,80,164297.5
162,-619.9999999999995,2019-08-28,140,163537.5
163,930.0,2019-08-29,140,164327.5
164,-127.5000000000009,2019-08-30,220,163980.0
165,4092.500000000002,2019-09-03,140,167932.5
166,810.0000000000002,2019-09-04,80,168662.5
167,-3110.0000000000005,2019-09-05,140,165412.5
168,1769.9999999999995,2019-09-06,220,166962.5
169,987.5000000000005,2019-09-09,80,167870.0
170,254.99999999999957,2019-09-11,140,167985.0
171,480.00000000000034,2019-09-12,140,168325.0
172,-2359.999999999999,2019-09-13,140,165825.0
173,2420.0000000000005,2019-09-16,140,168105.0
174,-1315.0000000000002,2019-09-17,80,166710.0
175,2750.0,2019-09-18,140,169320.0
176,742.4999999999997,2019-09-19,80,169982.5
177,-4242.500000000001,2019-09-20,80,165660.0
178,-372.49999999999903,2019-09-23,80,165207.5
179,2937.5000000000023,2019-09-24,140,168005.0
180,992.5,2019-09-25,80,168917.5
181,129.9999999999999,2019-09-26,140,168907.5
182,2065.0000000000005,2019-09-27,140,170832.5
183,1355.0000000000005,2019-09-30,80,172107.5
184,2187.5,2019-10-01,220,174075.0
185,2725.0,2019-10-03,140,176660.0
186,5597.5,2019-10-04,140,182117.5
187,2477.499999999999,2019-10-07,140,184455.0
188,-2862.5,2019-10-09,220,181372.5
189,1217.5,2019-10-10,140,182450.0
190,202.49999999999983,2019-10-11,80,182572.5
191,700.0000000000002,2019-10-14,80,183192.5
192,2422.499999999998,2019-10-15,220,185395.0
193,2105.000000000001,2019-10-16,140,187360.0
194,-2469.9999999999995,2019-10-17,80,184810.0
195,897.4999999999997,2019-10-18,80,185627.5
196,1022.5000000000005,2019-10-22,80,186570.0
197,1045.0000000000002,2019-10-23,80,187535.0
198,1647.5000000000005,2019-10-24,140,189042.5
199,1732.499999999999,2019-10-25,220,190555.0
200,-3177.5,2019-10-29,80,187297.5
201,162.49999999999957,2019-10-30,140,187320.0
202,1815.0,2019-10-31,80,189055.0
203,990.0,2019-11-01,80,189965.0
204,507.4999999999999,2019-11-04,80,190392.5
205,1170.0000000000002,2019-11-05,140,191422.5
206,3484.999999999999,2019-11-06,140,194767.5
207,1922.5,2019-11-07,140,196550.0
208,-1182.5,2019-11-08,140,195227.5
209,407.5000000000003,2019-11-11,80,195555.0
210,2050.0000000000005,2019-11-13,220,197385.0
211,422.50000000000034,2019-11-14,140,197667.5
212,-1152.4999999999995,2019-11-15,140,196375.0
213,697.4999999999992,2019-11-18,140,196932.5
214,492.5000000000002,2019-11-19,80,197345.0
215,842.4999999999998,2019-11-20,80,198107.5
216,2377.5,2019-11-21,140,200345.0
217,509.9999999999998,2019-11-22,80,200775.0
218,-1462.5,2019-11-25,80,199232.5
219,940.0000000000002,2019-11-26,80,200092.5
220,2112.5000000000005,2019-11-27,140,202065.0
221,-367.50000000000006,2019-11-28,80,201617.5
222,-47.50000000000054,2019-11-29,80,201490.0
223,-370.00000000000136,2019-12-02,140,200980.0
224,1110.0,2019-12-03,80,202010.0
225,-1375.0,2019-12-04,140,200495.0
226,-2720.0,2019-12-05,140,197635.0
227,1494.999999999999,2019-12-06,220,198910.0
228,695.0000000000003,2019-12-09,80,199525.0
229,2890.0000000000005,2019-12-10,220,202195.0
230,445.0000000000001,2019-12-11,140,202500.0
231,1640.0,2019-12-12,220,203920.0
232,-1072.5000000000002,2019-12-13,80,202767.5
233,497.5000000000008,2019-12-16,80,203185.0
234,-190.00000000000009,2019-12-17,80,202915.0
235,455.0,2019-12-18,80,203290.0
236,-872.5,2019-12-19,80,202337.5
237,1190.0000000000005,2019-12-20,140,203387.5
238,1475.0,2019-12-23,140,204722.5
239,2587.5,2019-12-24,140,207170.0
240,-1555.0,2019-12-26,80,205535.0
241,1590.0000000000002,2019-12-27,140,206985.0
242,845.0000000000002,2019-12-30,80,207750.0
243,1757.4999999999998,2019-12-31,140,209367.5
244,690.0000000000002,2020-01-01,80,209977.5
245,-2140.0000000000005,2020-01-02,80,207757.5
246,447.4999999999999,2020-01-03,80,208125.0
247,25.00000000000024,2020-01-06,80,208070.0
248,-762.5000000000005,2020-01-07,80,207227.5
249,1352.5000000000005,2020-01-08,80,208500.0
250,-1177.4999999999998,2020-01-09,80,207242.5
251,232.4999999999997,2020-01-10,80,207395.0
252,1272.5000000000002,2020-01-13,140,208527.5
253,2657.499999999999,2020-01-14,140,211045.0
254,-414.99999999999966,2020-01-15,80,210550.0
255,-27.499999999999773,2020-01-16,80,210442.5
256,587.4999999999999,2020-01-17,80,210950.0
257,-190.00000000000023,2020-01-20,80,210680.0
258,1369.9999999999998,2020-01-21,140,211910.0
259,-1072.4999999999995,2020-01-22,80,210757.5
260,1089.9999999999998,2020-01-23,140,211707.5
261,-52.50000000000071,2020-01-24,80,211575.0
262,1267.5,2020-01-27,220,212622.5
263,2322.5000000000005,2020-01-28,220,214725.0
264,872.5000000000001,2020-01-29,80,215517.5
265,2427.5,2020-01-30,220,217725.0
266,5617.5,2020-01-31,140,223202.5
267,8649.999999999998,2020-02-01,220,231632.5
268,-702.5,2020-02-03,140,230790.0
269,-77.49999999999972,2020-02-04,80,230632.5
270,-284.9999999999994,2020-02-05,80,230267.5
271,2037.5,2020-02-06,80,232225.0
272,-409.9999999999999,2020-02-07,140,231675.0
273,-1335.0000000000005,2020-02-10,140,230200.0
274,452.50000000000034,2020-02-11,80,230572.5
275,397.5000000000001,2020-02-12,80,230890.0
276,1144.9999999999998,2020-02-13,80,231955.0
277,102.49999999999994,2020-02-14,140,231917.5
278,502.5000000000001,2020-02-17,80,232340.0
279,65.0,2020-02-18,80,232325.0
280,465.0000000000005,2020-02-19,80,232710.0
281,-330.0,2020-02-20,140,232240.0
282,-1902.4999999999995,2020-02-24,80,230257.5
283,2580.0,2020-02-25,140,232697.5
284,2852.499999999999,2020-02-26,220,235330.0
285,1085.0,2020-02-27,80,236335.0
286,-147.49999999999983,2020-02-28,80,236107.5
287,-3072.5,2020-03-02,140,232895.0
288,520.0000000000007,2020-03-03,80,233335.0
289,7319.999999999999,2020-03-04,220,240435.0
290,2392.5,2020-03-05,80,242747.5
291,3882.500000000001,2020-03-06,80,246550.0
292,409.9999999999999,2020-03-09,80,246880.0
293,707.5000000000003,2020-03-11,80,247507.5
294,-559.9999999999989,2020-03-12,80,246867.5
295,0.0,2020-03-13,0,246867.5
296,-2062.5000000000064,2020-03-16,140,244665.0
297,15330.000000000002,2020-03-17,140,259855.0
298,-11537.5,2020-03-18,80,248237.5
299,-125.0,2020-03-19,80,248032.5
300,14374.999999999996,2020-03-20,220,262187.5
301,-95.0000000000017,2020-03-23,80,262012.5
302,-1970.00000000001,2020-03-24,140,259902.5
303,12362.5,2020-03-25,220,272045.0
304,2775.0,2020-03-26,140,274680.0
305,-2397.499999999999,2020-03-27,140,272142.5
306,1599.9999999999975,2020-03-30,140,273602.5
307,1540.000000000001,2020-03-31,140,275002.5
308,-1472.5000000000002,2020-04-01,80,273450.0
309,2402.5,2020-04-03,80,275772.5
310,-2952.4999999999995,2020-04-07,80,272740.0
311,94.99999999999932,2020-04-08,80,272755.0
312,-5482.499999999999,2020-04-09,140,267132.5
313,-1495.0,2020-04-13,140,265497.5
314,-447.4999999999994,2020-04-15,80,264970.0
315,-362.50000000000017,2020-04-16,80,264527.5
316,3445.000000000001,2020-04-17,140,267832.5
317,387.50000000000097,2020-04-20,80,268140.0
318,177.50000000000057,2020-04-21,80,268237.5
319,-317.49999999999983,2020-04-22,80,267840.0
320,397.4999999999999,2020-04-23,80,268157.5
321,2687.4999999999995,2020-04-24,140,270705.0
322,-1797.5,2020-04-27,140,268767.5
323,2477.4999999999995,2020-04-28,140,271105.0
324,-357.4999999999998,2020-04-29,80,270667.5
325,3805.0,2020-04-30,140,274332.5
326,59.99999999999886,2020-05-04,80,274312.5
327,6624.999999999998,2020-05-05,140,280797.5
328,-2102.5000000000005,2020-05-06,140,278555.0
329,3525.0,2020-05-07,220,281860.0
330,-2400.0,2020-05-08,140,279320.0
331,3084.9999999999995,2020-05-11,140,282265.0
332,-217.49999999999943,2020-05-12,80,281967.5
333,-55.00000000000074,2020-05-13,80,281832.5
334,5385.0,2020-05-14,220,286997.5
335,120.000000000001,2020-05-15,80,287037.5
336,379.9999999999985,2020-05-18,140,287277.5
337,662.5000000000001,2020-05-19,80,287860.0
338,5637.500000000001,2020-05-20,220,293277.5
339,2377.5,2020-05-21,80,295575.0
340,-2122.499999999998,2020-05-22,140,293312.5
341,-1107.5000000000005,2020-05-26,80,292125.0
342,1609.9999999999995,2020-05-27,220,293515.0
343,-1250.0000000000002,2020-05-28,80,292185.0
344,-619.9999999999994,2020-05-29,80,291485.0
345,789.9999999999995,2020-06-01,80,292195.0
346,7364.999999999998,2020-06-02,140,299420.0
347,-2217.4999999999995,2020-06-03,140,297062.5
348,-3045.0,2020-06-04,140,293877.5
349,1852.5,2020-06-05,140,295590.0
350,-439.9999999999998,2020-06-08,80,295070.0
351,-590.0000000000014,2020-06-09,140,294340.0
352,-3417.5000000000014,2020-06-10,140,290782.5
353,-1717.4999999999998,2020-06-11,80,288985.0
354,-1387.500000000001,2020-06-12,80,287517.5
355,415.00000000000085,2020-06-15,80,287852.5
356,-402.4999999999998,2020-06-16,80,287370.0
357,-1774.9999999999975,2020-06-17,140,285455.0
358,3195.000000000001,2020-06-18,220,288430.0
359,-457.4999999999997,2020-06-19,80,287892.5
360,-267.50000000000205,2020-06-22,140,287485.0
361,4327.500000000001,2020-06-23,220,291592.5
362,-2870.000000000001,2020-06-24,80,288642.5
363,-1622.4999999999986,2020-06-25,140,286880.0
364,887.5000000000008,2020-06-26,220,287547.5
365,812.5000000000007,2020-06-29,80,288280.0
366,34.999999999999346,2020-06-30,220,288095.0
367,4419.999999999998,2020-07-01,220,292295.0
368,814.9999999999997,2020-07-02,80,293030.0
369,1100.000000000001,2020-07-03,80,294050.0
370,174.99999999999952,2020-07-06,80,294145.0
371,2292.5,2020-07-07,140,296297.5
372,1985.000000000001,2020-07-08,220,298062.5
373,1147.5,2020-07-09,140,299070.0
374,-37.49999999999835,2020-07-10,140,298892.5
375,-1210.0000000000014,2020-07-13,140,297542.5
376,-65.00000000000034,2020-07-14,80,297397.5
377,-827.5000000000007,2020-07-15,80,296490.0
378,-205.0,2020-07-16,140,296145.0
379,-277.49999999999994,2020-07-17,80,295787.5
380,2692.500000000001,2020-07-20,140,298340.0
381,532.5,2020-07-21,80,298792.5
382,29.99999999999909,2020-07-22,140,298682.5
383,1962.5,2020-07-23,140,300505.0
384,-1650.0000000000002,2020-07-24,140,298715.0
385,2470.000000000001,2020-07-27,140,301045.0
386,-622.4999999999995,2020-07-28,80,300342.5
387,829.9999999999995,2020-07-29,140,301032.5
388,-4260.0,2020-07-30,140,296632.5
389,112.5,2020-07-31,140,296605.0
390,75.00000000000031,2020-08-03,80,296600.0
391,-907.5000000000008,2020-08-04,80,295612.5
392,-329.9999999999999,2020-08-05,80,295202.5
393,-875.0,2020-08-06,140,294187.5
394,2659.999999999999,2020-08-07,140,296707.5
395,789.9999999999998,2020-08-10,80,297417.5
396,667.4999999999998,2020-08-11,140,297945.0
397,689.9999999999997,2020-08-12,80,298555.0
398,322.4999999999999,2020-08-13,140,298737.5
399,-1137.5000000000011,2020-08-14,220,297380.0
400,1244.999999999999,2020-08-17,80,298545.0
401,-779.9999999999998,2020-08-18,80,297685.0
402,-657.5000000000001,2020-08-19,140,296887.5
403,765.0,2020-08-20,80,297572.5
404,87.50000000000014,2020-08-21,140,297520.0
405,-187.49999999999997,2020-08-24,80,297252.5
406,709.9999999999998,2020-08-25,80,297882.5
407,2117.4999999999995,2020-08-26,220,299780.0
408,352.5000000000001,2020-08-27,80,300052.5
409,-272.4999999999993,2020-08-28,140,299640.0
410,2269.999999999998,2020-08-31,220,301690.0
411,1057.4999999999995,2020-09-01,80,302667.5
412,1232.5,2020-09-02,220,303680.0
413,-590.0000000000006,2020-09-03,140,302950.0
414,2089.9999999999995,2020-09-04,220,304820.0
415,729.9999999999995,2020-09-07,80,305470.0
416,-1315.000000000001,2020-09-08,140,304015.0
417,825.0,2020-09-09,80,304760.0
418,-2375.0,2020-09-10,80,302305.0
419,1177.5000000000005,2020-09-11,140,303342.5
420,3464.999999999998,2020-09-14,220,306587.5
421,1447.5000000000002,2020-09-15,140,307895.0
422,107.49999999999986,2020-09-16,80,307922.5
423,42.49999999999999,2020-09-17,140,307825.0
424,1490.0,2020-09-18,220,309095.0
425,2442.499999999998,2020-09-21,220,311317.5
426,1162.5000000000002,2020-09-22,140,312340.0
427,3975.000000000001,2020-09-23,220,316095.0
428,-1997.5,2020-09-24,80,314017.5
429,-334.9999999999992,2020-09-25,140,313542.5
430,512.5000000000001,2020-09-28,80,313975.0
431,-599.9999999999998,2020-09-29,140,313235.0
432,-442.4999999999996,2020-09-30,140,312652.5
433,-717.4999999999995,2020-10-01,80,311855.0
434,717.5,2020-10-05,80,312492.5
435,2010.000000000001,2020-10-06,220,314282.5
436,769.9999999999995,2020-10-07,80,314972.5
437,1822.5,2020-10-08,80,316715.0
438,2037.500000000001,2020-10-09,140,318612.5
439,-1567.4999999999982,2020-10-12,140,316905.0
440,-1374.9999999999986,2020-10-13,220,315310.0
441,-4107.5,2020-10-14,140,311062.5
442,5875.0,2020-10-15,220,316717.5
443,434.99999999999966,2020-10-16,80,317072.5
444,1207.5000000000005,2020-10-19,140,318140.0
445,447.49999999999966,2020-10-20,80,318507.5
446,-2837.5,2020-10-21,80,315590.0
447,2942.5000000000005,2020-10-22,80,318452.5
448,192.49999999999943,2020-10-23,140,318505.0
449,1915.0,2020-10-26,220,320200.0
450,977.4999999999995,2020-10-27,140,321037.5
451,4565.0,2020-10-28,220,325382.5
452,237.5,2020-10-29,140,325480.0
453,5260.000000000003,2020-10-30,220,330520.0
454,-3314.9999999999973,2020-11-02,140,327065.0
455,149.9999999999993,2020-11-03,80,327135.0
456,-3590.000000000002,2020-11-04,140,323405.0
457,-247.49999999999935,2020-11-05,80,323077.5
458,-555.0,2020-11-06,80,322442.5
459,1172.5000000000002,2020-11-09,220,323395.0
460,115.0000000000008,2020-11-10,80,323430.0
461,2327.5,2020-11-11,140,325617.5
462,1262.4999999999989,2020-11-12,140,326740.0
463,1835.0000000000005,2020-11-13,140,328435.0
464,2127.5,2020-11-17,140,330422.5
465,1965.0,2020-11-18,140,332247.5
466,427.50000000000136,2020-11-19,220,332455.0
467,-117.49999999999926,2020-11-20,80,332257.5
468,1827.5,2020-11-23,140,333945.0
469,655.0000000000002,2020-11-24,80,334520.0
470,4012.500000000002,2020-11-25,220,338312.5
471,-1667.500000000001,2020-11-26,80,336565.0
472,-2807.499999999999,2020-11-27,140,333617.5
473,250.0000000000002,2020-12-01,80,333787.5
474,-2982.4999999999995,2020-12-02,140,330665.0
475,2502.5,2020-12-03,80,333087.5
476,3219.999999999999,2020-12-04,140,336167.5
477,359.99999999999966,2020-12-07,80,336447.5
478,-244.9999999999989,2020-12-08,140,336062.5
479,-287.5,2020-12-09,80,335695.0
480,-2247.5,2020-12-10,140,333307.5
481,-1452.499999999999,2020-12-11,140,331715.0
482,1490.0000000000002,2020-12-14,140,333065.0
483,2544.9999999999995,2020-12-15,140,335470.0
484,2190.0000000000005,2020-12-16,220,337440.0
485,600.0000000000001,2020-12-17,80,337960.0
486,987.5000000000005,2020-12-18,140,338807.5
487,154.99999999999864,2020-12-21,220,338742.5
488,-715.0000000000011,2020-12-22,80,337947.5
489,-217.49999999999997,2020-12-23,80,337650.0
490,34.999999999999886,2020-12-24,80,337605.0
491,622.5,2020-12-28,80,338147.5
492,367.4999999999993,2020-12-29,80,338435.0
493,1617.4999999999995,2020-12-30,140,339912.5
494,2315.0,2020-12-31,80,342147.5
495,955.0,2021-01-01,80,343022.5
496,1232.499999999999,2021-01-04,140,344115.0
497,1832.500000000001,2021-01-05,140,345807.5
498,1915.0,2021-01-06,220,347502.5
499,-3867.5,2021-01-07,140,343495.0
500,-1369.9999999999998,2021-01-08,80,342045.0
501,1932.5,2021-01-11,140,343837.5
502,-552.5000000000001,2021-01-12,80,343205.0
503,820.0000000000005,2021-01-13,80,343945.0
504,-1087.4999999999995,2021-01-14,140,342717.5
505,2607.500000000002,2021-01-15,220,345105.0
506,4300.000000000001,2021-01-18,140,349265.0
507,1367.5,2021-01-19,220,350412.5
508,869.9999999999999,2021-01-20,80,351202.5
509,-2127.5,2021-01-21,80,348995.0
510,-1875.0,2021-01-22,80,347040.0
511,7320.000000000002,2021-01-25,140,354220.0
512,-400.0000000000012,2021-01-27,80,353740.0
513,2192.5,2021-01-28,80,355852.5
514,-1642.500000000001,2021-01-29,140,354070.0
515,1822.4999999999984,2021-02-01,140,355752.5
516,1859.999999999998,2021-02-02,140,357472.5
517,637.5000000000003,2021-02-03,80,358030.0
518,2589.9999999999995,2021-02-04,140,360480.0
519,932.5000000000008,2021-02-05,80,361332.5
520,737.5,2021-02-08,80,361990.0
521,312.4999999999993,2021-02-09,80,362222.5
522,885.0,2021-02-10,80,363027.5
523,1952.5000000000005,2021-02-11,140,364840.0
524,684.9999999999997,2021-02-12,80,365445.0
525,2.500000000000739,2021-02-15,80,365367.5
526,-1622.5,2021-02-16,140,363605.0
527,1079.9999999999995,2021-02-17,80,364605.0
528,7262.5,2021-02-18,220,371647.5
529,3652.500000000001,2021-02-19,220,375080.0
530,-1564.9999999999998,2021-02-22,80,373435.0
531,645.0000000000005,2021-02-23,80,374000.0
532,705.0000000000006,2021-02-25,120,374585.0
533,-2737.5,2021-02-26,80,371767.5
534,482.5000000000009,2021-03-01,140,372110.0
535,4555.0,2021-03-02,140,376525.0
536,-2222.5000000000005,2021-03-03,80,374222.5
537,2052.4999999999995,2021-03-04,80,376195.0
538,3892.500000000002,2021-03-05,140,379947.5
539,920.0,2021-03-08,80,380787.5
540,4277.5,2021-03-09,140,384925.0
541,3625.0,2021-03-10,140,388410.0
542,-2862.5,2021-03-12,80,385467.5
543,1392.500000000001,2021-03-15,80,386780.0
544,142.49999999999915,2021-03-16,80,386842.5
545,-3477.500000000001,2021-03-17,140,383225.0
546,4320.0,2021-03-18,220,387325.0
547,-5329.999999999999,2021-03-19,140,381855.0
548,2179.999999999999,2021-03-22,140,383895.0
549,999.9999999999998,2021-03-23,80,384815.0
550,6602.500000000001,2021-03-24,220,391197.5
551,-132.50000000000043,2021-03-25,80,390985.0
552,1352.5,2021-03-26,80,392257.5
553,-882.5,2021-03-30,80,391295.0
554,790.0000000000005,2021-03-31,80,392005.0
555,3539.999999999999,2021-04-01,140,395405.0
556,2032.500000000001,2021-04-05,80,397357.5
557,1065.0000000000005,2021-04-06,80,398342.5
558,420.0000000000002,2021-04-07,80,398682.5
559,-627.5,2021-04-08,80,397975.0
560,2180.0000000000005,2021-04-09,140,400015.0
561,-70.00000000000011,2021-04-12,80,399865.0
562,6384.999999999999,2021-04-13,140,406110.0
563,2650.0,2021-04-15,140,408620.0
564,-1762.4999999999989,2021-04-16,140,406717.5
565,-132.4999999999985,2021-04-19,80,406505.0
566,5397.5,2021-04-20,220,411682.5
567,-292.5000000000001,2021-04-22,140,411250.0
568,-1877.500000000001,2021-04-23,140,409232.5
569,722.5000000000005,2021-04-26,80,409875.0
570,-317.50000000000034,2021-04-27,80,409477.5
571,-547.5000000000001,2021-04-28,80,408850.0
572,3767.5,2021-04-29,80,412537.5
573,6982.500000000002,2021-04-30,220,419300.0
574,-172.5,2021-05-03,80,419047.5
575,100.00000000000124,2021-05-04,80,419067.5
576,1760.0,2021-05-05,140,420687.5
577,82.5,2021-05-06,80,420690.0
578,80.00000000000131,2021-05-07,140,420630.0
579,602.4999999999995,2021-05-10,80,421152.5
580,754.9999999999997,2021-05-11,80,421827.5
581,1670.0000000000005,2021-05-12,80,423417.5
582,600.0000000000008,2021-05-14,80,423937.5
583,-1907.5,2021-05-17,80,421950.0
584,52.5000000000001,2021-05-18,80,421922.5
585,220.0000000000004,2021-05-19,220,421922.5
586,4745.0,2021-05-20,220,426447.5
587,-1385.000000000001,2021-05-21,80,424982.5
588,362.4999999999991,2021-05-24,140,425205.0
589,317.4999999999991,2021-05-25,140,425382.5
590,-55.00000000000022,2021-05-26,80,425247.5
591,1850.0,2021-05-27,140,426957.5
