,CumReturns,Date,Daily Brokerage,Final Balance
592,1539.9999999999998,2021-05-28,220,428277.5
593,-972.4999999999995,2021-05-31,80,427225.0
594,944.9999999999998,2021-06-01,80,428090.0
595,237.50000000000065,2021-06-02,140,428187.5
596,2377.5,2021-06-03,140,430425.0
597,107.5000000000002,2021-06-04,140,430392.5
598,-157.49999999999957,2021-06-07,80,430155.0
599,350.0000000000004,2021-06-08,80,430425.0
600,-3402.5,2021-06-09,80,426942.5
601,957.4999999999995,2021-06-10,80,427820.0
602,1687.5000000000002,2021-06-11,140,429367.5
603,3900.0,2021-06-14,140,433127.5
604,-340.0000000000001,2021-06-15,140,432647.5
605,757.5,2021-06-16,140,433265.0
606,560.0000000000003,2021-06-17,80,433745.0
607,452.4999999999998,2021-06-18,80,434117.5
608,3015.000000000001,2021-06-21,140,436992.5
609,-14.999999999999773,2021-06-22,80,436897.5
610,2137.5000000000005,2021-06-23,140,438895.0
611,1912.5,2021-06-24,140,440667.5
612,990.0000000000005,2021-06-25,80,441577.5
613,19.999999999999545,2021-06-28,140,441457.5
614,687.4999999999997,2021-06-29,80,442065.0
615,-3175.000000000001,2021-06-30,140,438750.0
616,452.4999999999999,2021-07-01,140,439062.5
617,522.4999999999997,2021-07-02,80,439505.0
618,172.49999999999994,2021-07-05,80,439597.5
619,150.00000000000028,2021-07-06,80,439667.5
620,537.4999999999998,2021-07-07,140,440065.0
621,3922.5,2021-07-08,220,443767.5
622,882.5000000000003,2021-07-09,80,444570.0
623,3949.9999999999977,2021-07-12,220,448300.0
624,-467.4999999999996,2021-07-13,80,447752.5
625,-1217.5000000000005,2021-07-14,80,446455.0
626,1115.0000000000002,2021-07-15,80,447490.0
627,542.4999999999995,2021-07-16,80,447952.5
628,-510.0000000000001,2021-07-19,80,447362.5
629,1199.9999999999998,2021-07-20,80,448482.5
630,1867.5,2021-07-22,80,450270.0
631,2227.5000000000005,2021-07-23,140,452357.5
632,650.0000000000006,2021-07-26,140,452867.5
633,3250.0,2021-07-27,220,455897.5
634,752.5000000000002,2021-07-28,80,456570.0
635,427.4999999999994,2021-07-29,140,456857.5
636,330.00000000000034,2021-07-30,80,457107.5
637,47.50000000000017,2021-08-02,80,457075.0
638,-3159.9999999999995,2021-08-03,80,453835.0
639,1015.0000000000006,2021-08-04,140,454710.0
640,2597.5,2021-08-05,220,457087.5
641,4000.0,2021-08-06,140,460947.5
642,34.999999999999886,2021-08-09,140,460842.5
643,-3149.999999999998,2021-08-10,140,457552.5
644,1724.9999999999998,2021-08-11,140,459137.5
645,-592.5000000000001,2021-08-12,80,458465.0
646,-692.5000000000006,2021-08-13,80,457692.5
647,1115.0,2021-08-16,80,458727.5
648,2930.000000000001,2021-08-17,140,461517.5
649,-2555.0000000000005,2021-08-18,80,458882.5
650,879.9999999999998,2021-08-20,80,459682.5
651,-2297.500000000001,2021-08-23,140,457245.0
652,1467.5000000000005,2021-08-24,220,458492.5
653,432.50000000000034,2021-08-25,140,458785.0
654,2115.0,2021-08-26,220,460680.0
655,-1360.0000000000011,2021-08-27,80,459240.0
656,-259.99999999999955,2021-08-30,80,458900.0
657,-3269.9999999999995,2021-08-31,80,455550.0
658,-484.9999999999996,2021-09-01,80,454985.0
659,2595.0,2021-09-02,220,457360.0
660,2605.0,2021-09-03,140,459825.0
661,457.5000000000002,2021-09-06,80,460202.5
662,1245.0,2021-09-07,80,461367.5
663,3965.0,2021-09-08,220,465112.5
664,467.4999999999999,2021-09-09,140,465440.0
665,1032.4999999999995,2021-09-13,140,466332.5
666,827.5,2021-09-14,80,467080.0
667,-417.49999999999983,2021-09-15,80,466582.5
668,-1877.5,2021-09-16,80,464625.0
669,-865.0,2021-09-17,80,463680.0
670,1450.0000000000014,2021-09-20,140,464990.0
671,-572.5000000000002,2021-09-21,80,464337.5
672,-1297.5000000000002,2021-09-22,140,462900.0
673,-2350.0,2021-09-23,80,460470.0
674,1025.0,2021-09-24,80,461415.0
675,1634.999999999999,2021-09-27,140,462910.0
676,7910.0,2021-09-28,220,470600.0
677,622.4999999999997,2021-09-29,80,471142.5
678,1649.9999999999995,2021-09-30,140,472652.5
679,-2284.9999999999977,2021-10-01,140,470227.5
680,895.0000000000005,2021-10-04,80,471042.5
681,2792.5,2021-10-05,220,473615.0
682,-4317.5,2021-10-06,140,469157.5
683,707.5,2021-10-07,140,469725.0
684,832.5000000000006,2021-10-08,140,470417.5
685,505.00000000000034,2021-10-11,80,470842.5
686,844.9999999999999,2021-10-12,140,471547.5
687,-69.99999999999977,2021-10-13,80,471397.5
688,1132.4999999999995,2021-10-14,80,472450.0
689,620.0000000000002,2021-10-18,80,472990.0
690,-2067.499999999999,2021-10-19,140,470782.5
691,410.0000000000005,2021-10-20,80,471112.5
692,-1474.999999999999,2021-10-21,80,469557.5
693,-1360.000000000001,2021-10-22,140,468057.5
694,444.9999999999996,2021-10-25,80,468422.5
695,4752.500000000002,2021-10-26,140,473035.0
696,1107.499999999999,2021-10-27,140,474002.5
697,-1365.0000000000002,2021-10-28,80,472557.5
698,1017.4999999999995,2021-10-29,80,473495.0
699,-960.0000000000008,2021-11-01,80,472455.0
700,1402.5000000000002,2021-11-02,80,473777.5
701,-2200.0,2021-11-03,140,471437.5
702,-124.99999999999976,2021-11-08,220,471092.5
703,915.0000000000005,2021-11-09,80,471927.5
704,-1764.9999999999995,2021-11-10,140,470022.5
705,2095.0,2021-11-11,80,472037.5
706,3657.499999999999,2021-11-12,220,475475.0
707,217.4999999999996,2021-11-15,80,475612.5
708,1047.4999999999995,2021-11-16,80,476580.0
709,4255.0,2021-11-17,140,480695.0
710,-830.0,2021-11-18,80,479785.0
711,-2892.5000000000005,2021-11-22,80,476812.5
712,10.000000000000114,2021-11-23,80,476742.5
713,-387.4999999999998,2021-11-24,80,476275.0
714,-2284.999999999998,2021-11-25,140,473850.0
715,-602.5000000000001,2021-11-26,80,473167.5
716,1047.5,2021-11-29,80,474135.0
717,4862.499999999998,2021-11-30,140,478857.5
718,1785.0,2021-12-01,140,480502.5
719,-1524.999999999999,2021-12-02,80,478897.5
720,67.49999999999963,2021-12-03,140,478825.0
721,-692.5000000000005,2021-12-06,80,478052.5
722,30.000000000000284,2021-12-07,80,478002.5
723,297.4999999999993,2021-12-08,80,478220.0
724,-1540.0000000000002,2021-12-09,140,476540.0
725,274.99999999999955,2021-12-10,220,476595.0
726,6969.999999999998,2021-12-13,140,483425.0
727,-1809.999999999999,2021-12-14,140,481475.0
728,2842.500000000002,2021-12-15,140,484177.5
729,-1915.0,2021-12-16,140,482122.5
730,647.5,2021-12-17,80,482690.0
731,1370.0000000000011,2021-12-20,80,483980.0
732,357.50000000000057,2021-12-21,80,484257.5
733,3505.000000000001,2021-12-22,140,487622.5
734,2345.0,2021-12-23,80,489887.5
735,857.5,2021-12-24,80,490665.0
736,2652.499999999998,2021-12-27,140,493177.5
737,587.4999999999997,2021-12-28,80,493685.0
738,-29.999999999999886,2021-12-29,140,493515.0
739,-1324.9999999999995,2021-12-30,140,492050.0
740,335.0000000000004,2021-12-31,80,492305.0
741,-1675.0000000000002,2022-01-03,80,490550.0
742,242.50000000000017,2022-01-04,80,490712.5
743,-72.49999999999969,2022-01-05,80,490560.0
744,1247.5,2022-01-06,80,491727.5
745,-44.999999999999545,2022-01-07,80,491602.5
746,44.99999999999957,2022-01-10,80,491567.5
747,332.50000000000017,2022-01-11,80,491820.0
748,92.49999999999984,2022-01-12,80,491832.5
749,379.9999999999999,2022-01-13,140,492072.5
750,2395.0,2022-01-14,140,494327.5
751,149.99999999999957,2022-01-17,80,494397.5
752,3137.500000000001,2022-01-18,220,497315.0
753,825.0000000000002,2022-01-19,80,498060.0
754,-852.5000000000003,2022-01-20,80,497127.5
755,-1874.9999999999995,2022-01-21,140,495112.5
756,-3287.5000000000005,2022-01-24,80,491745.0
757,79.99999999999893,2022-01-25,80,491745.0
758,5975.0,2022-01-27,140,497580.0
759,-1090.0000000000016,2022-01-28,80,496410.0
760,1597.499999999999,2022-01-31,140,497867.5
761,6219.999999999997,2022-02-01,140,503947.5
762,1095.0000000000005,2022-02-02,80,504962.5
763,-1724.9999999999998,2022-02-03,80,503157.5
764,467.49999999999966,2022-02-04,80,503545.0
765,-360.00000000000017,2022-02-07,80,503105.0
766,1052.500000000001,2022-02-08,80,504077.5
767,3185.0000000000005,2022-02-09,140,507122.5
768,-1382.5000000000002,2022-02-10,80,505660.0
769,187.5000000000001,2022-02-11,80,505767.5
770,2279.999999999998,2022-02-14,220,507827.5
771,-2785.0000000000014,2022-02-15,80,504962.5
772,1160.000000000001,2022-02-16,220,505902.5
773,4122.500000000001,2022-02-17,140,509885.0
774,-1722.5000000000025,2022-02-18,140,508022.5
775,-5640.0,2022-02-21,140,502242.5
776,-6637.500000000003,2022-02-22,140,495465.0
777,342.49999999999994,2022-02-23,140,495667.5
778,-730.0,2022-02-24,80,494857.5
779,-857.4999999999995,2022-02-25,140,493860.0
780,-3077.5000000000014,2022-02-28,80,490702.5
781,-1067.5000000000005,2022-03-02,140,489495.0
782,-1442.500000000001,2022-03-03,140,487912.5
783,399.99999999999966,2022-03-04,80,488232.5
784,1532.4999999999975,2022-03-07,220,489545.0
785,-2127.5,2022-03-08,140,487277.5
786,-685.0000000000001,2022-03-09,80,486512.5
787,-4327.500000000001,2022-03-10,140,482045.0
788,-540.0000000000009,2022-03-11,140,481365.0
789,-962.5,2022-03-14,80,480322.5
790,4729.999999999995,2022-03-15,220,484832.5
791,4814.999999999999,2022-03-16,140,489507.5
792,2060.0,2022-03-17,80,491487.5
793,59.99999999999926,2022-03-21,80,491467.5
794,507.50000000000045,2022-03-22,220,491755.0
795,242.4999999999995,2022-03-23,80,491917.5
796,2592.5,2022-03-24,80,494430.0
797,4894.999999999998,2022-03-25,140,499185.0
798,2202.5000000000005,2022-03-28,140,501247.5
799,-1675.0000000000002,2022-03-29,140,499432.5
800,34.99999999999943,2022-03-30,80,499387.5
801,-1474.9999999999998,2022-03-31,140,497772.5
802,-412.4999999999988,2022-04-01,80,497280.0
803,227.4999999999994,2022-04-04,80,497427.5
804,-974.9999999999992,2022-04-05,140,496312.5
805,1825.000000000001,2022-04-06,140,497997.5
806,-27.500000000000117,2022-04-07,80,497890.0
807,2130.000000000001,2022-04-08,140,499880.0
808,4237.5,2022-04-11,140,503977.5
809,1337.5000000000002,2022-04-12,80,505235.0
810,-1777.5,2022-04-13,140,503317.5
811,702.4999999999998,2022-04-18,80,503940.0
812,2629.999999999999,2022-04-19,220,506350.0
813,172.50000000000023,2022-04-20,80,506442.5
814,-1949.9999999999995,2022-04-21,80,504412.5
815,5065.0,2022-04-22,220,509257.5
816,20.000000000000625,2022-04-25,80,509197.5
817,-3487.5000000000014,2022-04-26,140,505570.0
818,-505.00000000000045,2022-04-27,140,504925.0
819,7562.5,2022-04-28,220,512267.5
820,-452.5,2022-04-29,80,511735.0
821,-4627.5,2022-05-02,140,506967.5
822,-2120.0,2022-05-04,80,504767.5
823,2382.500000000001,2022-05-05,140,507010.0
824,-1732.4999999999984,2022-05-06,140,505137.5
825,187.50000000000088,2022-05-09,80,505245.0
826,-1569.9999999999995,2022-05-10,220,503455.0
827,824.9999999999995,2022-05-11,80,504200.0
828,-710.0000000000002,2022-05-12,80,503410.0
829,-5097.5,2022-05-13,140,498172.5
830,-2877.5000000000014,2022-05-16,140,495155.0
831,2255.000000000001,2022-05-17,220,497190.0
832,-157.4999999999999,2022-05-18,80,496952.5
833,-1322.5000000000005,2022-05-19,80,495550.0
834,4759.999999999998,2022-05-20,140,500170.0
835,677.4999999999994,2022-05-23,80,500767.5
836,2789.999999999999,2022-05-24,140,503417.5
837,5554.999999999999,2022-05-25,220,508752.5
838,-2900.0,2022-05-26,140,505712.5
839,4234.999999999999,2022-05-27,140,509807.5
840,135.0000000000004,2022-05-30,80,509862.5
841,-3507.500000000001,2022-05-31,140,506215.0
842,7217.499999999998,2022-06-01,220,513212.5
843,1102.5000000000005,2022-06-02,140,514175.0
844,192.49999999999935,2022-06-03,80,514287.5
845,84.9999999999994,2022-06-06,80,514292.5
846,370.0,2022-06-07,80,514582.5
847,399.9999999999996,2022-06-08,140,514842.5
848,3957.5,2022-06-09,140,518660.0
849,202.50000000000065,2022-06-10,80,518782.5
850,247.4999999999992,2022-06-13,80,518950.0
851,837.4999999999989,2022-06-14,140,519647.5
852,-2022.5,2022-06-15,220,517405.0
853,-1317.5000000000025,2022-06-16,80,516007.5
854,-1690.0000000000002,2022-06-17,140,514177.5
855,-1797.5000000000016,2022-06-20,220,512160.0
856,-442.4999999999988,2022-06-21,80,511637.5
857,565.0000000000005,2022-06-22,80,512122.5
858,-6172.5,2022-06-23,140,505810.0
859,4047.5,2022-06-24,140,509717.5
860,-1935.0000000000005,2022-06-27,140,507642.5
861,2022.4999999999984,2022-06-28,140,509525.0
862,-2474.9999999999995,2022-06-29,140,506910.0
863,-465.0000000000009,2022-06-30,140,506305.0
864,-182.50000000000048,2022-07-01,80,506042.5
865,2884.999999999998,2022-07-04,140,508787.5
866,-204.99999999999932,2022-07-05,80,508502.5
867,-4055.0,2022-07-06,140,504307.5
868,-2607.5000000000005,2022-07-07,140,501560.0
869,685.0000000000003,2022-07-08,80,502165.0
870,-2677.500000000001,2022-07-11,140,499347.5
871,37.4999999999994,2022-07-12,80,499305.0
872,4537.5,2022-07-13,220,503622.5
873,3164.999999999999,2022-07-14,220,506567.5
874,3250.0,2022-07-15,140,509677.5
875,-655.0000000000007,2022-07-18,80,508942.5
876,-177.49999999999935,2022-07-19,80,508685.0
877,195.00000000000043,2022-07-20,80,508800.0
878,2057.4999999999995,2022-07-21,140,510717.5
879,-424.9999999999989,2022-07-22,80,510212.5
880,617.4999999999998,2022-07-25,80,510750.0
881,2612.499999999999,2022-07-26,140,513222.5
882,4642.5,2022-07-27,140,517725.0
883,-1597.4999999999998,2022-07-28,80,516047.5
884,3412.4999999999995,2022-07-29,140,519320.0
885,-229.99999999999915,2022-08-01,80,519010.0
886,1922.499999999999,2022-08-02,220,520712.5
887,-1672.5000000000005,2022-08-03,140,518900.0
888,934.9999999999992,2022-08-04,140,519695.0
889,1137.5,2022-08-05,80,520752.5
890,-27.50000000000054,2022-08-08,80,520645.0
891,-455.0000000000011,2022-08-10,140,520050.0
892,1282.5,2022-08-11,80,521252.5
893,352.50000000000057,2022-08-12,80,521525.0
894,1152.500000000001,2022-08-16,140,522537.5
895,-365.0000000000001,2022-08-17,80,522092.5
896,4190.0,2022-08-18,140,526142.5
897,3392.4999999999977,2022-08-19,220,529315.0
898,354.9999999999995,2022-08-22,80,529590.0
899,1209.9999999999998,2022-08-23,140,530660.0
900,-2707.4999999999995,2022-08-24,140,527812.5
901,5450.0,2022-08-25,140,533122.5
902,289.9999999999998,2022-08-26,80,533332.5
903,359.99999999999903,2022-08-29,80,533612.5
904,-3125.0000000000005,2022-08-30,80,530407.5
905,742.4999999999995,2022-09-01,140,531010.0
906,-2692.499999999998,2022-09-02,140,528177.5
907,344.9999999999996,2022-09-05,80,528442.5
908,-589.9999999999993,2022-09-06,140,527712.5
909,182.49999999999957,2022-09-07,80,527815.0
910,3367.5,2022-09-08,140,531042.5
911,117.49999999999936,2022-09-09,80,531080.0
912,169.99999999999991,2022-09-12,80,531170.0
913,192.4999999999997,2022-09-13,80,531282.5
914,-3207.5,2022-09-14,140,527935.0
915,-1832.500000000001,2022-09-15,140,525962.5
916,147.4999999999999,2022-09-16,80,526030.0
917,-420.00000000000045,2022-09-19,140,525470.0
918,297.5000000000006,2022-09-20,80,525687.5
919,-239.99999999999864,2022-09-21,80,525367.5
920,234.99999999999957,2022-09-22,80,525522.5
921,-447.4999999999993,2022-09-23,80,524995.0
922,815.0000000000006,2022-09-26,140,525670.0
923,-127.50000000000044,2022-09-27,140,525402.5
924,3617.500000000002,2022-09-28,140,528880.0
925,-162.50000000000023,2022-09-29,140,528577.5
926,8047.500000000001,2022-09-30,220,536405.0
927,662.5,2022-10-03,80,536987.5
928,39.999999999999545,2022-10-04,80,536947.5
929,-1612.500000000001,2022-10-06,140,535195.0
930,-84.99999999999952,2022-10-07,80,535030.0
931,-1642.4999999999998,2022-10-10,80,533307.5
932,-747.5,2022-10-11,140,532420.0
933,-2857.499999999999,2022-10-12,140,529422.5
934,832.4999999999991,2022-10-13,140,530115.0
935,414.9999999999996,2022-10-14,80,530450.0
936,592.4999999999998,2022-10-17,140,530902.5
937,522.4999999999998,2022-10-18,140,531285.0
938,400.0000000000006,2022-10-19,80,531605.0
939,3167.5,2022-10-20,140,534632.5
940,125.00000000000028,2022-10-21,80,534677.5
941,-910.0000000000002,2022-10-25,80,533687.5
942,3032.500000000001,2022-10-27,140,536580.0
943,400.0,2022-10-28,80,536900.0
944,-589.9999999999995,2022-10-31,80,536230.0
945,1065.0,2022-11-01,140,537155.0
946,657.4999999999995,2022-11-02,140,537672.5
947,3087.5,2022-11-03,80,540680.0
948,-2782.5,2022-11-04,140,537757.5
949,-1512.4999999999975,2022-11-07,140,536105.0
950,810.0000000000006,2022-11-09,80,536835.0
951,1702.5000000000002,2022-11-10,80,538457.5
952,149.9999999999996,2022-11-11,80,538527.5
953,-1457.4999999999989,2022-11-14,140,536930.0
954,1610.0000000000002,2022-11-15,140,538400.0
955,-3147.5,2022-11-16,140,535112.5
956,-952.5,2022-11-17,220,533940.0
957,705.000000000001,2022-11-18,80,534565.0
958,347.4999999999996,2022-11-21,80,534832.5
959,739.9999999999998,2022-11-22,140,535432.5
960,-1252.5,2022-11-23,140,534040.0
961,-2622.5,2022-11-24,80,531337.5
962,812.5000000000011,2022-11-25,140,532010.0
963,325.0000000000004,2022-11-28,80,532255.0
964,1122.5000000000005,2022-11-29,80,533297.5
965,1557.4999999999998,2022-11-30,140,534715.0
966,374.9999999999998,2022-12-01,140,534950.0
967,662.499999999999,2022-12-02,80,535532.5
968,-574.9999999999995,2022-12-05,80,534877.5
969,-1664.9999999999998,2022-12-06,140,533072.5
970,1000.0,2022-12-07,220,533852.5
971,2542.5,2022-12-08,140,536255.0
972,3172.5000000000005,2022-12-09,220,539207.5
973,802.5,2022-12-12,140,539870.0
974,-1079.9999999999995,2022-12-13,80,538710.0
975,522.5000000000005,2022-12-14,140,539092.5
976,-1082.5,2022-12-15,220,537790.0
977,2007.4999999999995,2022-12-16,140,539657.5
978,-1380.0,2022-12-19,80,538197.5
979,-1137.500000000001,2022-12-20,80,536980.0
980,1255.0000000000005,2022-12-21,220,538015.0
981,-1509.9999999999989,2022-12-22,80,536425.0
982,2200.0,2022-12-23,80,538545.0
983,1334.999999999999,2022-12-26,220,539660.0
984,2592.500000000001,2022-12-27,140,542112.5
985,2780.0,2022-12-28,140,544752.5
986,542.5000000000001,2022-12-29,140,545155.0
987,0.0,2022-12-30,80,545155.0
988,0.0,2023-01-02,80,545155.0
989,0.0,2023-01-03,80,545155.0
990,0.0,2023-01-04,80,545155.0
991,0.0,2023-01-05,80,545155.0
992,0.0,2023-01-06,220,545155.0
993,0.0,2023-01-09,80,545155.0
994,0.0,2023-01-10,140,545155.0
995,0.0,2023-01-11,140,545155.0
996,0.0,2023-01-12,80,545155.0
997,0.0,2023-01-13,220,545155.0
998,0.0,2023-01-16,140,545155.0
999,0.0,2023-01-17,140,545155.0
1000,0.0,2023-01-18,80,545155.0
1001,0.0,2023-01-19,140,545155.0
1002,0.0,2023-01-20,220,545155.0
1003,0.0,2023-01-23,140,545155.0
1004,0.0,2023-01-24,140,545155.0
1005,0.0,2023-01-25,80,545155.0
1006,0.0,2023-01-27,80,545155.0
1007,0.0,2023-01-30,140,545155.0
1008,0.0,2023-01-31,140,545155.0
1009,387.4999999999999,2023-01-02,80,545462.5
1010,424.99999999999983,2023-01-03,80,545807.5
1011,-394.99999999999966,2023-01-04,80,545332.5
1012,712.5000000000005,2023-01-05,80,545965.0
1013,3717.500000000001,2023-01-06,220,549462.5
1014,422.5000000000004,2023-01-09,80,549805.0
1015,-962.4999999999987,2023-01-10,140,548702.5
1016,-464.9999999999996,2023-01-11,140,548097.5
1017,1160.0,2023-01-12,80,549177.5
1018,4547.5,2023-01-13,220,553505.0
1019,-227.5,2023-01-16,140,553137.5
1020,2752.5,2023-01-17,140,555750.0
1021,474.99999999999966,2023-01-18,80,556145.0
1022,2372.5,2023-01-19,140,558377.5
1023,-259.9999999999992,2023-01-20,220,557897.5
1024,1524.999999999999,2023-01-23,140,559282.5
1025,1425.0,2023-01-24,140,560567.5
1026,-1637.5000000000002,2023-01-25,80,558850.0
1027,527.5000000000001,2023-01-27,80,559297.5
1028,380.0000000000018,2023-01-30,140,559537.5
1029,3039.9999999999995,2023-01-31,140,562437.5
1030,8502.5,2023-02-01,220,570720.0
1031,1237.4999999999995,2023-02-02,80,571877.5
1032,6097.500000000001,2023-02-03,220,577755.0
1033,-484.9999999999987,2023-02-06,140,577130.0
1034,765.0000000000003,2023-02-07,80,577815.0
1035,484.9999999999999,2023-02-08,80,578220.0
1036,1815.0,2023-02-09,140,579895.0
1037,-1062.5000000000002,2023-02-10,140,578692.5
1038,600.0000000000007,2023-02-13,80,579212.5
1039,1962.5,2023-02-14,220,580955.0
1040,2540.000000000001,2023-02-15,140,583355.0
1041,-152.5,2023-02-16,80,583122.5
1042,622.4999999999995,2023-02-17,220,583525.0
1043,2252.4999999999995,2023-02-20,220,585557.5
1044,2207.499999999999,2023-02-21,140,587625.0
1045,-1270.0000000000005,2023-02-22,80,586275.0
1046,2827.499999999999,2023-02-23,140,588962.5
1047,3715.0,2023-02-24,220,592457.5
1048,797.4999999999989,2023-02-27,80,593175.0
1049,2970.0000000000005,2023-02-28,220,595925.0
1050,509.9999999999996,2023-03-01,80,596355.0
1051,4430.0,2023-03-02,140,600645.0
1052,-1179.9999999999995,2023-03-03,80,599385.0
1053,542.4999999999997,2023-03-06,80,599847.5
1054,2280.0,2023-03-08,140,601987.5
1055,2057.5,2023-03-09,140,603905.0
1056,-1169.9999999999986,2023-03-10,140,602595.0
1057,3334.999999999998,2023-03-13,220,605710.0
1058,10.000000000000398,2023-03-14,80,605640.0
1059,4680.0,2023-03-15,140,610180.0
1060,-2972.500000000001,2023-03-16,140,607067.5
1061,3169.999999999999,2023-03-17,140,610097.5
1062,2802.5,2023-03-20,140,612760.0
1063,190.00000000000017,2023-03-21,80,612870.0
1064,89.99999999999932,2023-03-22,80,612880.0
1065,-702.4999999999998,2023-03-23,140,612037.5
1066,4432.5,2023-03-24,140,616330.0
1067,1297.499999999999,2023-03-27,80,617547.5
1068,1364.9999999999998,2023-03-28,80,618832.5
1069,4475.000000000001,2023-03-29,140,623167.5
1070,-1162.5,2023-03-31,80,621925.0
1071,1185.0,2023-04-03,80,623030.0
1072,-357.5000000000002,2023-04-05,80,622592.5
1073,812.4999999999998,2023-04-06,80,623325.0
1074,785.0000000000006,2023-04-10,80,624030.0
1075,1462.5000000000005,2023-04-11,140,625352.5
1076,-252.50000000000023,2023-04-12,80,625020.0
1077,3290.0,2023-04-13,140,628170.0
1078,-47.50000000000012,2023-04-17,80,628042.5
1079,1772.4999999999995,2023-04-18,140,629675.0
1080,1982.5,2023-04-19,220,631437.5
1081,37.49999999999954,2023-04-20,140,631335.0
1082,-1542.5000000000005,2023-04-21,140,629652.5
1083,807.499999999999,2023-04-24,220,630240.0
1084,354.99999999999994,2023-04-25,80,630515.0
1085,1407.5,2023-04-26,140,631782.5
1086,-454.9999999999999,2023-04-27,80,631247.5
1087,-1949.9999999999995,2023-04-28,80,629217.5
1088,242.5000000000003,2023-05-02,80,629380.0
1089,1154.999999999999,2023-05-03,140,630395.0
1090,-2285.0,2023-05-04,80,628030.0
1091,1592.5000000000014,2023-05-05,140,629482.5
1092,2497.5,2023-05-08,140,631840.0
1093,487.49999999999966,2023-05-09,80,632247.5
1094,1289.9999999999998,2023-05-10,140,633397.5
1095,3405.0000000000005,2023-05-11,140,636662.5
1096,2042.5000000000005,2023-05-12,140,638565.0
1097,425.00000000000057,2023-05-15,80,638910.0
1098,2262.5000000000005,2023-05-16,140,641032.5
1099,669.9999999999998,2023-05-17,80,641622.5
1100,344.9999999999998,2023-05-18,140,641827.5
1101,1372.5,2023-05-19,140,643060.0
1102,415.0,2023-05-22,80,643395.0
1103,445.0000000000002,2023-05-23,80,643760.0
1104,3260.0,2023-05-24,220,646800.0
1105,1250.0000000000005,2023-05-25,80,647970.0
1106,-1155.0000000000005,2023-05-26,80,646735.0
1107,-227.50000000000125,2023-05-29,140,646367.5
1108,-687.5000000000001,2023-05-30,220,645460.0
1109,602.4999999999997,2023-05-31,80,645982.5
1110,2055.0,2023-06-01,140,647897.5
1111,-47.49999999999987,2023-06-02,140,647710.0
1112,-37.5000000000003,2023-06-05,140,647532.5
1113,-225.0,2023-06-06,140,647167.5
1114,-762.5,2023-06-07,80,646325.0
1115,-2247.5,2023-06-08,80,643997.5
1116,2177.499999999999,2023-06-09,140,646035.0
1117,364.9999999999992,2023-06-12,80,646320.0
1118,517.4999999999998,2023-06-13,140,646697.5
1119,-224.99999999999977,2023-06-14,80,646392.5
1120,2177.4999999999995,2023-06-15,220,648350.0
1121,2587.5000000000005,2023-06-16,220,650717.5
1122,-842.5000000000005,2023-06-19,140,649735.0
1123,-1725.000000000001,2023-06-20,80,647930.0
1124,930.0000000000008,2023-06-21,140,648720.0
1125,1930.0,2023-06-22,140,650510.0
1126,0.0,2023-06-23,140,650510.0
1127,0.0,2023-06-26,140,650510.0
1128,0.0,2023-06-27,220,650510.0
1129,70.00000000000014,2023-06-28,80,650500.0
1130,-697.5000000000002,2023-06-30,80,649722.5
1131,1407.5,2023-07-03,140,650990.0
1132,-174.99999999999997,2023-07-04,80,650735.0
1133,2044.999999999999,2023-07-05,140,652640.0
1134,720.0000000000005,2023-07-06,80,653280.0
1135,780.0,2023-07-07,220,653840.0
1136,669.9999999999998,2023-07-10,80,654430.0
1137,480.0000000000004,2023-07-11,80,654830.0
1138,-684.9999999999998,2023-07-12,80,654065.0
1139,0.0,2023-07-13,80,654065.0
1140,0.0,2023-07-14,140,654065.0
1141,-1590.0000000000005,2023-07-17,80,652395.0
1142,572.5000000000001,2023-07-18,80,652887.5
1143,3547.500000000001,2023-07-19,140,656295.0
1144,2077.5000000000014,2023-07-20,220,658152.5
1145,3534.9999999999995,2023-07-21,140,661547.5
1146,872.4999999999999,2023-07-24,80,662340.0
1147,710.0,2023-07-25,80,662970.0
1148,-1590.0000000000005,2023-07-26,140,661240.0
1149,349.9999999999999,2023-07-27,220,661370.0
1150,1065.0,2023-07-28,80,662355.0
1151,-195.00000000000023,2023-07-31,80,662080.0
1152,162.5000000000001,2023-08-01,80,662162.5
1153,-3025.0,2023-08-02,80,659057.5
1154,5412.5,2023-08-03,220,664250.0
1155,307.50000000000006,2023-08-04,80,664477.5
1156,527.5000000000001,2023-08-07,140,664865.0
1157,560.0000000000005,2023-08-08,80,665345.0
1158,2387.500000000001,2023-08-09,220,667512.5
1159,-3097.500000000001,2023-08-10,140,664275.0
1160,880.0000000000003,2023-08-11,80,665075.0
1161,-1402.4999999999995,2023-08-14,140,663532.5
1162,387.4999999999998,2023-08-16,140,663780.0
1163,1752.5,2023-08-17,140,665392.5
1164,-4052.500000000001,2023-08-18,140,661200.0
1165,1480.0000000000002,2023-08-21,140,662540.0
1166,-1402.499999999999,2023-08-22,140,660997.5
1167,487.49999999999966,2023-08-23,80,661405.0
1168,695.0,2023-08-24,140,661960.0
1169,380.00000000000006,2023-08-25,140,662200.0
1170,855.0,2023-08-28,80,662975.0
1171,-589.9999999999997,2023-08-29,220,662165.0
1172,-1499.9999999999995,2023-08-30,80,660585.0
1173,4322.499999999999,2023-08-31,220,664687.5
1174,317.50000000000074,2023-09-01,220,664785.0
