,Datetime,Open,High,Low,Close,Ignore
0,2024-07-10 09:01:00+0530,52497.65,52528.8,52391.65,52423.45,
1,2024-07-10 09:02:00+0530,52431.15,52436.1,52391.05,52406.95,
2,2024-07-10 09:03:00+0530,52395.3,52399.35,52326.9,52344.85,
3,2024-07-10 09:04:00+0530,52332.2,52347.3,52240.2,52249.25,
4,2024-07-10 09:05:00+0530,52233.6,52285.65,52175.2,52255.7,
5,2024-07-10 09:06:00+0530,52254.3,52283.75,52236.75,52243.15,
6,2024-07-10 09:07:00+0530,52230.75,52259.2,52204.2,52233.9,
7,2024-07-10 09:08:00+0530,52225.1,52245.7,52185.7,52236.25,
8,2024-07-10 09:09:00+0530,52234.05,52275.75,52234.05,52252.45,
9,2024-07-10 09:10:00+0530,52252.0,52296.65,52244.55,52281.0,
10,2024-07-10 09:11:00+0530,52279.25,52311.3,52249.8,52300.45,
11,2024-07-10 09:12:00+0530,52301.1,52310.3,52271.4,52284.15,
12,2024-07-10 09:13:00+0530,52279.1,52313.2,52266.45,52311.1,
13,2024-07-10 09:14:00+0530,52302.55,52319.1,52288.25,52300.7,
14,2024-07-10 09:15:00+0530,52311.0,52319.25,52256.6,52265.8,
15,2024-07-10 09:16:00+0530,52267.55,52316.05,52262.15,52303.75,
16,2024-07-10 09:17:00+0530,52304.9,52306.8,52267.05,52301.3,
17,2024-07-10 09:18:00+0530,52300.5,52318.8,52288.65,52290.55,
18,2024-07-10 09:19:00+0530,52291.3,52320.25,52283.0,52306.55,
19,2024-07-10 09:20:00+0530,52305.0,52315.0,52271.7,52287.7,
20,2024-07-10 09:21:00+0530,52282.35,52301.55,52260.35,52299.1,
21,2024-07-10 09:22:00+0530,52298.0,52316.85,52278.1,52287.1,
22,2024-07-10 09:23:00+0530,52282.2,52297.9,52256.3,52290.0,
23,2024-07-10 09:24:00+0530,52281.4,52309.6,52279.75,52299.85,
24,2024-07-10 09:25:00+0530,52306.1,52325.25,52294.5,52315.3,
25,2024-07-10 09:26:00+0530,52312.3,52347.3,52310.7,52334.95,
26,2024-07-10 09:27:00+0530,52336.85,52354.6,52330.4,52354.6,
27,2024-07-10 09:28:00+0530,52349.05,52354.4,52327.15,52337.25,
28,2024-07-10 09:29:00+0530,52338.5,52346.0,52324.3,52337.4,
29,2024-07-10 09:30:00+0530,52339.0,52350.25,52292.55,52299.4,
30,2024-07-10 09:31:00+0530,52295.85,52299.45,52206.25,52210.95,
31,2024-07-10 09:32:00+0530,52211.65,52252.9,52201.85,52242.35,
32,2024-07-10 09:33:00+0530,52244.85,52259.1,52238.05,52252.35,
33,2024-07-10 09:34:00+0530,52254.65,52270.3,52247.9,52259.1,
34,2024-07-10 09:35:00+0530,52257.9,52288.35,52254.3,52284.2,
35,2024-07-10 09:36:00+0530,52283.7,52298.55,52274.15,52293.4,
36,2024-07-10 09:37:00+0530,52290.9,52295.55,52274.8,52283.2,
37,2024-07-10 09:38:00+0530,52278.25,52290.1,52266.95,52283.2,
38,2024-07-10 09:39:00+0530,52281.85,52321.45,52275.7,52315.6,
39,2024-07-10 09:40:00+0530,52313.8,52385.65,52309.15,52359.2,
40,2024-07-10 09:41:00+0530,52360.0,52386.4,52353.15,52362.45,
41,2024-07-10 09:42:00+0530,52360.7,52378.2,52356.05,52374.45,
42,2024-07-10 09:43:00+0530,52373.75,52377.25,52348.55,52359.0,
43,2024-07-10 09:44:00+0530,52363.25,52368.25,52345.95,52346.85,
44,2024-07-10 09:45:00+0530,52343.15,52378.6,52343.15,52362.7,
45,2024-07-10 09:46:00+0530,52359.35,52369.5,52337.75,52347.1,
46,2024-07-10 09:47:00+0530,52345.45,52363.75,52330.45,52351.0,
47,2024-07-10 09:48:00+0530,52355.8,52364.6,52328.15,52330.35,
48,2024-07-10 09:49:00+0530,52329.95,52341.45,52325.75,52331.75,
49,2024-07-10 09:50:00+0530,52330.85,52337.75,52316.35,52337.4,
50,2024-07-10 09:51:00+0530,52336.35,52348.95,52309.65,52320.65,
51,2024-07-10 09:52:00+0530,52320.25,52326.5,52312.55,52313.75,
52,2024-07-10 09:53:00+0530,52312.55,52330.7,52284.2,52292.4,
53,2024-07-10 09:54:00+0530,52293.2,52294.8,52255.65,52279.05,
54,2024-07-10 09:55:00+0530,52275.7,52289.8,52264.0,52272.55,
55,2024-07-10 09:56:00+0530,52266.25,52276.65,52246.15,52261.75,
56,2024-07-10 09:57:00+0530,52261.05,52265.25,52234.0,52256.4,
57,2024-07-10 09:58:00+0530,52252.6,52273.15,52245.45,52271.45,
58,2024-07-10 09:59:00+0530,52275.2,52300.25,52263.65,52293.4,
59,2024-07-10 10:00:00+0530,52292.7,52293.3,52264.1,52284.55,
60,2024-07-10 10:01:00+0530,52279.65,52284.7,52271.3,52271.3,
61,2024-07-10 10:02:00+0530,52271.3,52294.7,52267.05,52294.4,
62,2024-07-10 10:03:00+0530,52284.8,52300.95,52279.65,52284.55,
63,2024-07-10 10:04:00+0530,52287.4,52288.1,52265.35,52269.4,
64,2024-07-10 10:05:00+0530,52272.95,52280.85,52254.75,52266.05,
65,2024-07-10 10:06:00+0530,52263.95,52266.55,52206.3,52210.65,
66,2024-07-10 10:07:00+0530,52206.75,52234.8,52196.0,52224.2,
67,2024-07-10 10:08:00+0530,52214.05,52218.1,52171.7,52179.55,
68,2024-07-10 10:09:00+0530,52183.35,52206.5,52176.5,52179.8,
69,2024-07-10 10:10:00+0530,52174.45,52196.75,52166.95,52176.15,
70,2024-07-10 10:11:00+0530,52175.8,52197.7,52171.85,52194.3,
71,2024-07-10 10:12:00+0530,52191.5,52219.8,52191.2,52212.75,
72,2024-07-10 10:13:00+0530,52209.55,52219.55,52187.9,52192.8,
73,2024-07-10 10:14:00+0530,52195.15,52206.2,52180.8,52202.25,
74,2024-07-10 10:15:00+0530,52201.7,52209.6,52189.0,52196.85,
75,2024-07-10 10:16:00+0530,52196.15,52217.5,52179.6,52192.65,
76,2024-07-10 10:17:00+0530,52198.65,52224.4,52196.8,52223.15,
77,2024-07-10 10:18:00+0530,52221.35,52228.9,52206.9,52218.25,
78,2024-07-10 10:19:00+0530,52219.7,52227.45,52209.75,52209.75,
79,2024-07-10 10:20:00+0530,52207.8,52213.6,52185.5,52192.05,
80,2024-07-10 10:21:00+0530,52164.6,52187.6,52118.4,52118.65,
81,2024-07-10 10:22:00+0530,52123.0,52128.55,52108.5,52120.95,
82,2024-07-10 10:23:00+0530,52118.0,52147.25,52118.0,52132.95,
83,2024-07-10 10:24:00+0530,52130.5,52136.95,52125.55,52128.8,
84,2024-07-10 10:25:00+0530,52128.2,52138.4,52119.5,52133.35,
85,2024-07-10 10:26:00+0530,52131.05,52138.55,52086.7,52093.2,
86,2024-07-10 10:27:00+0530,52094.4,52132.5,52077.9,52130.45,
87,2024-07-10 10:28:00+0530,52121.95,52160.6,52121.95,52154.95,
88,2024-07-10 10:29:00+0530,52153.4,52165.75,52141.35,52147.75,
89,2024-07-10 10:30:00+0530,52143.6,52154.85,52128.75,52151.15,
90,2024-07-10 10:31:00+0530,52148.6,52150.2,52118.05,52127.1,
91,2024-07-10 10:32:00+0530,52126.75,52147.4,52122.5,52145.75,
92,2024-07-10 10:33:00+0530,52151.0,52157.2,52136.6,52152.8,
93,2024-07-10 10:34:00+0530,52155.9,52160.65,52132.05,52143.4,
94,2024-07-10 10:35:00+0530,52141.8,52157.8,52127.7,52136.7,
95,2024-07-10 10:36:00+0530,52136.3,52156.5,52124.95,52129.3,
96,2024-07-10 10:37:00+0530,52127.95,52139.5,52121.35,52133.25,
97,2024-07-10 10:38:00+0530,52131.75,52138.85,52108.6,52116.0,
98,2024-07-10 10:39:00+0530,52113.3,52125.5,52102.3,52112.55,
99,2024-07-10 10:40:00+0530,52111.95,52122.8,52108.05,52114.65,
100,2024-07-10 10:41:00+0530,52116.05,52125.25,52110.9,52125.25,
101,2024-07-10 10:42:00+0530,52130.05,52137.15,52118.3,52124.35,
102,2024-07-10 10:43:00+0530,52130.85,52143.3,52125.3,52132.35,
103,2024-07-10 10:44:00+0530,52137.6,52142.75,52122.15,52137.9,
104,2024-07-10 10:45:00+0530,52149.1,52156.35,52135.15,52136.55,
105,2024-07-10 10:46:00+0530,52136.6,52142.8,52117.7,52120.9,
106,2024-07-10 10:47:00+0530,52120.3,52132.95,52117.1,52124.8,
107,2024-07-10 10:48:00+0530,52123.6,52135.0,52105.4,52133.65,
108,2024-07-10 10:49:00+0530,52133.65,52149.8,52130.4,52140.95,
109,2024-07-10 10:50:00+0530,52141.85,52152.5,52137.9,52148.15,
110,2024-07-10 10:51:00+0530,52151.7,52156.4,52144.5,52150.95,
111,2024-07-10 10:52:00+0530,52151.9,52156.55,52145.2,52152.0,
112,2024-07-10 10:53:00+0530,52152.8,52157.9,52143.65,52157.9,
113,2024-07-10 10:54:00+0530,52156.15,52160.05,52136.0,52140.5,
114,2024-07-10 10:55:00+0530,52141.75,52144.85,52125.75,52126.2,
115,2024-07-10 10:56:00+0530,52127.7,52142.85,52126.4,52140.35,
116,2024-07-10 10:57:00+0530,52141.9,52158.15,52141.9,52152.1,
117,2024-07-10 10:58:00+0530,52147.2,52150.8,52140.65,52141.8,
118,2024-07-10 10:59:00+0530,52146.85,52147.6,52102.35,52106.7,
119,2024-07-10 11:00:00+0530,52106.35,52126.35,52103.7,52124.0,
120,2024-07-10 11:01:00+0530,52122.95,52132.3,52118.6,52128.0,
121,2024-07-10 11:02:00+0530,52124.85,52128.15,52111.9,52126.25,
122,2024-07-10 11:03:00+0530,52125.75,52125.75,52097.75,52099.3,
123,2024-07-10 11:04:00+0530,52099.2,52112.9,52082.15,52111.95,
